relationship_id,traveler_id_1,traveler_id_2,relationship_type,verified
26412,90677,46423,Parent,1
26413,117147,43400,Spouse,0
26414,67114,141821,Spouse,0
26415,70154,909,Spouse,0
26416,50002,16951,Sibling,1
26417,73816,148680,Other,1
26418,148806,93901,Grandchild,1
26419,148964,1041,Child,1
26420,65823,89567,Sibling,0
26421,2858,46636,Spouse,0
26422,104004,90442,Spouse,1
26423,108436,116147,Spouse,1
26424,79722,123234,Other,1
26425,95093,110751,Other,1
26426,127008,26070,Sibling,1
26427,145545,137897,Spouse,0
26428,42294,24486,Sibling,1
26429,33393,6520,Spouse,1
26430,111431,46244,Other,0
26431,25641,111328,Child,1
26432,132031,25692,Sibling,0
26433,16192,41130,Spouse,1
26434,51880,75520,Spouse,1
26435,61557,85459,Spouse,1
26436,46223,23229,Parent,0
26437,71939,125057,Parent,0
26438,145036,76956,Sibling,1
26439,10321,54143,Spouse,1
26440,113370,105015,Spouse,1
26441,27236,11705,Parent,1
26442,53086,66382,Sibling,0
26443,59523,99114,Child,1
26444,7755,69926,Grandparent,1
26445,139342,64597,Sibling,0
26446,8998,69407,Spouse,0
26447,95811,140587,Spouse,1
26448,141218,2852,Grandparent,0
26449,140177,141508,Spouse,0
26450,133384,34790,Child,0
26451,109715,146166,Child,1
26452,21203,28274,Sibling,0
26453,11162,45249,Spouse,1
26454,54923,124805,Spouse,1
26455,102246,113454,Other,1
26456,111295,139239,Sibling,0
26457,102881,14379,Child,1
26458,135829,102757,Child,1
26459,107063,71698,Spouse,1
26460,38348,13098,Spouse,1
26461,1709,125768,Other,0
26462,25126,134127,Other,1
26463,60362,54811,Parent,1
26464,149728,81891,Child,0
26465,4843,33078,Grandchild,0
26466,131706,92746,Sibling,1
26467,126626,118835,Sibling,1
26468,103434,44090,Spouse,1
26469,145466,62568,Parent,1
26470,98765,87580,Spouse,0
26471,80377,26130,Parent,0
26472,139208,68264,Spouse,0
26473,7394,42930,Sibling,1
26474,64290,77860,Parent,1
26475,71935,8532,Sibling,1
26476,38194,39780,Sibling,1
26477,27273,93500,Sibling,0
26478,86252,8699,Other,1
26479,70154,48852,Spouse,0
26480,118434,134493,Sibling,1
26481,28824,28300,Parent,1
26482,97804,103698,Spouse,1
26483,92472,145893,Spouse,0
26484,8946,123439,Spouse,1
26485,137803,143843,Sibling,0
26486,113736,113520,Child,1
26487,11887,90037,Spouse,1
26488,145354,71631,Sibling,1
26489,35974,16114,Child,0
26490,116412,27429,Parent,1
26491,62447,35369,Sibling,1
26492,142189,29062,Spouse,1
26493,25516,97735,Spouse,1
26494,118606,146437,Other,1
26495,40092,108589,Child,1
26496,144517,40713,Spouse,1
26497,128115,134780,Sibling,1
26498,58191,55479,Parent,1
26499,105043,133884,Child,1
26500,9691,10653,Parent,1
26501,52669,64099,Sibling,1
26502,74057,115392,Child,1
26503,86496,118890,Other,1
26504,47873,126505,Spouse,1
26505,90435,136903,Spouse,1
26506,58360,5550,Parent,1
26507,51889,145285,Spouse,0
26508,54200,42436,Parent,1
26509,39382,70311,Spouse,1
26510,115796,99872,Sibling,1
26511,76352,29907,Sibling,0
26512,43717,99045,Parent,1
26513,37533,24842,Spouse,1
26514,5423,95254,Sibling,0
26515,105143,135961,Spouse,1
26516,102070,151,Other,1
26517,94271,140868,Spouse,0
26518,81281,76825,Sibling,0
26519,98059,112167,Child,1
26520,21209,93126,Child,1
26521,48842,93228,Parent,0
26522,89636,79786,Child,0
26523,122852,120269,Spouse,1
26524,109587,58317,Spouse,1
26525,33336,115039,Child,1
26526,113167,25444,Sibling,1
26527,80109,106800,Spouse,1
26528,3698,89477,Parent,1
26529,139184,7220,Spouse,0
26530,104670,45512,Spouse,0
26531,73953,43852,Spouse,1
26532,40536,1741,Sibling,1
26533,76838,88043,Parent,1
26534,143332,72743,Other,1
26535,24597,52160,Spouse,1
26536,40882,65084,Other,0
26537,52907,73335,Parent,1
26538,19768,83931,Parent,1
26539,74795,24943,Other,1
26540,86869,102982,Sibling,1
26541,7585,54957,Spouse,0
26542,75357,92115,Other,0
26543,105200,121793,Spouse,0
26544,93951,9378,Spouse,1
26545,102445,61767,Other,1
26546,124133,32914,Sibling,1
26547,137124,146489,Child,1
26548,61305,133243,Parent,0
26549,38896,90391,Spouse,1
26550,18055,109481,Spouse,1
26551,35103,11169,Sibling,1
26552,125734,112089,Sibling,1
26553,132720,10001,Spouse,1
26554,114138,19361,Child,0
26555,134595,72035,Other,0
26556,76547,103348,Parent,0
26557,103203,149268,Grandchild,1
26558,119143,38450,Sibling,1
26559,122931,67928,Parent,0
26560,71699,2819,Sibling,1
26561,52837,140712,Parent,0
26562,110244,13835,Child,1
26563,17692,59918,Sibling,1
26564,73497,116272,Spouse,0
26565,66010,61550,Parent,1
26566,69687,77332,Sibling,1
26567,133317,71839,Spouse,0
26568,29746,39545,Spouse,0
26569,133213,73272,Parent,0
26570,74942,55771,Parent,1
26571,62666,21402,Spouse,1
26572,103637,35636,Other,0
26573,111532,45953,Child,1
26574,8947,35524,Parent,0
26575,137386,8043,Child,1
26576,56155,60750,Parent,1
26577,128926,105130,Sibling,1
26578,19786,32729,Child,1
26579,48261,122238,Parent,1
26580,133916,124907,Sibling,1
26581,133735,129152,Other,0
26582,104619,86689,Child,1
26583,146929,105877,Child,1
26584,72990,34434,Sibling,0
26585,145157,4152,Spouse,1
26586,76266,55013,Sibling,0
26587,111210,86526,Spouse,1
26588,117248,114270,Parent,1
26589,135466,115289,Spouse,0
26590,103277,42365,Spouse,1
26591,51607,95868,Child,0
26592,128028,65247,Spouse,1
26593,93861,106479,Sibling,1
26594,64445,90778,Sibling,1
26595,148062,98117,Sibling,1
26596,58063,73560,Parent,1
26597,35273,24115,Spouse,1
26598,125979,103572,Spouse,1
26599,9768,133444,Spouse,0
26600,92465,65377,Sibling,1
26601,63119,26630,Parent,0
26602,24200,85970,Sibling,1
26603,64089,59388,Spouse,0
26604,45800,114445,Spouse,0
26605,135631,64686,Parent,1
26606,33063,82186,Parent,0
26607,111101,25175,Spouse,0
26608,122905,47067,Spouse,1
26609,78252,125125,Spouse,1
26610,147716,127824,Other,1
26611,34867,116649,Parent,1
26612,57021,55033,Child,0
26613,125589,105048,Sibling,0
26614,42158,28743,Sibling,1
26615,28781,86998,Parent,0
26616,2005,63480,Parent,1
26617,29019,123187,Spouse,1
26618,1884,16484,Spouse,1
26619,22490,76082,Other,1
26620,130148,31344,Sibling,1
26621,44866,811,Spouse,1
26622,138440,13845,Other,0
26623,132167,128872,Child,1
26624,12647,113655,Spouse,0
26625,79907,68115,Sibling,0
26626,98457,113269,Parent,1
26627,55661,22635,Sibling,0
26628,138979,115127,Spouse,1
26629,67635,34331,Sibling,1
26630,46764,136391,Spouse,1
26631,107175,42409,Sibling,1
26632,95221,74673,Sibling,1
26633,73677,21861,Parent,1
26634,91806,148031,Other,0
26635,127964,84757,Spouse,1
26636,46715,92539,Parent,1
26637,110079,14768,Other,0
26638,18704,147827,Other,1
26639,124180,131971,Child,1
26640,130107,71943,Child,0
26641,279,41247,Parent,1
26642,47719,37993,Spouse,0
26643,85852,74807,Spouse,1
26644,146803,20582,Child,0
26645,16026,131087,Spouse,0
26646,66555,113417,Spouse,1
26647,144250,142250,Parent,1
26648,13981,145086,Sibling,0
26649,50222,7683,Other,0
26650,124006,75517,Parent,1
26651,11771,135671,Sibling,1
26652,72474,106374,Child,1
26653,15210,6137,Spouse,1
26654,119597,83971,Spouse,0
26655,57368,134700,Child,0
26656,65862,19557,Sibling,1
26657,122274,14185,Parent,0
26658,28889,141340,Sibling,1
26659,34463,39133,Sibling,0
26660,94133,23622,Parent,1
26661,109628,45792,Child,0
26662,85198,133409,Child,1
26663,84221,140411,Other,0
26664,113836,121959,Child,1
26665,48666,37536,Sibling,1
26666,114515,14882,Sibling,0
26667,68788,133495,Child,0
26668,95532,47913,Spouse,1
26669,121179,122842,Other,1
26670,24873,123893,Spouse,0
26671,133872,1678,Spouse,1
26672,55288,11219,Child,1
26673,134379,50243,Child,1
26674,42305,125855,Parent,1
26675,47962,23911,Grandparent,0
26676,120311,40168,Spouse,1
26677,99824,89878,Spouse,0
26678,10376,101601,Spouse,1
26679,54029,45409,Sibling,0
26680,144443,119293,Sibling,1
26681,5459,59246,Child,0
26682,77691,144686,Spouse,1
26683,36031,3905,Grandchild,0
26684,107735,127584,Grandchild,0
26685,80169,130405,Grandparent,0
26686,47754,104394,Sibling,0
26687,57106,25597,Spouse,1
26688,38898,87718,Other,1
26689,92983,143356,Sibling,1
26690,114043,86517,Sibling,0
26691,148422,15821,Spouse,1
26692,138440,139777,Sibling,0
26693,3511,68562,Spouse,0
26694,135083,114642,Child,0
26695,61169,53213,Parent,1
26696,88279,33054,Sibling,1
26697,134564,108811,Sibling,0
26698,119234,142007,Child,1
26699,43698,125446,Spouse,0
26700,30331,29891,Spouse,1
26701,107047,84980,Sibling,1
26702,48354,147472,Parent,1
26703,58403,97869,Parent,1
26704,96113,109517,Other,0
26705,6846,18275,Grandparent,1
26706,115538,71826,Child,1
26707,115120,146973,Spouse,0
26708,85253,25875,Spouse,0
26709,51051,60654,Child,1
26710,3563,14058,Sibling,0
26711,79469,21449,Sibling,1
26712,6734,77308,Parent,0
26713,139271,90377,Spouse,0
26714,53952,148734,Sibling,1
26715,72856,81098,Child,0
26716,127896,105127,Sibling,1
26717,29112,142521,Other,1
26718,37941,134584,Spouse,0
26719,5104,52879,Parent,1
26720,32564,105040,Other,1
26721,43307,76114,Other,1
26722,127219,40286,Spouse,0
26723,30772,30460,Child,1
26724,113899,12385,Sibling,1
26725,39729,101717,Sibling,0
26726,99678,29459,Spouse,1
26727,42344,70197,Spouse,0
26728,53191,42317,Sibling,0
26729,105925,106528,Spouse,0
26730,31361,81331,Sibling,1
26731,48070,11853,Parent,0
26732,107121,139710,Sibling,1
26733,36097,1996,Spouse,1
26734,126331,87320,Grandparent,1
26735,119578,19184,Spouse,1
26736,36915,116640,Sibling,1
26737,135123,58879,Spouse,0
26738,141582,18003,Spouse,0
26739,132894,30439,Child,1
26740,107344,133013,Other,1
26741,92336,30376,Other,1
26742,31691,61671,Sibling,1
26743,14503,44443,Spouse,1
26744,147961,27795,Sibling,0
26745,36250,115367,Sibling,0
26746,57434,129951,Child,1
26747,58104,37514,Sibling,1
26748,108341,9459,Parent,1
26749,25434,22205,Child,0
26750,54361,125292,Parent,0
26751,13606,136243,Parent,1
26752,125941,7556,Spouse,1
26753,145284,130721,Spouse,1
26754,5746,59470,Spouse,1
26755,133935,122599,Spouse,0
26756,89751,20666,Spouse,1
26757,149899,66971,Spouse,0
26758,22391,105782,Spouse,0
26759,111991,94610,Spouse,0
26760,44132,93824,Spouse,1
26761,36558,31383,Spouse,1
26762,6941,141244,Spouse,1
26763,54390,126245,Parent,1
26764,92415,9492,Child,1
26765,39673,49046,Spouse,1
26766,134981,52226,Spouse,1
26767,32971,110178,Child,0
26768,19467,25404,Spouse,1
26769,92755,57547,Spouse,1
26770,43594,27597,Grandparent,1
26771,65566,8847,Child,1
26772,7261,28980,Parent,0
26773,34170,121682,Parent,1
26774,131920,60147,Parent,1
26775,77559,146979,Child,1
26776,9525,138439,Parent,0
26777,118265,104940,Grandparent,1
26778,7976,143503,Other,1
26779,65962,66286,Parent,1
26780,134865,92894,Other,1
26781,91147,125323,Spouse,1
26782,33952,64710,Spouse,1
26783,124373,102302,Child,1
26784,15557,49587,Parent,1
26785,11403,41196,Sibling,1
26786,94510,108202,Sibling,0
26787,87849,9806,Child,1
26788,5386,26188,Other,0
26789,78254,16422,Parent,0
26790,26210,95222,Spouse,0
26791,117183,37948,Child,1
26792,111042,121554,Spouse,0
26793,13954,24453,Spouse,1
26794,64508,71123,Grandparent,1
26795,73441,124603,Spouse,1
26796,116064,139975,Spouse,0
26797,51786,133312,Parent,0
26798,140559,81807,Other,0
26799,86906,9797,Parent,1
26800,18611,103806,Grandchild,1
26801,31995,115112,Parent,1
26802,62192,12314,Spouse,1
26803,130694,137546,Spouse,1
26804,113901,5959,Spouse,1
26805,2477,145786,Spouse,1
26806,122130,740,Sibling,0
26807,74011,35477,Other,1
26808,96820,18873,Child,1
26809,53330,68700,Spouse,0
26810,9406,85168,Spouse,1
26811,98098,135413,Spouse,1
26812,100354,90795,Spouse,1
26813,95207,94078,Parent,1
26814,23000,131322,Spouse,1
26815,40399,17186,Child,1
26816,7369,109283,Sibling,0
26817,125105,11625,Sibling,1
26818,65455,99787,Spouse,1
26819,19653,94980,Sibling,1
26820,130131,75937,Child,1
26821,46880,135046,Spouse,1
26822,95514,26999,Parent,1
26823,133354,22163,Spouse,1
26824,16305,38991,Sibling,1
26825,90112,43449,Child,0
26826,5766,89569,Spouse,1
26827,35597,90852,Spouse,1
26828,82868,34587,Spouse,0
26829,136017,50090,Child,1
26830,917,111804,Parent,0
26831,104848,79388,Child,0
26832,101836,40650,Child,1
26833,46033,104879,Sibling,0
26834,7052,74818,Grandchild,0
26835,63967,23914,Child,0
26836,96964,1036,Child,1
26837,3148,71727,Sibling,1
26838,133386,119250,Parent,1
26839,16517,27043,Sibling,1
26840,90666,115432,Sibling,0
26841,86602,98433,Other,1
26842,91917,118820,Child,1
26843,48566,145564,Child,1
26844,95956,76689,Sibling,0
26845,49408,53617,Other,1
26846,27415,115235,Spouse,1
26847,88143,13781,Spouse,1
26848,11205,51757,Other,0
26849,114412,10985,Child,1
26850,131860,27778,Other,0
26851,65574,39079,Parent,1
26852,40299,128728,Sibling,1
26853,84279,76547,Child,1
26854,116473,122033,Grandchild,1
26855,31763,91937,Spouse,1
26856,49148,115607,Sibling,1
26857,58336,83606,Child,1
26858,51327,120858,Parent,1
26859,106556,40679,Spouse,0
26860,1380,147131,Sibling,1
26861,38378,98805,Parent,1
26862,47435,31438,Other,1
26863,38925,124856,Child,1
26864,18080,42003,Sibling,1
26865,76094,101203,Sibling,1
26866,23948,80194,Spouse,1
26867,118622,49075,Child,0
26868,37055,97169,Sibling,1
26869,97830,49280,Parent,1
26870,22767,93225,Other,1
26871,38680,142565,Parent,0
26872,125701,101470,Spouse,1
26873,46893,27674,Spouse,0
26874,91535,60359,Sibling,1
26875,60903,30280,Sibling,1
26876,14632,62261,Child,0
26877,61540,112947,Child,0
26878,114017,18138,Spouse,1
26879,36028,104856,Other,1
26880,97632,83414,Spouse,1
26881,109980,122326,Spouse,0
26882,119580,65717,Sibling,0
26883,57092,80027,Sibling,1
26884,27473,112776,Child,1
26885,41781,25298,Parent,1
26886,92739,15568,Spouse,1
26887,36464,14312,Other,0
26888,77878,92051,Child,0
26889,59529,130139,Grandchild,1
26890,78732,130753,Spouse,0
26891,37936,78520,Parent,1
26892,106608,41123,Sibling,1
26893,124981,78348,Spouse,1
26894,96007,25259,Sibling,1
26895,8547,41995,Parent,1
26896,36871,45995,Child,1
26897,80433,129752,Grandparent,1
26898,149072,135363,Spouse,1
26899,22158,92551,Parent,1
26900,136061,135392,Spouse,0
26901,79467,137956,Sibling,1
26902,47011,110854,Child,1
26903,124361,8467,Parent,1
26904,50020,27327,Child,1
26905,90119,21128,Spouse,1
26906,129620,32361,Spouse,1
26907,87378,93352,Spouse,1
26908,118900,124274,Spouse,1
26909,48692,104093,Parent,1
26910,3056,115013,Sibling,1
26911,63424,117522,Parent,0
26912,149831,121996,Spouse,1
26913,93145,93017,Sibling,1
26914,68295,3397,Other,1
26915,39930,107908,Sibling,1
26916,7967,56002,Spouse,1
26917,112444,17547,Parent,1
26918,67494,112284,Spouse,1
26919,55949,108058,Child,1
26920,17294,41036,Grandchild,1
26921,79362,67379,Sibling,1
26922,106759,48823,Spouse,1
26923,137031,114328,Spouse,1
26924,132833,139296,Sibling,1
26925,89294,37349,Parent,1
26926,131944,13676,Sibling,1
26927,86212,22036,Child,0
26928,15703,93035,Child,1
26929,134632,25458,Other,0
26930,95663,43423,Spouse,1
26931,72688,94956,Sibling,1
26932,54237,120251,Sibling,0
26933,43603,139631,Parent,1
26934,114500,12338,Spouse,1
26935,34152,78129,Parent,1
26936,51738,78361,Sibling,1
26937,33240,98299,Sibling,1
26938,78641,125432,Parent,1
26939,3119,80153,Sibling,1
26940,45813,56102,Sibling,1
26941,131331,73735,Sibling,0
26942,111780,17869,Sibling,0
26943,75089,97839,Child,1
26944,96843,28235,Spouse,0
26945,104876,94116,Spouse,0
26946,28171,44195,Spouse,1
26947,78360,43099,Grandparent,1
26948,70316,54308,Spouse,1
26949,66069,19958,Spouse,1
26950,107840,28126,Spouse,1
26951,80108,92257,Child,1
26952,141558,111593,Sibling,1
26953,146285,118589,Parent,1
26954,109732,77795,Parent,1
26955,113674,29025,Spouse,1
26956,6570,85839,Child,0
26957,55724,9493,Spouse,1
26958,9339,6112,Sibling,1
26959,91313,58587,Spouse,1
26960,90034,76673,Child,0
26961,35028,126191,Parent,0
26962,33264,40988,Child,0
26963,135101,149969,Parent,1
26964,95176,35713,Sibling,0
26965,34857,120647,Spouse,1
26966,67747,144732,Child,1
26967,148195,53755,Child,1
26968,121785,83369,Parent,1
26969,134681,106264,Sibling,1
26970,107522,21493,Spouse,1
26971,61076,117593,Sibling,0
26972,124278,3224,Spouse,1
26973,71952,117813,Spouse,1
26974,21109,69012,Spouse,1
26975,124487,54706,Child,0
26976,48843,108058,Child,0
26977,32365,15982,Parent,1
26978,39916,24872,Sibling,1
26979,44413,62542,Spouse,1
26980,111608,6413,Child,1
26981,4481,98716,Sibling,1
26982,129233,95135,Parent,1
26983,3505,4726,Spouse,0
26984,104355,49231,Spouse,1
26985,74067,62611,Spouse,1
26986,99843,74677,Spouse,0
26987,68042,14460,Child,0
26988,79740,3443,Spouse,1
26989,68377,146984,Child,1
26990,123496,127846,Spouse,1
26991,75133,93086,Child,0
26992,75286,137733,Child,1
26993,86286,38735,Parent,1
26994,68914,103780,Child,0
26995,9102,105688,Sibling,1
26996,111077,71421,Parent,0
26997,141656,15551,Child,1
26998,99830,73908,Grandparent,0
26999,102450,122661,Child,1
27000,3910,14042,Parent,1
27001,85657,139232,Child,0
27002,20022,38282,Child,1
27003,74623,112477,Parent,0
27004,57670,105743,Child,0
27005,98450,51820,Child,1
27006,61145,133872,Spouse,1
27007,120256,39430,Sibling,0
27008,142711,98491,Parent,1
27009,106357,56150,Parent,1
27010,94633,130949,Sibling,1
27011,149749,37687,Spouse,0
27012,11673,109381,Child,0
27013,73951,91675,Sibling,1
27014,94377,65637,Child,1
27015,145042,100099,Parent,1
27016,27004,101267,Sibling,1
27017,28759,52868,Child,0
27018,4898,16341,Spouse,1
27019,58589,112859,Sibling,0
27020,116366,3401,Spouse,1
27021,108607,58121,Parent,1
27022,38392,109594,Spouse,1
27023,72187,65053,Sibling,1
27024,33958,114359,Child,0
27025,95622,77281,Child,1
27026,45861,115078,Child,1
27027,54088,84251,Other,1
27028,101096,43496,Spouse,1
27029,140572,47743,Spouse,1
27030,9010,109907,Child,1
27031,10395,85709,Sibling,0
27032,38778,136949,Sibling,1
27033,125165,49465,Other,1
27034,47019,11094,Spouse,1
27035,115788,86288,Spouse,1
27036,66033,37862,Parent,1
27037,147398,116000,Other,1
27038,87223,40122,Other,1
27039,35932,67590,Spouse,0
27040,80986,115323,Other,1
27041,45167,59728,Other,0
27042,36155,82762,Parent,1
27043,13714,114781,Sibling,0
27044,80008,55480,Other,1
27045,113520,56902,Parent,1
27046,4791,31638,Sibling,1
27047,139814,35176,Child,1
27048,103124,80835,Sibling,1
27049,101367,50061,Child,1
27050,93751,141156,Parent,1
27051,9423,90100,Grandchild,1
27052,59251,124451,Parent,1
27053,121644,1842,Spouse,0
27054,73499,113663,Parent,0
27055,84282,129839,Child,1
27056,98592,146779,Sibling,1
27057,97952,102877,Spouse,1
27058,45804,64825,Sibling,0
27059,133566,78942,Spouse,1
27060,149562,40218,Child,1
27061,26087,58257,Child,1
27062,5812,131427,Spouse,0
27063,5656,88822,Sibling,0
27064,86812,136469,Child,1
27065,118089,141020,Grandparent,1
27066,40677,10695,Child,0
27067,93385,1200,Spouse,0
27068,102035,4902,Grandchild,1
27069,56229,92416,Spouse,1
27070,78600,76910,Child,1
27071,74153,26826,Sibling,0
27072,51142,90932,Sibling,1
27073,33073,18404,Spouse,1
27074,79920,115535,Parent,1
27075,11164,134906,Child,1
27076,31417,42658,Spouse,1
27077,134185,14470,Spouse,1
27078,57462,32311,Sibling,0
27079,117478,115645,Sibling,0
27080,1667,88264,Child,1
27081,82048,108576,Spouse,0
27082,53057,95934,Spouse,1
27083,19365,45571,Sibling,1
27084,83822,65233,Grandchild,1
27085,137462,11412,Parent,1
27086,139180,50857,Child,1
27087,43934,62635,Child,1
27088,149045,61585,Parent,1
27089,122887,92911,Sibling,1
27090,148340,27905,Parent,1
27091,148324,38768,Child,0
27092,88040,96252,Other,0
27093,72990,83080,Spouse,1
27094,16064,99096,Spouse,0
27095,96285,86737,Sibling,1
27096,43985,122754,Spouse,1
27097,81725,92518,Spouse,1
27098,21509,13805,Sibling,0
27099,145547,50613,Parent,1
27100,85629,97955,Child,1
27101,108755,96496,Child,1
27102,82142,118495,Spouse,1
27103,104593,90519,Other,1
27104,23858,132808,Child,1
27105,30888,41965,Child,0
27106,28159,14314,Spouse,1
27107,93958,138460,Spouse,1
27108,132934,74760,Grandchild,1
27109,64709,49306,Parent,0
27110,116806,130484,Sibling,0
27111,32603,7968,Spouse,1
27112,22583,100698,Sibling,1
27113,43657,137446,Other,1
27114,68075,20612,Spouse,1
27115,136781,134627,Other,1
27116,148529,147571,Grandchild,1
27117,61587,83406,Spouse,1
27118,149911,130261,Sibling,1
27119,46640,34398,Other,1
27120,145108,141777,Spouse,1
27121,36675,7659,Parent,0
27122,90349,49127,Other,1
27123,48917,138484,Spouse,1
27124,28539,101991,Child,1
27125,59194,44082,Sibling,1
27126,89555,120020,Child,1
27127,93842,102708,Spouse,1
27128,99423,127937,Spouse,1
27129,145477,15005,Parent,1
27130,119145,77072,Child,0
27131,144903,120839,Spouse,1
27132,55100,45702,Sibling,1
27133,24516,55160,Child,1
27134,10694,75125,Spouse,0
27135,134701,67399,Child,1
27136,75672,50643,Sibling,1
27137,143005,130818,Sibling,1
27138,138626,105608,Other,0
27139,116722,45468,Spouse,0
27140,66867,77678,Child,0
27141,82204,142121,Parent,1
27142,133902,137903,Child,0
27143,64710,73969,Child,1
27144,90827,61688,Parent,1
27145,139505,104086,Parent,1
27146,68520,103978,Other,1
27147,1627,11338,Parent,0
27148,100606,37935,Spouse,1
27149,112911,65579,Child,1
27150,29890,12553,Other,1
27151,32448,124739,Sibling,1
27152,100189,36450,Child,0
27153,30537,37168,Child,0
27154,85325,71581,Sibling,1
27155,149720,58665,Spouse,0
27156,106713,42357,Spouse,1
27157,46177,51795,Parent,1
27158,123608,92687,Parent,1
27159,123521,67661,Sibling,1
27160,126805,99114,Spouse,1
27161,101673,20913,Grandparent,1
27162,62970,120306,Spouse,1
27163,72094,49071,Sibling,1
27164,27480,74964,Child,1
27165,7869,127532,Sibling,1
27166,43497,82231,Sibling,1
27167,98897,18881,Spouse,0
27168,19962,45444,Spouse,1
27169,50105,138556,Spouse,1
27170,42669,90079,Other,1
27171,82126,63942,Parent,1
27172,22012,90446,Child,1
27173,67466,135435,Parent,0
27174,74530,25709,Spouse,1
27175,90318,89169,Spouse,1
27176,112267,72430,Sibling,1
27177,95515,111556,Parent,1
27178,47382,2028,Other,0
27179,20137,68417,Sibling,1
27180,111103,70323,Sibling,1
27181,3736,35873,Parent,0
27182,80764,96459,Sibling,1
27183,98992,118502,Other,0
27184,136672,29617,Spouse,1
27185,127432,48379,Other,1
27186,77994,83206,Sibling,1
27187,144067,99125,Parent,0
27188,47491,108984,Child,1
27189,25427,85298,Parent,1
27190,141604,90438,Spouse,1
27191,117639,41492,Other,0
27192,142812,118931,Parent,1
27193,4774,44990,Parent,0
27194,4592,5724,Other,0
27195,85425,51012,Parent,1
27196,38495,66746,Other,0
27197,16544,96372,Sibling,1
27198,90693,137663,Sibling,0
27199,101563,80873,Sibling,1
27200,18549,85661,Other,0
27201,88220,23693,Spouse,1
27202,47664,14171,Parent,0
27203,75801,6247,Child,1
27204,27795,39328,Sibling,1
27205,43325,63350,Spouse,0
27206,19802,51244,Spouse,0
27207,15392,10823,Child,1
27208,92517,61335,Parent,1
27209,128701,112736,Sibling,1
27210,47755,40797,Other,0
27211,149732,135706,Spouse,1
27212,84467,143864,Spouse,1
27213,121321,80570,Parent,0
27214,57442,115014,Parent,0
27215,13038,125570,Sibling,1
27216,74458,52300,Parent,1
27217,128390,50803,Spouse,1
27218,49187,47933,Grandchild,1
27219,56473,9003,Sibling,1
27220,90979,68800,Parent,0
27221,29117,3008,Child,1
27222,91217,23558,Child,0
27223,106225,51753,Sibling,1
27224,75185,7342,Other,1
27225,149748,52904,Spouse,1
27226,30293,5814,Parent,1
27227,65781,106072,Child,1
27228,1208,40170,Spouse,1
27229,87905,31105,Spouse,0
27230,1024,5759,Other,1
27231,41657,66161,Spouse,1
27232,97875,83679,Sibling,1
27233,110268,77275,Spouse,1
27234,52696,3910,Other,1
27235,11560,25073,Sibling,1
27236,52998,109744,Spouse,0
27237,66507,137993,Spouse,1
27238,117556,40313,Sibling,1
27239,82696,28784,Spouse,0
27240,100748,89770,Grandparent,1
27241,129954,149908,Sibling,0
27242,108552,11076,Other,1
27243,110353,99305,Sibling,0
27244,12030,69686,Spouse,1
27245,46418,26159,Sibling,1
27246,64684,6294,Parent,1
27247,32104,141282,Spouse,1
27248,72959,25196,Spouse,0
27249,45101,31606,Parent,0
27250,22589,104542,Spouse,0
27251,52377,142825,Spouse,1
27252,12742,86514,Grandparent,1
27253,47165,42705,Child,0
27254,32293,104605,Spouse,1
27255,19408,68075,Child,1
27256,117828,44090,Parent,0
27257,96424,119576,Sibling,1
27258,95205,22354,Parent,1
27259,32148,141517,Child,0
27260,109617,78905,Spouse,1
27261,74085,109294,Spouse,0
27262,7719,19670,Sibling,1
27263,80783,25554,Spouse,0
27264,101931,13539,Spouse,1
27265,99461,110720,Other,1
27266,2832,80084,Other,1
27267,41125,82510,Parent,0
27268,30186,75529,Child,1
27269,140808,39364,Child,1
27270,64341,25376,Parent,1
27271,18696,45286,Spouse,1
27272,64353,46445,Parent,0
27273,71811,13225,Other,1
27274,15842,35268,Spouse,1
27275,122262,14797,Spouse,0
27276,121565,96794,Spouse,1
27277,81167,36537,Spouse,0
27278,75248,24327,Spouse,1
27279,23446,12553,Other,1
27280,110946,63305,Spouse,1
27281,71486,15983,Sibling,1
27282,88602,15302,Child,0
27283,49763,24486,Sibling,1
27284,69555,25204,Parent,1
27285,82142,8154,Spouse,1
27286,89,132240,Other,1
27287,75013,125189,Spouse,1
27288,59026,119920,Sibling,1
27289,113415,96315,Child,0
27290,139331,128289,Child,1
27291,16354,125856,Parent,1
27292,34432,76927,Parent,0
27293,103954,27141,Sibling,0
27294,116434,137492,Spouse,0
27295,82480,6517,Spouse,1
27296,111933,42316,Spouse,0
27297,73947,93431,Child,1
27298,140436,48374,Parent,0
27299,107001,45098,Spouse,0
27300,34861,97620,Sibling,1
27301,82530,114713,Spouse,1
27302,44675,66239,Sibling,0
27303,139612,112880,Spouse,0
27304,99035,25955,Child,1
27305,147432,115205,Spouse,1
27306,26569,39834,Other,1
27307,17671,85296,Other,0
27308,83773,3347,Sibling,1
27309,144570,128064,Child,1
27310,14008,24607,Sibling,1
27311,59306,121166,Spouse,1
27312,101767,12842,Spouse,1
27313,26779,110763,Grandparent,0
27314,119119,34107,Child,1
27315,27496,19236,Sibling,0
27316,56748,50385,Parent,1
27317,10141,133767,Parent,1
27318,7310,47093,Child,1
27319,52897,7000,Other,1
27320,109705,3965,Sibling,1
27321,111782,20913,Parent,1
27322,28748,26107,Parent,0
