link_id,network_id,traveler_id,role,confidence_level,identified_date,is_active
2578,DRG-0442,99547,Recruiter,Medium,2025-11-05,1
2579,DRG-0442,94489,Document Forger,High,2025-11-03,1
2580,DRG-0442,10237,Recruiter,Medium,2025-11-15,1
2581,MIX-0443,145523,Organizer,Medium,2025-09-17,1
2582,MIX-0443,52479,Organizer,Low,2025-09-15,1
2583,MIX-0443,84896,Organizer,Confirmed,2025-10-15,1
2584,DRG-0444,129980,Organizer,Medium,2025-04-30,1
2585,DRG-0444,51457,Transporter,Medium,2025-05-18,1
2586,DRG-0444,105427,Financier,Confirmed,2025-04-24,1
2587,DRG-0444,113171,Transporter,Confirmed,2025-05-12,1
2588,DRG-0444,41853,Organizer,Medium,2025-05-12,1
2589,DRG-0444,101597,Transporter,High,2025-05-02,1
2590,DOC-0445,77559,Organizer,Medium,2025-06-26,1
2591,DOC-0445,127042,Organizer,Low,2025-07-02,1
2592,DOC-0445,78986,Financier,High,2025-06-15,1
2593,DOC-0445,34054,Coordinator,Low,2025-06-06,1
2594,DOC-0445,116510,Transporter,High,2025-06-06,1
2595,DOC-0445,27894,Document Forger,Low,2025-07-02,1
2596,DOC-0445,36722,Lookout,Medium,2025-06-13,1
2597,DOC-0445,99463,Transporter,Low,2025-06-14,1
2598,DOC-0445,92350,Recruiter,Medium,2025-06-10,1
2599,DOC-0445,96615,Transporter,Low,2025-06-05,1
2600,DOC-0445,12833,Lookout,Medium,2025-06-19,1
2601,DOC-0445,93428,Document Forger,Medium,2025-06-21,1
2602,DRG-0446,55457,Organizer,Medium,2025-09-18,1
2603,DRG-0446,149866,Lookout,Confirmed,2025-09-11,1
2604,DRG-0446,112362,Transporter,High,2025-09-21,1
2605,DRG-0446,23152,Lookout,High,2025-08-29,1
2606,DRG-0446,35297,Organizer,High,2025-09-08,1
2607,DRG-0446,117829,Recruiter,Low,2025-09-12,1
2608,DRG-0446,114897,Transporter,High,2025-09-22,1
2609,DRG-0446,47170,Lookout,High,2025-09-23,1
2610,DRG-0446,97889,Recruiter,Medium,2025-09-19,1
2611,DRG-0446,116070,Financier,High,2025-09-08,1
2612,TRF-0447,32922,Organizer,High,2025-03-04,1
2613,TRF-0447,67261,Coordinator,Confirmed,2025-03-07,1
2614,TRF-0447,53034,Document Forger,High,2025-02-26,1
2615,TRF-0447,54175,Financier,Confirmed,2025-03-09,1
2616,DRG-0448,10222,Organizer,Medium,2025-03-28,1
2617,DRG-0448,95292,Coordinator,Confirmed,2025-03-29,1
2618,DRG-0448,131904,Transporter,Confirmed,2025-03-22,1
2619,DRG-0448,119751,Transporter,Confirmed,2025-03-18,1
2620,DRG-0448,123832,Transporter,High,2025-03-22,1
2621,DRG-0448,144333,Document Forger,High,2025-04-06,1
2622,MIX-0449,69016,Organizer,Medium,2025-04-15,1
2623,MIX-0449,79851,Coordinator,Medium,2025-04-05,1
2624,MIX-0449,42134,Coordinator,Confirmed,2025-04-12,1
2625,MIX-0449,36191,Lookout,High,2025-03-28,1
2626,MIX-0449,87246,Financier,High,2025-04-05,1
2627,MIX-0449,77659,Recruiter,High,2025-04-03,1
2628,MIX-0449,96846,Transporter,High,2025-03-25,1
2629,TRF-0450,66130,Organizer,Confirmed,2025-07-17,0
2630,TRF-0450,91034,Recruiter,High,2025-07-15,0
2631,TRF-0450,134803,Transporter,Low,2025-07-16,0
2632,TRF-0450,25430,Transporter,Medium,2025-06-30,0
2633,TRF-0450,134910,Organizer,Medium,2025-06-20,0
2634,TRF-0450,57895,Document Forger,High,2025-07-14,0
2635,TRF-0450,80589,Transporter,Low,2025-06-22,0
2636,TRF-0450,48820,Transporter,Low,2025-06-20,0
2637,SMG-0451,127667,Organizer,Low,2025-08-14,1
2638,SMG-0451,53936,Document Forger,Confirmed,2025-08-06,1
2639,SMG-0451,104027,Lookout,High,2025-08-17,1
2640,SMG-0451,61481,Transporter,High,2025-08-04,1
2641,SMG-0451,20247,Coordinator,High,2025-08-15,1
2642,SMG-0451,124802,Organizer,Medium,2025-08-28,1
2643,SMG-0451,12256,Unknown,High,2025-08-05,1
2644,DRG-0452,26369,Organizer,Medium,2025-09-18,1
2645,DRG-0452,140768,Document Forger,Confirmed,2025-10-07,1
2646,DRG-0452,33841,Transporter,High,2025-09-14,1
2647,DRG-0452,124711,Unknown,Medium,2025-09-30,1
2648,DRG-0452,122332,Financier,High,2025-09-25,1
2649,DRG-0452,56280,Transporter,Medium,2025-09-12,1
2650,DRG-0452,129857,Transporter,High,2025-09-17,1
2651,DRG-0452,48936,Recruiter,Low,2025-09-30,1
2652,DRG-0452,79070,Recruiter,High,2025-09-26,1
2653,DRG-0452,29986,Unknown,Medium,2025-09-12,1
2654,TRF-0453,140463,Organizer,Medium,2025-12-17,1
2655,TRF-0453,76361,Lookout,Medium,2025-11-23,1
2656,TRF-0453,6002,Transporter,Medium,2025-12-21,1
2657,TRF-0453,116700,Recruiter,Medium,2025-12-11,1
2658,TRF-0453,30705,Recruiter,Medium,2025-12-02,1
2659,TRF-0453,58125,Financier,High,2025-12-01,1
2660,TRF-0453,54313,Recruiter,High,2025-11-29,1
2661,TRF-0453,9866,Lookout,High,2025-12-13,1
2662,TRF-0453,2454,Transporter,Medium,2025-11-29,1
2663,TRF-0453,128001,Transporter,Confirmed,2025-12-09,1
2664,TRF-0453,123029,Transporter,High,2025-11-24,1
2665,TRF-0453,81651,Lookout,Confirmed,2025-12-13,1
2666,SMG-0454,8132,Organizer,Low,2025-06-01,1
2667,SMG-0454,115378,Recruiter,High,2025-05-27,1
2668,SMG-0454,64262,Lookout,Low,2025-06-03,1
2669,SMG-0454,79611,Coordinator,Medium,2025-05-19,1
2670,SMG-0454,148022,Lookout,Confirmed,2025-05-20,1
2671,SMG-0454,114194,Transporter,Medium,2025-05-29,1
2672,SMG-0454,99516,Transporter,High,2025-06-11,1
2673,SMG-0454,104171,Transporter,Confirmed,2025-06-14,1
2674,TRF-0455,33470,Organizer,Medium,2025-01-20,1
2675,TRF-0455,137499,Recruiter,Medium,2025-01-16,1
2676,TRF-0455,124606,Coordinator,Medium,2025-01-18,1
2677,TRF-0455,9566,Unknown,Medium,2025-01-30,1
2678,TRF-0455,54612,Coordinator,High,2025-02-11,1
2679,SMG-0456,83954,Organizer,Confirmed,2025-05-16,0
2680,SMG-0456,102013,Organizer,Medium,2025-04-22,0
2681,SMG-0456,13993,Unknown,Confirmed,2025-04-23,0
2682,SMG-0456,103232,Transporter,High,2025-05-18,0
2683,SMG-0456,19240,Transporter,High,2025-05-11,0
2684,SMG-0456,139256,Organizer,Low,2025-05-05,0
2685,SMG-0457,74598,Organizer,Confirmed,2025-05-13,0
2686,SMG-0457,128736,Recruiter,High,2025-06-04,0
2687,SMG-0457,5127,Unknown,Low,2025-06-02,0
2688,SMG-0457,13262,Document Forger,Low,2025-05-12,0
2689,SMG-0457,36610,Organizer,High,2025-05-29,0
2690,SMG-0457,32146,Lookout,Medium,2025-05-30,0
2691,SMG-0457,105456,Coordinator,High,2025-05-11,0
2692,SMG-0457,61455,Transporter,High,2025-05-09,0
2693,SMG-0457,34041,Recruiter,High,2025-05-19,0
2694,SMG-0457,65959,Unknown,High,2025-05-15,0
2695,SMG-0457,133866,Unknown,Medium,2025-05-18,0
2696,SMG-0457,96638,Lookout,Medium,2025-06-07,0
2697,SMG-0458,7105,Organizer,Confirmed,2025-06-29,0
2698,SMG-0458,43097,Document Forger,High,2025-07-12,0
2699,SMG-0458,142823,Recruiter,High,2025-06-27,0
2700,SMG-0458,86773,Document Forger,Medium,2025-06-27,0
2701,SMG-0458,6613,Transporter,Medium,2025-06-23,0
2702,DOC-0459,91173,Organizer,High,2025-12-08,1
2703,DOC-0459,145700,Lookout,Medium,2025-12-22,1
2704,DOC-0459,46758,Recruiter,Confirmed,2025-12-13,1
2705,DOC-0459,148620,Recruiter,Medium,2025-12-14,1
2706,DOC-0459,29153,Recruiter,Medium,2025-12-14,1
2707,DOC-0459,147746,Transporter,High,2025-12-21,1
2708,SMG-0460,36965,Organizer,High,2025-06-05,1
2709,SMG-0460,104114,Transporter,High,2025-07-02,1
2710,SMG-0460,12488,Document Forger,High,2025-07-02,1
2711,SMG-0460,45853,Lookout,High,2025-06-13,1
2712,SMG-0461,69421,Organizer,Medium,2025-06-01,1
2713,SMG-0461,28765,Transporter,High,2025-06-01,1
2714,SMG-0461,120808,Coordinator,Low,2025-05-18,1
2715,SMG-0461,61543,Coordinator,High,2025-06-07,1
2716,SMG-0461,51121,Transporter,High,2025-05-23,1
2717,SMG-0461,76513,Organizer,Low,2025-06-07,1
2718,SMG-0461,137320,Transporter,Medium,2025-06-06,1
2719,TRF-0462,54234,Organizer,Low,2025-04-25,1
2720,TRF-0462,147759,Lookout,High,2025-04-21,1
2721,TRF-0462,14861,Organizer,Low,2025-04-23,1
2722,TRF-0462,33248,Lookout,High,2025-04-19,1
2723,TRF-0463,149447,Organizer,High,2025-08-31,1
2724,TRF-0463,120352,Recruiter,Confirmed,2025-09-13,1
2725,TRF-0463,75573,Coordinator,High,2025-09-17,1
2726,TRF-0463,6060,Unknown,High,2025-09-18,1
2727,TRF-0463,5935,Organizer,High,2025-09-20,1
2728,TRF-0464,74631,Organizer,Confirmed,2025-12-28,1
2729,TRF-0464,136540,Unknown,High,2025-12-28,1
2730,TRF-0464,115259,Transporter,Low,2025-12-30,1
2731,TRF-0464,12590,Lookout,Medium,2025-12-28,1
2732,TRF-0464,131238,Transporter,Medium,2025-12-28,1
2733,TRF-0464,99770,Recruiter,Medium,2025-12-24,1
2734,TRF-0464,143524,Document Forger,High,2025-12-26,1
2735,TRF-0464,15175,Lookout,Medium,2025-12-26,1
2736,TRF-0464,139336,Unknown,High,2025-12-28,1
2737,TRF-0464,90627,Transporter,Medium,2025-12-28,1
2738,MIX-0465,9462,Organizer,High,2025-04-13,0
2739,MIX-0465,87237,Recruiter,Confirmed,2025-04-01,0
2740,MIX-0465,99019,Document Forger,High,2025-03-20,0
2741,MIX-0465,98485,Transporter,Medium,2025-04-05,0
2742,MIX-0465,51783,Lookout,Medium,2025-04-04,0
2743,DOC-0466,77603,Organizer,Confirmed,2025-05-12,1
2744,DOC-0466,92757,Document Forger,Confirmed,2025-05-01,1
2745,DOC-0466,112559,Unknown,Medium,2025-05-03,1
2746,DOC-0466,122860,Recruiter,High,2025-05-04,1
2747,MIX-0467,4609,Organizer,High,2025-11-09,1
2748,MIX-0467,130538,Transporter,Confirmed,2025-10-25,1
2749,MIX-0467,127897,Organizer,Medium,2025-11-13,1
2750,MIX-0467,37887,Recruiter,High,2025-10-27,1
2751,MIX-0467,128602,Document Forger,High,2025-10-19,1
2752,MIX-0467,44396,Recruiter,Medium,2025-11-08,1
2753,MIX-0467,122330,Document Forger,Medium,2025-11-14,1
2754,MIX-0467,4108,Transporter,Medium,2025-10-18,1
2755,MIX-0467,70144,Unknown,Low,2025-10-26,1
2756,MIX-0467,140659,Financier,Medium,2025-11-08,1
2757,MIX-0467,1958,Recruiter,Low,2025-10-30,1
2758,MIX-0467,60938,Transporter,Medium,2025-10-30,1
2759,DOC-0468,87012,Organizer,High,2025-09-15,1
2760,DOC-0468,29383,Recruiter,High,2025-09-10,1
2761,DOC-0468,141205,Document Forger,Medium,2025-09-22,1
2762,DOC-0468,145954,Financier,High,2025-09-05,1
2763,DOC-0468,63582,Lookout,High,2025-09-14,1
2764,DOC-0468,147493,Recruiter,Medium,2025-08-30,1
2765,DOC-0468,93964,Lookout,Medium,2025-09-01,1
2766,DOC-0468,79695,Recruiter,Medium,2025-08-27,1
2767,SMG-0469,67888,Organizer,High,2025-06-03,1
2768,SMG-0469,120133,Lookout,High,2025-06-05,1
2769,SMG-0469,137481,Document Forger,High,2025-06-04,1
2770,SMG-0470,67444,Organizer,High,2025-11-17,1
2771,SMG-0470,121292,Transporter,High,2025-12-03,1
2772,SMG-0470,103145,Organizer,Medium,2025-11-17,1
2773,SMG-0470,94346,Organizer,Low,2025-12-03,1
2774,DOC-0471,15065,Organizer,Confirmed,2025-01-08,1
2775,DOC-0471,107792,Financier,High,2025-01-12,1
2776,DOC-0471,64419,Unknown,High,2025-01-26,1
2777,DOC-0471,71284,Financier,Low,2025-01-09,1
2778,DOC-0471,36642,Organizer,Medium,2025-01-01,1
2779,DRG-0472,144940,Organizer,Medium,2025-07-19,1
2780,DRG-0472,57895,Organizer,Medium,2025-07-15,1
2781,DRG-0472,106038,Recruiter,Medium,2025-07-10,1
2782,DRG-0472,135297,Organizer,Confirmed,2025-07-23,1
2783,DRG-0472,35286,Document Forger,High,2025-07-21,1
2784,DRG-0472,73542,Transporter,Low,2025-07-19,1
2785,DRG-0472,41483,Financier,High,2025-07-13,1
2786,DRG-0472,91538,Lookout,Medium,2025-08-01,1
2787,DOC-0473,24434,Organizer,Low,2025-08-18,1
2788,DOC-0473,127613,Lookout,Medium,2025-08-24,1
2789,DOC-0473,2573,Lookout,High,2025-08-03,1
2790,DOC-0473,103206,Transporter,Medium,2025-08-16,1
2791,DOC-0473,7844,Transporter,High,2025-08-24,1
2792,DOC-0473,97350,Coordinator,Low,2025-08-07,1
2793,DOC-0474,88191,Organizer,Low,2025-03-19,0
2794,DOC-0474,111119,Recruiter,High,2025-03-15,0
2795,DOC-0474,120730,Unknown,Low,2025-03-10,0
2796,DOC-0474,62213,Transporter,Medium,2025-03-11,0
2797,DOC-0474,52696,Recruiter,Low,2025-03-25,0
2798,DOC-0474,28715,Recruiter,Confirmed,2025-04-03,0
2799,DOC-0474,119730,Coordinator,High,2025-04-03,0
2800,DOC-0474,49023,Transporter,Medium,2025-03-19,0
2801,DOC-0474,82719,Lookout,Medium,2025-03-16,0
2802,DOC-0474,39405,Transporter,Medium,2025-04-05,0
2803,DOC-0474,112533,Lookout,Medium,2025-03-31,0
2804,DOC-0474,7985,Unknown,Medium,2025-03-14,0
2805,TRF-0475,81058,Organizer,Medium,2025-12-09,1
2806,TRF-0475,129867,Transporter,Confirmed,2025-12-16,1
2807,TRF-0475,121725,Recruiter,Medium,2025-12-27,1
2808,MIX-0476,135815,Organizer,Confirmed,2025-10-30,0
2809,MIX-0476,42097,Recruiter,Medium,2025-11-08,0
2810,MIX-0476,42158,Recruiter,Medium,2025-11-07,0
2811,MIX-0476,53160,Financier,Confirmed,2025-11-08,0
2812,TRF-0477,79332,Organizer,Medium,2025-08-12,1
2813,TRF-0477,46322,Financier,Confirmed,2025-08-04,1
2814,TRF-0477,84977,Coordinator,Medium,2025-08-17,1
2815,SMG-0478,97023,Organizer,High,2025-07-26,0
2816,SMG-0478,29861,Organizer,Confirmed,2025-07-25,0
2817,SMG-0478,109494,Coordinator,Medium,2025-07-27,0
2818,SMG-0478,30588,Transporter,Medium,2025-07-20,0
2819,SMG-0478,116718,Coordinator,Low,2025-07-22,0
2820,SMG-0478,83672,Lookout,High,2025-07-30,0
2821,SMG-0479,101063,Organizer,High,2025-05-10,1
2822,SMG-0479,20290,Transporter,Medium,2025-06-09,1
2823,SMG-0479,86381,Transporter,High,2025-05-19,1
2824,DRG-0480,83760,Organizer,Medium,2025-10-06,1
2825,DRG-0480,136182,Lookout,Medium,2025-10-08,1
2826,DRG-0480,146679,Financier,Confirmed,2025-09-27,1
2827,DRG-0480,78973,Transporter,High,2025-10-06,1
2828,DRG-0480,46281,Unknown,High,2025-10-10,1
2829,DRG-0480,33842,Lookout,Medium,2025-10-07,1
2830,DRG-0480,108210,Recruiter,High,2025-10-22,1
2831,DRG-0480,59882,Recruiter,Low,2025-09-28,1
2832,DRG-0480,116686,Organizer,High,2025-10-01,1
2833,DRG-0480,30491,Coordinator,High,2025-09-29,1
2834,DRG-0481,110293,Organizer,High,2025-12-28,1
2835,DRG-0481,42664,Unknown,Low,2025-12-28,1
2836,DRG-0481,128970,Recruiter,Medium,2025-12-28,1
2837,DRG-0481,101856,Financier,Medium,2025-12-28,1
2838,DRG-0481,93018,Lookout,Confirmed,2025-12-28,1
2839,DRG-0481,140277,Transporter,Medium,2025-12-28,1
2840,DRG-0482,22443,Organizer,Medium,2025-12-02,1
2841,DRG-0482,113313,Organizer,High,2025-12-01,1
2842,DRG-0482,42416,Recruiter,High,2025-11-19,1
2843,DRG-0482,109420,Financier,Confirmed,2025-11-15,1
2844,DRG-0482,40703,Coordinator,Confirmed,2025-12-10,1
2845,DRG-0482,53270,Transporter,Confirmed,2025-11-16,1
2846,DRG-0482,102825,Unknown,Medium,2025-12-08,1
2847,DOC-0483,55800,Organizer,Medium,2025-05-04,1
2848,DOC-0483,78144,Organizer,High,2025-04-15,1
2849,DOC-0483,97895,Recruiter,High,2025-04-16,1
2850,DOC-0483,21536,Recruiter,Confirmed,2025-04-22,1
2851,DOC-0483,105705,Recruiter,Medium,2025-05-11,1
2852,DOC-0484,26191,Organizer,Medium,2025-12-14,1
2853,DOC-0484,70686,Recruiter,High,2025-12-15,1
2854,DOC-0484,126831,Transporter,High,2025-11-23,1
2855,DOC-0484,9814,Coordinator,Confirmed,2025-11-23,1
2856,DOC-0484,57303,Recruiter,Medium,2025-11-17,1
2857,DOC-0484,98106,Organizer,Medium,2025-12-15,1
2858,DOC-0484,51339,Recruiter,High,2025-12-04,1
2859,DOC-0484,14703,Organizer,Confirmed,2025-12-06,1
2860,DOC-0484,9101,Transporter,Medium,2025-11-29,1
2861,DOC-0484,75650,Recruiter,Medium,2025-12-07,1
2862,DOC-0484,112891,Lookout,Confirmed,2025-12-02,1
2863,DOC-0484,11888,Transporter,Medium,2025-11-22,1
2864,DRG-0485,71784,Organizer,Confirmed,2025-03-28,1
2865,DRG-0485,62761,Coordinator,High,2025-04-04,1
2866,DRG-0485,45940,Recruiter,Medium,2025-04-19,1
2867,DRG-0485,9794,Transporter,Medium,2025-03-29,1
2868,DRG-0485,35783,Financier,Confirmed,2025-04-09,1
2869,DRG-0485,37842,Recruiter,Low,2025-04-13,1
2870,DRG-0485,112032,Transporter,Medium,2025-04-23,1
2871,DRG-0486,105120,Organizer,High,2025-05-26,1
2872,DRG-0486,60060,Transporter,Confirmed,2025-05-25,1
2873,DRG-0486,76331,Transporter,High,2025-05-25,1
2874,DRG-0486,2096,Transporter,Medium,2025-05-16,1
2875,DRG-0486,65899,Lookout,Medium,2025-05-19,1
2876,DRG-0486,52235,Coordinator,Medium,2025-04-30,1
2877,DRG-0486,76403,Recruiter,Confirmed,2025-04-27,1
2878,DRG-0486,71656,Transporter,High,2025-05-05,1
2879,DRG-0487,26169,Organizer,Medium,2025-11-28,0
2880,DRG-0487,60006,Unknown,High,2025-11-21,0
2881,DRG-0487,88467,Transporter,Confirmed,2025-11-22,0
2882,DRG-0487,109113,Coordinator,Medium,2025-11-14,0
2883,DRG-0487,85552,Financier,Confirmed,2025-12-02,0
2884,SMG-0488,50201,Organizer,Low,2025-10-05,0
2885,SMG-0488,139926,Recruiter,High,2025-10-12,0
2886,SMG-0488,28830,Recruiter,High,2025-11-04,0
2887,SMG-0488,14402,Document Forger,Medium,2025-10-18,0
2888,SMG-0488,24969,Recruiter,Confirmed,2025-10-22,0
2889,SMG-0488,4445,Unknown,Medium,2025-11-02,0
2890,SMG-0488,64715,Recruiter,Confirmed,2025-11-03,0
2891,SMG-0488,142288,Recruiter,High,2025-10-17,0
2892,DRG-0489,13844,Organizer,Medium,2025-12-28,0
2893,DRG-0489,108317,Transporter,High,2025-12-20,0
2894,DRG-0489,119962,Recruiter,High,2025-12-28,0
2895,DRG-0489,50051,Lookout,Medium,2025-12-28,0
2896,DRG-0490,80224,Organizer,Confirmed,2025-12-23,1
2897,DRG-0490,110553,Recruiter,Low,2025-12-20,1
2898,DRG-0490,33453,Organizer,Medium,2025-11-24,1
2899,DRG-0490,117723,Organizer,High,2025-11-26,1
2900,DRG-0490,49675,Lookout,Low,2025-12-03,1
2901,DRG-0490,79812,Transporter,Low,2025-12-10,1
2902,MIX-0491,62009,Organizer,Medium,2025-09-25,1
2903,MIX-0491,98049,Document Forger,Medium,2025-10-15,1
2904,MIX-0491,116825,Recruiter,Medium,2025-10-12,1
2905,MIX-0491,92610,Coordinator,Medium,2025-10-15,1
2906,TRF-0492,22714,Organizer,Confirmed,2025-12-28,1
2907,TRF-0492,54613,Organizer,High,2025-12-25,1
2908,TRF-0492,103695,Financier,High,2025-12-28,1
2909,TRF-0492,101244,Transporter,Medium,2025-12-27,1
2910,TRF-0492,91596,Transporter,Low,2025-12-28,1
2911,TRF-0492,110806,Lookout,Medium,2025-12-28,1
2912,TRF-0492,31503,Lookout,High,2025-12-28,1
2913,SMG-0493,47982,Organizer,High,2025-01-14,1
2914,SMG-0493,119472,Organizer,High,2025-02-06,1
2915,SMG-0493,107294,Unknown,Low,2025-02-09,1
2916,SMG-0493,143113,Financier,Medium,2025-02-10,1
2917,SMG-0493,58403,Document Forger,High,2025-02-07,1
2918,SMG-0493,16692,Recruiter,Medium,2025-01-11,1
2919,TRF-0494,78720,Organizer,Medium,2025-02-14,1
2920,TRF-0494,137133,Recruiter,Medium,2025-02-12,1
2921,TRF-0494,129850,Coordinator,Medium,2025-01-30,1
2922,TRF-0494,46879,Recruiter,Confirmed,2025-02-10,1
2923,DOC-0495,85220,Organizer,Medium,2025-07-07,1
2924,DOC-0495,39580,Financier,Medium,2025-07-08,1
2925,DOC-0495,57816,Recruiter,High,2025-07-30,1
2926,DOC-0495,5328,Organizer,Low,2025-07-24,1
2927,DOC-0495,113287,Transporter,Confirmed,2025-07-15,1
2928,DOC-0495,105599,Financier,Low,2025-07-14,1
2929,DOC-0495,77432,Transporter,High,2025-07-15,1
2930,DOC-0495,27265,Coordinator,High,2025-08-03,1
2931,MIX-0496,16616,Organizer,Low,2025-08-26,0
2932,MIX-0496,75665,Unknown,Confirmed,2025-09-11,0
2933,MIX-0496,27354,Transporter,Low,2025-09-05,0
2934,MIX-0496,86633,Recruiter,Medium,2025-08-27,0
2935,MIX-0496,55151,Financier,Low,2025-09-11,0
2936,MIX-0496,94866,Document Forger,Medium,2025-09-18,0
2937,MIX-0496,24830,Recruiter,Confirmed,2025-09-10,0
2938,MIX-0496,33418,Financier,Medium,2025-08-31,0
2939,SMG-0497,81130,Organizer,Confirmed,2025-12-28,1
2940,SMG-0497,39442,Organizer,Medium,2025-12-24,1
2941,SMG-0497,83353,Transporter,High,2025-12-28,1
2942,SMG-0497,136783,Document Forger,Medium,2025-12-12,1
2943,SMG-0497,129840,Organizer,Medium,2025-12-28,1
2944,SMG-0497,143546,Unknown,Confirmed,2025-12-11,1
2945,SMG-0497,25531,Transporter,Medium,2025-12-15,1
2946,SMG-0497,76421,Unknown,Medium,2025-12-14,1
2947,SMG-0497,61928,Coordinator,Medium,2025-12-16,1
2948,SMG-0497,130225,Unknown,High,2025-12-13,1
2949,DOC-0498,31411,Organizer,Medium,2025-03-26,0
2950,DOC-0498,76999,Lookout,Low,2025-03-07,0
2951,DOC-0498,69351,Lookout,Confirmed,2025-03-25,0
2952,DOC-0498,25823,Organizer,High,2025-03-23,0
2953,SMG-0499,149975,Organizer,Low,2025-09-18,1
2954,SMG-0499,138062,Document Forger,Confirmed,2025-09-23,1
2955,SMG-0499,129666,Financier,Medium,2025-09-05,1
2956,SMG-0499,52187,Lookout,High,2025-09-22,1
2957,SMG-0499,89359,Coordinator,High,2025-09-13,1
2958,SMG-0499,6120,Unknown,Confirmed,2025-09-24,1
2959,SMG-0499,93291,Recruiter,High,2025-09-15,1
2960,SMG-0499,26120,Financier,High,2025-09-08,1
2961,DOC-0500,1497,Organizer,Confirmed,2025-10-28,0
2962,DOC-0500,132045,Transporter,Confirmed,2025-11-15,0
2963,DOC-0500,92948,Transporter,Medium,2025-11-05,0
2964,DOC-0500,95002,Transporter,Low,2025-11-13,0
2965,DOC-0500,96252,Transporter,Confirmed,2025-10-18,0
2966,MIX-0501,55995,Organizer,High,2025-03-16,1
2967,MIX-0501,104898,Transporter,High,2025-03-09,1
2968,MIX-0501,118793,Recruiter,Confirmed,2025-03-16,1
2969,SMG-0502,75034,Organizer,High,2025-03-15,0
2970,SMG-0502,38642,Transporter,Low,2025-03-15,0
2971,SMG-0502,71728,Transporter,High,2025-03-03,0
2972,SMG-0502,9923,Transporter,Confirmed,2025-03-09,0
2973,SMG-0502,115527,Recruiter,High,2025-02-24,0
2974,SMG-0502,129272,Lookout,Confirmed,2025-03-15,0
2975,SMG-0502,10875,Transporter,Confirmed,2025-03-16,0
2976,SMG-0502,132651,Document Forger,Medium,2025-03-25,0
2977,DRG-0503,13174,Organizer,Low,2025-11-30,1
2978,DRG-0503,116215,Transporter,Medium,2025-11-18,1
2979,DRG-0503,9238,Financier,Confirmed,2025-11-27,1
2980,DRG-0503,43337,Coordinator,Medium,2025-11-30,1
2981,DRG-0503,50765,Transporter,Medium,2025-11-11,1
2982,DRG-0503,91303,Transporter,Medium,2025-11-13,1
2983,MIX-0504,16356,Organizer,High,2025-11-28,0
2984,MIX-0504,57115,Document Forger,Confirmed,2025-12-09,0
2985,MIX-0504,67945,Transporter,Medium,2025-12-09,0
2986,MIX-0504,24798,Transporter,High,2025-12-01,0
2987,MIX-0504,112331,Lookout,High,2025-12-11,0
2988,MIX-0504,33829,Lookout,Medium,2025-12-16,0
2989,SMG-0505,28465,Organizer,Confirmed,2025-12-15,1
2990,SMG-0505,127440,Financier,Low,2025-12-26,1
2991,SMG-0505,69904,Recruiter,Low,2025-12-17,1
2992,SMG-0505,59400,Coordinator,High,2025-12-29,1
2993,SMG-0506,55675,Organizer,High,2025-03-16,1
2994,SMG-0506,8027,Recruiter,Confirmed,2025-03-16,1
2995,SMG-0506,122397,Lookout,Medium,2025-03-20,1
2996,SMG-0506,3734,Unknown,Confirmed,2025-03-31,1
2997,DRG-0507,65197,Organizer,High,2025-12-27,1
2998,DRG-0507,68559,Recruiter,Medium,2025-12-27,1
2999,DRG-0507,13675,Financier,Low,2025-12-29,1
3000,DRG-0508,88897,Organizer,High,2025-11-07,0
3001,DRG-0508,25740,Coordinator,Medium,2025-11-11,0
3002,DRG-0508,148512,Lookout,Low,2025-11-02,0
3003,DRG-0509,76595,Organizer,High,2025-03-18,1
3004,DRG-0509,148545,Coordinator,Confirmed,2025-03-23,1
3005,DRG-0509,59525,Document Forger,Medium,2025-04-04,1
3006,DRG-0510,10362,Organizer,Medium,2025-11-20,1
3007,DRG-0510,101457,Lookout,Confirmed,2025-11-01,1
3008,DRG-0510,85652,Recruiter,Medium,2025-11-02,1
3009,DRG-0510,80647,Lookout,Medium,2025-10-27,1
3010,DRG-0511,34824,Organizer,Low,2025-05-31,1
3011,DRG-0511,120167,Lookout,Confirmed,2025-06-12,1
3012,DRG-0511,21563,Lookout,Medium,2025-06-10,1
3013,TRF-0512,11135,Organizer,High,2025-09-21,1
3014,TRF-0512,138372,Lookout,High,2025-09-01,1
3015,TRF-0512,15270,Recruiter,Confirmed,2025-08-25,1
3016,TRF-0512,3951,Financier,High,2025-09-04,1
3017,TRF-0512,88164,Transporter,Low,2025-09-10,1
3018,DRG-0513,144710,Organizer,Confirmed,2025-11-21,0
3019,DRG-0513,124583,Coordinator,Medium,2025-12-15,0
3020,DRG-0513,13277,Unknown,Medium,2025-11-30,0
3021,DRG-0513,122666,Coordinator,Medium,2025-12-06,0
3022,DRG-0513,24992,Recruiter,Confirmed,2025-11-18,0
3023,DRG-0513,89129,Lookout,High,2025-12-11,0
3024,SMG-0514,143807,Organizer,Low,2025-10-24,1
3025,SMG-0514,106854,Organizer,High,2025-10-22,1
3026,SMG-0514,21610,Transporter,Medium,2025-10-29,1
3027,SMG-0514,28260,Document Forger,Medium,2025-10-20,1
3028,SMG-0514,6751,Transporter,High,2025-10-22,1
3029,SMG-0514,50630,Recruiter,Confirmed,2025-10-14,1
3030,SMG-0514,14764,Lookout,Medium,2025-10-25,1
