case_id,case_type,victim_traveler_id,suspect_traveler_id,origin_country_id,transit_country_id,destination_country_id,reported_date,status,victim_age_at_time,victim_gender
2337,Child,50670,58937,18,4,1,2025-04-21,Under Investigation,15,M
2338,Labor,115667,55433,1,,9,2025-03-20,Convicted,39,F
2339,Child,140450,6194,3,,4,2025-12-10,Convicted,13,M
2340,Sexual,105769,,6,1,10,2025-06-17,Open,31,F
2341,Domestic Servitude,50045,,6,,10,2025-02-13,Convicted,43,F
2342,Domestic Servitude,30205,,6,,10,2025-06-26,Closed,27,F
2343,Forced Marriage,133918,100635,3,10,10,2025-10-23,Under Investigation,22,F
2344,Labor,146314,44735,3,,33,2025-04-04,Convicted,48,M
2345,Organ,82292,,1,,1,2025-01-16,Under Investigation,38,M
2346,Child,47275,,18,1,9,2025-07-06,Prosecuted,9,F
2347,Labor,111095,7414,2,4,32,2025-03-04,Convicted,23,M
2348,Organ,124524,,6,,1,2025-07-07,Acquitted,39,F
2349,Sexual,72661,,21,,13,2025-04-06,Prosecuted,19,F
2350,Domestic Servitude,18602,67412,26,1,10,2025-07-21,Acquitted,31,F
2351,Other,2938,76026,18,1,10,2025-05-12,Open,42,F
2352,Labor,72812,118175,1,4,10,2025-07-24,Open,35,M
2353,Domestic Servitude,104727,,6,10,10,2025-09-08,Prosecuted,44,F
2354,Labor,67357,125610,2,1,9,2025-07-28,Open,25,M
2355,Domestic Servitude,121117,,21,10,10,2025-04-09,Closed,22,M
2356,Sexual,35883,121128,28,,12,2025-07-21,Prosecuted,28,F
2357,Labor,133584,65916,3,4,10,2025-03-01,Closed,21,M
2358,Organ,28951,124754,3,,1,2025-09-12,Prosecuted,26,M
2359,Child,14204,45866,1,1,4,2025-11-19,Prosecuted,5,M
2360,Organ,89043,,6,,1,2025-01-20,Convicted,25,M
2361,Child,27765,9260,1,4,1,2025-01-02,Prosecuted,13,M
2362,Other,123291,138173,17,,9,2025-07-27,Prosecuted,42,M
2363,Debt Bondage,27964,91691,3,1,9,2025-01-05,Under Investigation,26,F
2364,Domestic Servitude,53266,121370,28,,33,2025-08-16,Prosecuted,23,F
2365,Debt Bondage,109114,118782,3,1,10,2025-10-04,Under Investigation,55,M
2366,Labor,145663,,3,10,31,2025-05-19,Prosecuted,29,M
2367,Other,20841,,18,12,8,2025-06-17,Under Investigation,48,F
2368,Labor,126114,,2,1,32,2025-03-14,Prosecuted,31,F
2369,Domestic Servitude,48941,132627,28,,33,2025-01-07,Under Investigation,28,F
2370,Child,16097,104080,3,1,9,2025-10-05,Under Investigation,6,M
2371,Forced Marriage,55073,129698,1,,11,2025-08-04,Under Investigation,27,F
2372,Domestic Servitude,127024,,6,10,33,2025-02-14,Under Investigation,30,F
2373,Domestic Servitude,40188,130922,6,10,10,2025-04-28,Prosecuted,37,F
2374,Labor,86302,59875,3,4,33,2025-02-11,Under Investigation,48,M
2375,Domestic Servitude,126959,148162,26,,31,2025-04-18,Prosecuted,45,M
2376,Other,132649,,3,,8,2025-05-26,Prosecuted,19,M
2377,Forced Marriage,125554,,3,10,11,2025-02-10,Convicted,21,F
2378,Debt Bondage,,147894,26,,9,2025-05-16,Prosecuted,52,M
2379,Child,127651,,3,1,10,2025-04-19,Under Investigation,12,M
2380,Debt Bondage,93779,10808,26,1,10,2025-08-18,Open,48,M
2381,Labor,27533,,26,4,33,2025-12-28,Convicted,40,M
2382,Organ,124553,49264,1,,1,2025-12-14,Closed,26,M
2383,Labor,139143,,1,1,33,2025-09-24,Prosecuted,32,M
2384,Other,7506,379,6,12,8,2025-10-13,Under Investigation,26,F
2385,Labor,126022,25416,26,,32,2025-10-25,Under Investigation,43,M
2386,Labor,70002,21858,26,10,9,2025-01-20,Prosecuted,29,F
2387,Labor,100259,,2,1,9,2025-11-20,Convicted,34,M
2388,Sexual,106416,,22,,13,2025-03-11,Convicted,26,F
2389,Labor,113788,,26,,32,2025-09-06,Closed,43,M
2390,Labor,77365,,26,4,32,2025-01-08,Closed,31,F
2391,Labor,137449,25193,3,,34,2025-11-25,Prosecuted,24,M
2392,Other,139257,,1,,9,2025-11-21,Under Investigation,20,F
2393,Labor,71067,,2,10,9,2025-01-21,Open,46,M
2394,Domestic Servitude,17492,,28,15,9,2025-03-08,Open,25,F
2395,Child,133054,77798,22,1,1,2025-12-23,Closed,10,F
2396,Debt Bondage,32186,,6,1,10,2025-12-15,Open,33,F
2397,Domestic Servitude,77872,111131,28,10,10,2025-09-17,Under Investigation,32,F
2398,Other,20497,,18,,8,2025-06-14,Under Investigation,39,F
2399,Sexual,64289,,21,,10,2025-11-06,Prosecuted,34,F
2400,Organ,43093,,1,,1,2025-02-15,Open,43,F
2401,Organ,,66074,6,,1,2025-05-01,Closed,33,M
2402,Child,25146,115414,22,,4,2025-06-09,Convicted,17,F
2403,Child,113669,99807,22,4,9,2025-04-27,Open,5,F
2404,Labor,5727,3522,2,,31,2025-09-07,Prosecuted,47,F
2405,Domestic Servitude,33360,,26,1,9,2025-05-10,Prosecuted,24,M
2406,Domestic Servitude,118726,59299,28,1,9,2025-03-27,Closed,27,F
2407,Debt Bondage,77827,49173,1,,1,2025-06-25,Under Investigation,40,M
2408,Sexual,74760,107765,20,,10,2025-04-19,Prosecuted,19,F
2409,Labor,69127,93390,3,1,9,2025-02-11,Convicted,50,M
2410,Labor,147689,130426,26,10,9,2025-09-17,Under Investigation,40,M
2411,Labor,129918,,6,10,34,2025-11-02,Under Investigation,21,M
2412,Child,98584,,3,1,1,2025-07-10,Prosecuted,5,M
2413,Child,109487,,18,1,1,2025-11-27,Under Investigation,13,M
2414,Labor,39785,135241,26,1,31,2025-01-12,Under Investigation,38,M
2415,Other,45485,129001,16,1,10,2025-10-16,Closed,19,F
2416,Labor,93728,79006,3,4,32,2025-02-23,Open,29,M
2417,Labor,54221,,3,10,9,2025-04-18,Convicted,21,M
2418,Forced Marriage,40909,,3,1,9,2025-03-25,Convicted,19,F
2419,Labor,139346,5703,2,10,10,2025-10-26,Under Investigation,41,F
2420,Child,115962,109256,22,4,4,2025-04-05,Closed,6,F
2421,Child,45162,,3,1,10,2025-11-23,Convicted,5,M
2422,Organ,97552,69957,3,,1,2025-11-01,Under Investigation,41,M
2423,Other,102810,,3,,8,2025-09-20,Open,42,F
2424,Labor,95748,134129,2,10,33,2025-10-26,Under Investigation,27,M
2425,Domestic Servitude,14985,,21,10,10,2025-11-09,Closed,37,F
2426,Labor,120590,,3,,32,2025-08-02,Prosecuted,41,M
2427,Forced Marriage,139746,59284,3,1,8,2025-02-25,Convicted,26,F
2428,Domestic Servitude,39112,,28,15,33,2025-07-07,Under Investigation,36,F
2429,Domestic Servitude,106417,82986,26,10,33,2025-05-21,Acquitted,29,F
2430,Sexual,52912,,28,4,37,2025-05-23,Closed,27,F
2431,Child,63441,,3,1,9,2025-08-19,Prosecuted,7,F
2432,Debt Bondage,75976,45052,1,,9,2025-08-04,Convicted,30,M
2433,Child,146452,,1,,1,2025-10-06,Prosecuted,6,F
2434,Domestic Servitude,13502,83886,26,15,9,2025-02-08,Prosecuted,27,M
2435,Domestic Servitude,50278,,6,15,31,2025-05-08,Convicted,20,F
2436,Child,96518,12086,3,,10,2025-02-22,Closed,13,M
2437,Labor,129620,136249,3,10,32,2025-01-05,Closed,37,M
2438,Labor,108881,119797,3,,34,2025-09-13,Closed,28,M
2439,Organ,,,6,,1,2025-01-15,Under Investigation,22,M
2440,Debt Bondage,83767,,3,1,9,2025-11-19,Prosecuted,45,F
2441,Forced Marriage,6544,35408,3,10,10,2025-07-27,Prosecuted,30,F
2442,Domestic Servitude,137468,,6,15,31,2025-05-26,Prosecuted,45,F
2443,Child,109135,,1,,1,2025-05-09,Prosecuted,7,F
2444,Forced Marriage,101471,,3,1,8,2025-07-03,Prosecuted,16,F
2445,Labor,103313,130345,2,,9,2025-05-23,Open,47,F
2446,Child,115800,,1,1,10,2025-03-18,Under Investigation,11,F
2447,Child,117286,,1,1,4,2025-11-05,Prosecuted,10,F
2448,Domestic Servitude,54253,149640,28,1,33,2025-08-01,Under Investigation,44,F
2449,Labor,2354,89706,26,1,31,2025-07-27,Under Investigation,36,F
2450,Labor,20752,7305,6,1,32,2025-07-03,Convicted,39,M
2451,Child,110592,40755,3,1,4,2025-07-13,Acquitted,14,M
2452,Debt Bondage,35276,,1,,10,2025-05-27,Open,33,M
2453,Domestic Servitude,85683,133202,28,,10,2025-11-08,Under Investigation,43,F
2454,Forced Marriage,7082,142327,6,1,11,2025-06-24,Open,30,F
2455,Child,6223,,3,,10,2025-08-28,Open,14,M
2456,Domestic Servitude,4593,,6,1,31,2025-08-14,Convicted,32,F
2457,Labor,52072,,26,4,31,2025-12-04,Closed,35,F
2458,Organ,50632,123770,3,,1,2025-05-01,Convicted,33,F
2459,Child,40124,149055,18,,4,2025-09-13,Prosecuted,15,F
2460,Debt Bondage,,145768,1,1,1,2025-08-06,Open,52,M
2461,Forced Marriage,81257,118173,6,1,10,2025-02-18,Open,30,F
2462,Labor,127436,135315,1,,31,2025-11-04,Closed,20,M
2463,Sexual,109967,,6,1,12,2025-08-25,Convicted,34,F
2464,Labor,81887,,6,4,34,2025-06-19,Under Investigation,33,M
2465,Domestic Servitude,25289,,6,15,33,2025-09-19,Convicted,26,F
2466,Sexual,37382,,22,,13,2025-09-26,Closed,29,F
2467,Other,148409,,16,1,13,2025-12-01,Acquitted,18,F
2468,Forced Marriage,13624,135893,1,,9,2025-06-22,Open,15,F
2469,Debt Bondage,29523,,1,,1,2025-12-12,Open,44,M
2470,Other,114741,,1,12,8,2025-06-10,Acquitted,33,F
2471,Other,6682,5464,6,12,10,2025-06-26,Closed,19,F
2472,Debt Bondage,7360,,26,,10,2025-06-28,Closed,35,F
2473,Labor,99770,,1,1,10,2025-10-21,Acquitted,26,M
2474,Debt Bondage,,85482,3,1,10,2025-01-19,Prosecuted,44,F
2475,Domestic Servitude,123567,,6,15,31,2025-01-24,Convicted,43,F
2476,Child,9287,,18,,10,2025-03-25,Under Investigation,15,M
2477,Child,,,22,4,9,2025-12-13,Under Investigation,10,M
2478,Labor,120115,,26,1,9,2025-06-22,Acquitted,37,M
2479,Labor,123616,,1,1,32,2025-08-19,Open,41,F
2480,Labor,60888,56194,3,4,31,2025-11-20,Prosecuted,31,M
2481,Labor,26143,,6,4,32,2025-08-11,Closed,20,M
2482,Forced Marriage,119100,79666,1,10,9,2025-11-09,Open,27,F
2483,Domestic Servitude,70085,,28,,33,2025-12-07,Under Investigation,43,F
2484,Labor,83911,17607,26,4,34,2025-10-02,Closed,31,M
2485,Domestic Servitude,124620,,26,10,31,2025-07-01,Open,42,F
2486,Sexual,148119,4134,6,,12,2025-06-10,Closed,34,F
2487,Domestic Servitude,146099,,21,,10,2025-05-11,Under Investigation,43,F
2488,Domestic Servitude,32099,140974,26,1,33,2025-06-07,Under Investigation,25,F
2489,Labor,26979,,6,,33,2025-07-27,Under Investigation,36,M
2490,Child,137190,21697,22,,4,2025-05-08,Under Investigation,7,M
2491,Domestic Servitude,140397,125614,6,15,10,2025-11-16,Under Investigation,30,F
2492,Debt Bondage,,,3,,1,2025-02-01,Under Investigation,30,M
2493,Labor,105099,42134,3,4,10,2025-10-07,Under Investigation,44,F
2494,Organ,59879,74107,6,,1,2025-07-06,Prosecuted,50,M
2495,Organ,46190,111443,6,,1,2025-03-24,Open,49,M
2496,Labor,24139,,3,10,34,2025-11-03,Closed,27,F
2497,Sexual,108701,,22,,8,2025-04-26,Acquitted,18,F
2498,Labor,98949,,6,1,34,2025-11-21,Convicted,37,F
2499,Labor,86073,,6,,34,2025-08-27,Convicted,20,M
2500,Labor,147594,,3,,33,2025-04-22,Prosecuted,41,M
2501,Domestic Servitude,17200,148054,26,10,31,2025-09-14,Under Investigation,31,F
2502,Labor,48584,138908,26,,10,2025-03-27,Open,38,M
2503,Domestic Servitude,81084,22840,28,10,31,2025-09-07,Open,26,M
2504,Child,2587,,1,1,4,2025-05-18,Open,7,M
2505,Child,83804,,18,,10,2025-06-07,Under Investigation,13,M
2506,Labor,21424,82029,1,4,9,2025-09-10,Prosecuted,34,M
2507,Organ,58765,,1,,1,2025-04-16,Convicted,21,F
2508,Labor,58361,9002,26,4,31,2025-03-19,Under Investigation,18,M
2509,Domestic Servitude,80371,3897,26,15,31,2025-06-16,Under Investigation,33,F
2510,Debt Bondage,41776,46664,26,1,10,2025-07-24,Open,26,F
2511,Child,142491,5644,3,1,4,2025-09-21,Prosecuted,14,F
2512,Forced Marriage,13946,89359,1,10,8,2025-11-01,Acquitted,24,M
2513,Labor,95556,59812,6,4,33,2025-05-22,Closed,39,M
2514,Other,111244,,1,4,13,2025-01-26,Closed,28,M
2515,Labor,57168,88305,26,,31,2025-12-17,Closed,40,M
2516,Labor,74938,34433,1,10,9,2025-12-12,Closed,42,M
2517,Child,35420,113564,3,1,10,2025-05-06,Convicted,5,M
2518,Labor,115954,91103,6,10,9,2025-10-01,Under Investigation,33,M
2519,Debt Bondage,104385,19716,3,1,9,2025-09-18,Acquitted,27,M
2520,Domestic Servitude,91887,,21,15,10,2025-07-25,Under Investigation,24,F
2521,Sexual,86541,,22,4,37,2025-06-27,Convicted,21,F
2522,Domestic Servitude,69926,,26,10,31,2025-02-24,Under Investigation,20,F
2523,Other,135705,50134,17,1,8,2025-04-28,Open,29,M
2524,Labor,76276,76624,2,10,33,2025-01-05,Under Investigation,34,M
2525,Domestic Servitude,135767,44677,28,10,33,2025-09-27,Convicted,23,F
2526,Organ,85786,6133,1,,1,2025-01-27,Convicted,30,M
2527,Child,28261,,1,1,9,2025-08-25,Under Investigation,8,F
2528,Domestic Servitude,103131,70503,6,10,10,2025-10-16,Prosecuted,30,F
2529,Organ,140936,93399,3,,1,2025-09-26,Acquitted,48,M
2530,Debt Bondage,32438,,26,,10,2025-11-16,Convicted,38,M
2531,Sexual,37058,79170,20,,8,2025-11-05,Prosecuted,20,F
2532,Domestic Servitude,86516,,28,1,33,2025-01-19,Prosecuted,44,F
2533,Other,112101,34099,3,4,9,2025-05-10,Prosecuted,34,F
2534,Domestic Servitude,104706,,26,15,31,2025-10-25,Acquitted,36,F
2535,Labor,131283,115673,2,10,33,2025-05-25,Prosecuted,23,F
2536,Labor,107926,89612,2,10,33,2025-08-11,Under Investigation,42,M
2537,Labor,98059,,1,1,33,2025-05-14,Closed,25,M
2538,Child,40754,58964,18,4,9,2025-02-06,Under Investigation,13,M
2539,Organ,112959,114775,1,,1,2025-01-12,Under Investigation,21,M
2540,Sexual,61365,,20,4,12,2025-11-20,Under Investigation,26,F
2541,Debt Bondage,9879,,6,,1,2025-10-17,Closed,28,F
2542,Child,91220,,3,,10,2025-03-25,Open,17,F
2543,Debt Bondage,81275,140274,1,,10,2025-11-20,Open,39,M
2544,Forced Marriage,32380,48323,6,10,10,2025-01-23,Closed,26,F
2545,Labor,89500,,6,4,34,2025-03-06,Under Investigation,44,M
2546,Labor,28299,,1,,34,2025-06-13,Open,19,F
2547,Domestic Servitude,66113,,26,,31,2025-04-04,Under Investigation,26,F
2548,Labor,23044,118367,1,1,9,2025-01-17,Closed,25,M
2549,Labor,33796,,2,,9,2025-05-25,Open,20,M
2550,Child,22433,65347,3,4,9,2025-07-13,Closed,11,M
2551,Labor,138233,,26,,32,2025-03-10,Open,38,F
2552,Organ,28027,38770,6,,1,2025-04-12,Open,50,F
2553,Sexual,80790,,22,,37,2025-11-14,Prosecuted,33,F
2554,Domestic Servitude,148109,,28,10,31,2025-03-09,Convicted,32,F
2555,Domestic Servitude,139862,24882,26,,33,2025-06-26,Acquitted,41,F
2556,Forced Marriage,144295,,3,1,10,2025-12-10,Convicted,17,M
2557,Other,85295,,17,1,13,2025-10-19,Acquitted,28,M
2558,Other,26987,,3,1,8,2025-04-15,Acquitted,41,F
2559,Other,120733,67729,18,12,13,2025-07-25,Open,39,F
2560,Debt Bondage,91824,74314,3,,9,2025-11-14,Convicted,27,F
2561,Other,17892,,17,4,9,2025-03-09,Convicted,44,F
2562,Child,93633,58826,22,4,9,2025-04-26,Under Investigation,14,F
2563,Domestic Servitude,115796,,21,15,9,2025-03-14,Prosecuted,27,F
2564,Labor,131121,,6,1,33,2025-09-25,Under Investigation,47,M
2565,Labor,112385,,26,1,33,2025-11-23,Acquitted,45,M
2566,Labor,73589,78277,26,,31,2025-01-02,Prosecuted,50,M
2567,Sexual,928,112304,28,1,37,2025-02-16,Prosecuted,19,F
2568,Organ,102274,19642,1,,1,2025-01-19,Prosecuted,24,M
2569,Other,12430,,17,4,13,2025-12-01,Closed,19,M
2570,Domestic Servitude,57788,,26,15,10,2025-12-01,Prosecuted,22,F
2571,Labor,62569,18462,6,1,10,2025-02-22,Under Investigation,23,M
2572,Domestic Servitude,38205,78732,6,15,9,2025-12-05,Acquitted,27,F
2573,Organ,61650,,3,,1,2025-10-24,Prosecuted,25,M
2574,Domestic Servitude,23667,140980,28,,33,2025-03-17,Prosecuted,43,F
2575,Domestic Servitude,83670,58515,6,,31,2025-11-03,Closed,38,F
2576,Labor,58094,70010,1,4,32,2025-02-17,Under Investigation,31,F
2577,Child,33634,,22,1,1,2025-02-08,Acquitted,13,M
2578,Child,571,144084,1,,10,2025-10-19,Closed,7,M
2579,Labor,147013,,26,1,33,2025-11-14,Under Investigation,31,M
2580,Domestic Servitude,60172,109710,28,15,31,2025-10-14,Open,38,F
2581,Other,22425,105697,1,,8,2025-05-05,Open,22,F
2582,Domestic Servitude,107959,,28,,33,2025-07-16,Prosecuted,22,F
2583,Domestic Servitude,9942,116708,28,,33,2025-09-04,Under Investigation,23,F
2584,Child,,,1,1,10,2025-02-08,Closed,7,F
2585,Organ,123492,2358,3,,1,2025-08-01,Under Investigation,46,F
2586,Other,41179,125385,18,,13,2025-07-05,Convicted,30,M
2587,Child,130872,52982,18,1,9,2025-01-11,Convicted,10,M
2588,Domestic Servitude,118664,115567,21,10,9,2025-11-10,Open,28,F
2589,Labor,113247,81600,6,,31,2025-07-21,Closed,28,M
2590,Forced Marriage,44397,141213,6,1,10,2025-05-27,Under Investigation,25,F
2591,Debt Bondage,34785,,1,,1,2025-10-24,Convicted,23,F
2592,Domestic Servitude,12590,78989,28,,9,2025-01-27,Under Investigation,26,F
2593,Sexual,44509,74726,6,4,13,2025-06-18,Convicted,26,M
2594,Sexual,,81393,28,4,13,2025-03-17,Under Investigation,21,F
2595,Other,91793,73251,16,,10,2025-01-04,Prosecuted,23,M
2596,Forced Marriage,57276,68801,6,,8,2025-07-11,Open,22,M
2597,Labor,98101,103103,3,4,10,2025-11-16,Under Investigation,29,F
2598,Organ,147487,19197,3,,1,2025-05-05,Closed,41,M
2599,Labor,37657,,1,1,10,2025-03-28,Convicted,50,F
2600,Other,94580,,16,1,8,2025-09-07,Open,26,F
2601,Organ,90140,12796,3,,1,2025-09-26,Under Investigation,25,M
2602,Labor,121030,,1,10,32,2025-08-08,Convicted,45,M
2603,Child,13090,7446,22,,10,2025-12-25,Convicted,7,M
2604,Labor,97189,67617,2,1,9,2025-03-16,Under Investigation,47,M
2605,Labor,124880,99342,2,10,33,2025-07-19,Under Investigation,24,M
2606,Sexual,79775,50216,22,4,8,2025-07-12,Acquitted,19,F
2607,Labor,41821,,1,10,31,2025-08-27,Closed,18,M
2608,Child,54169,,22,,9,2025-05-09,Closed,12,M
2609,Domestic Servitude,114358,78900,26,10,31,2025-04-27,Acquitted,45,F
2610,Child,65789,7754,18,,4,2025-07-24,Closed,12,F
2611,Labor,8452,104142,3,4,10,2025-07-13,Acquitted,26,M
2612,Domestic Servitude,96828,,28,1,31,2025-03-12,Under Investigation,43,F
2613,Child,138625,114585,18,4,1,2025-05-15,Convicted,13,F
2614,Labor,86392,,3,1,32,2025-09-14,Closed,29,M
2615,Forced Marriage,40099,30519,3,10,8,2025-08-13,Under Investigation,15,F
2616,Debt Bondage,84061,,3,,9,2025-06-21,Open,32,M
2617,Child,106898,110081,22,1,1,2025-11-14,Prosecuted,15,M
2618,Labor,125116,23312,3,10,31,2025-04-14,Prosecuted,34,M
2619,Labor,84668,,2,,33,2025-06-14,Closed,27,F
2620,Debt Bondage,141667,,6,,1,2025-07-06,Prosecuted,41,M
2621,Sexual,122363,113190,20,4,37,2025-03-03,Closed,19,F
2622,Labor,53944,54774,6,10,33,2025-11-08,Open,43,F
2623,Debt Bondage,2226,134338,3,1,9,2025-10-27,Closed,34,M
2624,Labor,73879,1194,6,1,10,2025-05-07,Open,41,M
2625,Sexual,114020,,21,,10,2025-02-06,Open,26,F
2626,Labor,61979,,26,,33,2025-04-04,Under Investigation,49,M
2627,Domestic Servitude,69716,50748,26,10,33,2025-11-06,Open,32,F
2628,Domestic Servitude,53404,43,28,15,31,2025-08-05,Prosecuted,23,F
2629,Domestic Servitude,33689,143144,6,10,9,2025-02-09,Closed,36,F
2630,Child,11799,,22,4,10,2025-06-27,Under Investigation,14,M
2631,Child,26812,,1,4,10,2025-07-07,Open,9,M
2632,Organ,82757,46023,3,,1,2025-09-13,Closed,41,M
2633,Forced Marriage,2274,,1,10,11,2025-04-11,Closed,14,F
2634,Labor,11395,75770,2,10,10,2025-04-02,Under Investigation,25,M
2635,Debt Bondage,33983,,6,,10,2025-09-20,Closed,40,M
2636,Labor,140694,114535,2,10,33,2025-01-03,Prosecuted,26,M
2637,Organ,32726,64018,3,,1,2025-09-20,Convicted,37,M
2638,Labor,115388,96440,1,,32,2025-05-20,Under Investigation,34,M
2639,Sexual,49825,,22,1,13,2025-03-11,Under Investigation,29,M
2640,Other,,111626,3,12,13,2025-09-06,Under Investigation,18,M
2641,Domestic Servitude,102804,,26,,33,2025-08-14,Prosecuted,23,F
2642,Forced Marriage,52498,,1,10,9,2025-11-22,Open,30,F
2643,Labor,51865,63449,6,1,10,2025-07-24,Convicted,41,M
2644,Child,80095,101104,1,4,1,2025-10-27,Convicted,11,M
2645,Domestic Servitude,34902,130847,21,,10,2025-05-08,Under Investigation,29,F
2646,Other,148634,127493,3,1,10,2025-10-08,Prosecuted,36,M
2647,Child,137225,64762,3,4,10,2025-03-07,Under Investigation,16,M
2648,Forced Marriage,64943,27638,3,,11,2025-11-19,Closed,25,F
2649,Debt Bondage,122233,108907,6,1,9,2025-02-10,Closed,47,F
2650,Labor,145678,53521,6,,32,2025-01-17,Closed,47,M
2651,Forced Marriage,70939,41624,1,10,10,2025-08-11,Under Investigation,26,F
2652,Labor,100097,80705,6,10,32,2025-08-08,Closed,36,M
2653,Labor,5644,23514,26,10,10,2025-12-22,Prosecuted,30,M
2654,Sexual,79678,22453,6,1,8,2025-06-14,Under Investigation,31,F
2655,Organ,18252,,6,,1,2025-10-24,Acquitted,28,M
2656,Domestic Servitude,143997,,6,,33,2025-01-22,Acquitted,25,F
2657,Labor,75037,240,6,,10,2025-02-08,Prosecuted,19,M
2658,Sexual,118611,,21,4,8,2025-01-04,Under Investigation,29,M
2659,Organ,52293,27328,3,,1,2025-06-26,Under Investigation,37,M
2660,Labor,56800,,2,10,9,2025-11-13,Acquitted,22,M
2661,Labor,28857,78365,6,4,33,2025-07-20,Under Investigation,44,M
2662,Sexual,19194,,21,4,8,2025-09-15,Under Investigation,20,F
2663,Sexual,100049,,22,1,12,2025-01-11,Closed,34,F
2664,Other,42183,,3,1,8,2025-11-14,Acquitted,24,F
2665,Labor,77900,,2,,32,2025-09-26,Prosecuted,34,F
2666,Debt Bondage,56372,,6,,9,2025-03-15,Acquitted,55,M
2667,Labor,83773,54709,2,10,31,2025-09-05,Under Investigation,18,M
2668,Labor,71791,,3,10,33,2025-08-27,Closed,18,M
2669,Child,44694,,1,,10,2025-06-17,Convicted,6,F
2670,Domestic Servitude,19809,,28,1,9,2025-10-10,Convicted,32,M
2671,Other,57428,,1,12,9,2025-04-20,Under Investigation,26,F
2672,Other,118202,11607,3,12,9,2025-07-02,Closed,47,M
2673,Labor,51487,141544,26,4,10,2025-04-14,Open,30,M
2674,Organ,71551,42801,6,,1,2025-02-05,Under Investigation,32,F
2675,Child,119667,,22,1,10,2025-09-26,Open,15,F
2676,Sexual,,,22,,12,2025-07-21,Under Investigation,19,F
2677,Debt Bondage,39676,144022,26,1,9,2025-03-12,Under Investigation,42,F
2678,Child,126343,131650,18,4,4,2025-10-20,Under Investigation,11,M
2679,Labor,36621,134368,26,,32,2025-04-01,Under Investigation,38,M
2680,Organ,38091,8190,6,,1,2025-08-06,Acquitted,43,F
2681,Forced Marriage,39639,89793,6,10,8,2025-08-13,Prosecuted,25,F
2682,Debt Bondage,92690,,3,1,9,2025-06-26,Closed,51,M
2683,Organ,114014,73018,1,,1,2025-05-10,Prosecuted,49,F
2684,Domestic Servitude,16776,98793,21,,9,2025-06-21,Under Investigation,25,F
2685,Labor,81051,12457,2,10,33,2025-06-20,Prosecuted,46,F
2686,Domestic Servitude,144145,75522,28,10,33,2025-03-11,Closed,45,F
2687,Organ,41475,132847,6,,1,2025-03-13,Acquitted,46,M
2688,Domestic Servitude,50438,75716,26,1,31,2025-07-04,Convicted,33,F
2689,Other,76594,,16,,13,2025-09-08,Open,26,M
2690,Debt Bondage,12338,,6,,10,2025-12-25,Open,39,M
2691,Domestic Servitude,136652,74962,28,,31,2025-05-10,Under Investigation,35,F
2692,Forced Marriage,66320,,1,10,10,2025-08-12,Open,23,F
2693,Labor,6738,,1,10,9,2025-10-04,Under Investigation,38,F
2694,Domestic Servitude,,,28,10,31,2025-10-03,Under Investigation,25,M
2695,Debt Bondage,135143,69255,26,1,1,2025-03-10,Closed,48,M
2696,Other,,31840,6,12,13,2025-02-27,Acquitted,38,F
2697,Child,146267,,1,4,9,2025-06-03,Under Investigation,12,M
2698,Labor,137118,117115,1,,10,2025-03-06,Convicted,34,M
2699,Labor,100741,,6,4,34,2025-12-23,Under Investigation,46,M
2700,Domestic Servitude,32722,,21,1,9,2025-06-04,Open,37,F
2701,Child,72427,,3,,10,2025-09-19,Open,12,M
2702,Child,8667,,1,,9,2025-08-08,Under Investigation,10,M
2703,Domestic Servitude,119351,,28,15,10,2025-02-21,Open,28,F
2704,Domestic Servitude,67332,51904,21,,10,2025-10-12,Closed,34,F
2705,Sexual,51290,75686,22,12,37,2025-09-11,Prosecuted,16,F
2706,Child,52225,47948,18,4,10,2025-12-12,Under Investigation,14,F
2707,Sexual,29775,,21,12,12,2025-04-07,Open,24,F
2708,Debt Bondage,52587,,26,1,10,2025-08-17,Open,35,M
2709,Organ,116757,,6,,1,2025-01-12,Under Investigation,48,F
2710,Labor,45189,108340,1,1,31,2025-06-23,Prosecuted,34,M
2711,Child,72531,,18,,1,2025-08-02,Acquitted,17,M
2712,Debt Bondage,90949,64087,1,,1,2025-12-05,Closed,53,F
2713,Labor,,97734,26,4,33,2025-01-17,Prosecuted,23,M
2714,Forced Marriage,115904,95147,6,1,11,2025-02-05,Closed,19,F
2715,Domestic Servitude,17156,64650,21,,33,2025-08-18,Open,32,F
2716,Organ,106896,,3,,1,2025-04-13,Open,32,M
2717,Domestic Servitude,10918,59893,28,15,31,2025-06-12,Closed,37,M
2718,Domestic Servitude,121570,46081,28,1,33,2025-12-03,Under Investigation,37,F
2719,Forced Marriage,122758,,6,,8,2025-05-15,Under Investigation,23,F
2720,Labor,95871,114628,1,,33,2025-09-09,Under Investigation,19,M
2721,Child,38776,5719,22,4,10,2025-12-04,Convicted,7,F
2722,Labor,16983,24811,1,10,32,2025-05-07,Convicted,22,M
2723,Forced Marriage,103786,,1,1,10,2025-07-12,Under Investigation,15,F
2724,Child,118150,145410,18,1,10,2025-09-28,Convicted,13,F
2725,Organ,121359,4671,1,,1,2025-09-08,Open,50,F
2726,Labor,67124,,2,,34,2025-11-06,Convicted,22,M
2727,Forced Marriage,70886,62776,6,,8,2025-09-24,Open,28,F
