crossing_id,detected_date,location_name,nearest_port_id,latitude,longitude,direction,detection_method,group_size,smuggler_linked,apprehended_count,outcome,lead_traveler_id,nationality_id
9417,2025-11-23 22:03:00,Chaman border - Main sector,34,30.898046,66.413399,Inbound,Informant,5,0,5,Apprehended,,1
9418,2025-01-09 19:16:00,Torkham vicinity - North sector,33,34.09924,71.083044,Inbound,Informant,8,1,5,Partial Capture,30636,3
9419,2025-04-10 23:45:00,Spin Boldak corridor,34,30.933325,66.450124,Outbound,Checkpoint,12,0,0,Turned Back,,3
9420,2025-11-25 20:32:00,Makran coast - Ormara,38,25.164162,64.635981,Inbound,Informant,8,1,0,Turned Back,,1
9421,2025-09-18 18:58:00,Torkham vicinity - North sector,33,34.041977,71.077257,Inbound,Sensor,3,0,0,Escaped,2948,3
9422,2025-04-22 22:35:00,Chaman border - Main sector,34,30.890153,66.500419,Inbound,Patrol,8,1,6,Partial Capture,,3
9423,2025-03-09 01:04:00,Torkham vicinity - South sector,33,34.098603,71.124807,Inbound,Tip-Off,3,0,0,Escaped,8276,3
9424,2025-01-07 21:35:00,Torkham vicinity - North sector,33,34.044991,71.087967,Inbound,Tip-Off,20,0,20,Apprehended,24820,1
9425,2025-04-17 17:18:00,Torkham vicinity - South sector,33,34.066896,71.073455,Inbound,Patrol,2,1,2,Apprehended,,1
9426,2025-06-18 19:31:00,Torkham vicinity - North sector,33,34.121144,71.082135,Inbound,Patrol,8,1,0,Turned Back,,3
9427,2025-02-07 02:47:00,Chaman border - Main sector,34,30.943267,66.473894,Inbound,Tip-Off,1,0,0,Turned Back,,3
9428,2025-12-13 19:52:00,Karachi coastal - Ibrahim Hyderi,38,24.73975,67.163366,Outbound,Checkpoint,5,0,5,Apprehended,85825,6
9429,2025-05-07 00:19:00,Mashkel desert crossing,36,27.800063,63.037533,Inbound,Patrol,1,0,0,Turned Back,,4
9430,2025-11-13 19:20:00,Chaman border - Western flank,34,30.890684,66.410055,Outbound,Tip-Off,2,0,0,Escaped,85008,3
9431,2025-07-24 23:33:00,Khyber Pass - off-road crossing,33,34.003741,71.075976,Outbound,Drone,5,0,5,Apprehended,,3
9432,2025-02-25 02:38:00,Chaman border - Main sector,34,30.916217,66.451793,Inbound,Tip-Off,1,1,0,Escaped,,3
9433,2025-12-23 00:36:00,Karachi coastal - Ibrahim Hyderi,38,24.759813,67.190617,Inbound,Sensor,3,0,1,Partial Capture,12919,22
9434,2025-11-25 18:16:00,Taftan border zone,36,28.936404,61.581938,Outbound,CCTV,8,0,0,Turned Back,78895,1
9435,2025-03-18 15:44:00,Torkham vicinity - South sector,33,34.033821,71.082501,Inbound,CCTV,3,0,3,Apprehended,,3
9436,2025-06-23 01:36:00,Spin Boldak corridor,34,30.931176,66.536733,Outbound,Tip-Off,5,0,0,Escaped,,3
9437,2025-12-09 00:31:00,Spin Boldak corridor,34,30.918139,66.4999,Inbound,Patrol,3,0,0,Turned Back,31641,3
9438,2025-01-12 05:20:00,Kasur sector,35,31.118607,74.440245,Inbound,Tip-Off,3,0,0,Turned Back,101815,2
9439,2025-03-01 03:05:00,Torkham vicinity - North sector,33,34.105833,71.09861,Inbound,Tip-Off,5,1,0,Escaped,146781,1
9440,2025-11-18 21:37:00,Chaman border - Western flank,34,30.914328,66.406422,Outbound,Patrol,1,1,1,Apprehended,,3
9441,2025-10-03 21:20:00,Chaman border - Main sector,34,30.969994,66.41986,Inbound,Sensor,3,0,3,Apprehended,,1
9442,2025-10-19 05:06:00,Chaman border - Main sector,34,30.933854,66.44617,Inbound,Informant,2,0,0,Escaped,133218,3
9443,2025-01-27 05:19:00,Mashkel desert crossing,36,27.762467,63.031268,Inbound,Patrol,5,0,5,Apprehended,91327,4
9444,2025-11-20 16:44:00,Wagah border - Agricultural zone,35,31.56301,74.540789,Outbound,CCTV,12,0,11,Partial Capture,,2
9445,2025-02-02 20:11:00,Torkham vicinity - North sector,33,34.08552,71.046629,Inbound,Tip-Off,20,0,0,Turned Back,,1
9446,2025-08-02 20:08:00,Chaman border - Main sector,34,30.942368,66.49819,Inbound,Tip-Off,12,1,12,Apprehended,105306,3
9447,2025-03-22 19:07:00,Torkham vicinity - North sector,33,34.107167,71.059527,Outbound,Tip-Off,2,1,2,Apprehended,,1
9448,2025-05-21 05:08:00,Khyber Pass - off-road crossing,33,34.078602,71.016752,Inbound,Drone,8,0,8,Apprehended,,3
9449,2025-12-07 06:28:00,Torkham vicinity - North sector,33,34.096731,71.124425,Inbound,CCTV,5,0,0,Turned Back,7659,3
9450,2025-12-04 18:20:00,Landi Kotal area,33,34.127023,71.126428,Inbound,Tip-Off,8,1,0,Escaped,98180,3
9451,2025-03-28 06:16:00,Khyber Pass - off-road crossing,33,34.043747,71.008935,Inbound,Tip-Off,2,0,1,Partial Capture,101546,3
9452,2025-12-28 00:10:00,Torkham vicinity - North sector,33,34.118541,71.066279,Inbound,Patrol,12,1,0,Turned Back,,3
9453,2025-11-25 05:10:00,Karachi coastal - Ibrahim Hyderi,38,24.810833,67.15189,Outbound,Tip-Off,3,0,0,Escaped,,6
9454,2025-01-24 23:56:00,Spin Boldak corridor,34,30.906952,66.531127,Outbound,Drone,3,0,3,Apprehended,,3
9455,2025-08-12 17:14:00,Torkham vicinity - South sector,33,34.054739,71.087808,Outbound,Drone,1,0,1,Apprehended,,1
9456,2025-12-05 14:59:00,Torkham vicinity - North sector,33,34.101443,71.08443,Inbound,Patrol,3,1,0,Escaped,,1
9457,2025-09-07 23:37:00,Torkham vicinity - North sector,33,34.050249,71.12356,Inbound,CCTV,5,1,2,Partial Capture,,1
9458,2025-10-13 04:20:00,Torkham vicinity - North sector,33,34.04666,71.062942,Outbound,Patrol,5,1,5,Apprehended,,3
9459,2025-11-22 01:38:00,Wagah border - Agricultural zone,35,31.593681,74.555773,Inbound,Patrol,1,1,1,Apprehended,,2
9460,2025-06-22 16:07:00,Khyber Pass - off-road crossing,33,34.001571,71.052428,Outbound,Patrol,8,1,0,Turned Back,,3
9461,2025-07-20 00:00:00,Torkham vicinity - North sector,33,34.077495,71.090761,Outbound,Tip-Off,5,1,0,Turned Back,,3
9462,2025-11-17 03:10:00,Torkham vicinity - North sector,33,34.063293,71.043361,Inbound,Checkpoint,1,0,0,Turned Back,,1
9463,2025-11-26 21:59:00,Torkham vicinity - North sector,33,34.124491,71.104073,Inbound,Patrol,12,1,0,Turned Back,,3
9464,2025-07-20 02:32:00,Chaman border - Main sector,34,30.907296,66.494895,Outbound,Drone,5,1,5,Apprehended,,1
9465,2025-08-11 01:46:00,Chaman border - Main sector,34,30.92211,66.440587,Outbound,Tip-Off,1,1,1,Apprehended,40793,3
9466,2025-04-13 02:14:00,Taftan border zone,36,28.904912,61.640114,Inbound,Sensor,8,1,0,Escaped,,4
9467,2025-12-21 23:00:00,Chaman border - Main sector,34,30.942774,66.470711,Inbound,Drone,1,0,1,Apprehended,,1
9468,2025-02-22 14:22:00,Chaman border - Main sector,34,30.91941,66.502727,Inbound,Informant,1,0,0,Escaped,111314,1
9469,2025-02-05 05:09:00,Torkham vicinity - South sector,33,34.055194,71.097644,Outbound,CCTV,5,1,0,Escaped,,1
9470,2025-06-28 08:18:00,Wagah border - Agricultural zone,35,31.652417,74.573437,Outbound,Patrol,12,1,0,Escaped,137146,1
9471,2025-09-25 16:04:00,Khyber Pass - off-road crossing,33,34.062221,71.037587,Outbound,Informant,30,1,30,Apprehended,100681,3
9472,2025-08-09 23:46:00,Landi Kotal area,33,34.104304,71.108489,Outbound,Drone,20,0,0,Escaped,93157,1
9473,2025-01-05 00:17:00,Taftan border zone,36,28.896529,61.603084,Outbound,Drone,12,1,12,Apprehended,,4
9474,2025-10-09 04:17:00,Khyber Pass - off-road crossing,33,34.047048,71.081166,Outbound,Sensor,3,0,3,Apprehended,,3
9475,2025-11-25 21:32:00,Makran coast - Jiwani,39,25.047892,61.765244,Outbound,Patrol,2,0,2,Apprehended,,1
9476,2025-09-08 15:39:00,Spin Boldak corridor,34,30.926978,66.544606,Inbound,Informant,12,1,12,Apprehended,,3
9477,2025-06-14 21:48:00,Chaman border - Western flank,34,30.884014,66.427679,Inbound,Checkpoint,12,1,4,Partial Capture,85998,3
9478,2025-06-16 18:36:00,Makran coast - Jiwani,39,25.072382,61.738701,Inbound,Informant,20,0,0,Turned Back,,18
9479,2025-12-05 22:06:00,Khyber Pass - off-road crossing,33,34.032951,71.045584,Inbound,Sensor,20,1,11,Partial Capture,,3
9480,2025-04-13 00:02:00,Wagah border - Agricultural zone,35,31.62331,74.588443,Inbound,Patrol,12,1,12,Apprehended,72596,1
9481,2025-02-03 20:08:00,Kasur sector,35,31.091515,74.444264,Outbound,Checkpoint,8,0,8,Apprehended,112474,2
9482,2025-08-01 20:20:00,Mashkel desert crossing,36,27.802205,63.014759,Inbound,Drone,5,0,5,Apprehended,,4
9483,2025-08-10 22:44:00,Torkham vicinity - North sector,33,34.092646,71.11541,Outbound,Tip-Off,3,1,0,Turned Back,,3
9484,2025-09-28 17:28:00,Taftan border zone,36,28.853593,61.607964,Inbound,Tip-Off,5,0,5,Apprehended,133241,3
9485,2025-07-07 05:41:00,Kasur sector,35,31.073337,74.440894,Outbound,Sensor,3,0,3,Apprehended,,2
9486,2025-09-04 22:47:00,Torkham vicinity - North sector,33,34.090452,71.036789,Inbound,Tip-Off,5,0,5,Apprehended,,3
9487,2025-09-13 19:00:00,Torkham vicinity - South sector,33,34.056558,71.094957,Inbound,Sensor,5,1,0,Turned Back,73978,3
9488,2025-04-23 16:11:00,Mashkel desert crossing,36,27.813906,62.994638,Inbound,Drone,12,1,12,Apprehended,,3
9489,2025-08-13 23:29:00,Khunjerab Pass area,37,36.836473,75.41448,Outbound,Drone,8,1,0,Escaped,,43
9490,2025-10-25 00:46:00,Khyber Pass - off-road crossing,33,34.022581,71.087758,Inbound,Patrol,12,1,4,Partial Capture,144259,3
9491,2025-11-23 22:04:00,Makran coast - Jiwani,39,25.014879,61.730622,Inbound,Drone,5,0,5,Apprehended,23473,4
9492,2025-02-05 07:40:00,Torkham vicinity - North sector,33,34.106913,71.085757,Outbound,Tip-Off,2,0,0,Turned Back,29530,1
9493,2025-09-12 20:15:00,Mashkel desert crossing,36,27.794077,62.982157,Inbound,Sensor,8,0,0,Escaped,82468,3
9494,2025-07-06 08:22:00,Torkham vicinity - South sector,33,34.030342,71.13514,Outbound,Tip-Off,3,0,0,Escaped,,1
9495,2025-11-20 23:28:00,Mashkel desert crossing,36,27.752779,62.981423,Outbound,Sensor,8,0,8,Apprehended,,3
9496,2025-07-04 01:44:00,Chaman border - Main sector,34,30.894913,66.453778,Inbound,Drone,1,0,1,Apprehended,,1
9497,2025-09-10 21:59:00,Khyber Pass - off-road crossing,33,34.014933,71.053455,Outbound,Other,12,1,12,Apprehended,,3
9498,2025-09-07 13:47:00,Chaman border - Main sector,34,30.960803,66.434007,Outbound,Checkpoint,12,1,0,Turned Back,2560,1
9499,2025-03-18 13:00:00,Makran coast - Pasni,39,25.253029,63.512559,Inbound,Drone,12,1,12,Apprehended,74,21
9500,2025-12-07 20:37:00,Taftan border zone,36,28.858639,61.597866,Inbound,Drone,1,1,1,Partial Capture,,1
9501,2025-12-21 20:06:00,Wagah border - Agricultural zone,35,31.586082,74.530071,Inbound,Patrol,12,1,0,Escaped,,1
9502,2025-07-19 00:59:00,Chaman border - Main sector,34,30.91621,66.422779,Inbound,Tip-Off,2,0,0,Turned Back,149034,1
9503,2025-07-22 23:15:00,Torkham vicinity - South sector,33,34.107129,71.111423,Inbound,Patrol,3,1,3,Apprehended,,3
9504,2025-03-22 01:39:00,Chaman border - Main sector,34,30.913811,66.473647,Inbound,Patrol,1,0,1,Apprehended,,1
9505,2025-12-13 22:54:00,Torkham vicinity - North sector,33,34.118643,71.119125,Outbound,Drone,2,1,0,Escaped,,3
9506,2025-08-20 20:35:00,Landi Kotal area,33,34.101096,71.112448,Inbound,Checkpoint,1,0,1,Apprehended,1694,1
9507,2025-07-25 00:19:00,Torkham vicinity - South sector,33,34.075862,71.080193,Inbound,Informant,8,1,0,Turned Back,25055,1
9508,2025-11-21 19:09:00,Torkham vicinity - North sector,33,34.046594,71.043762,Inbound,Patrol,2,0,0,Turned Back,,1
9509,2025-03-24 04:15:00,Torkham vicinity - South sector,33,34.104245,71.113307,Inbound,Tip-Off,20,1,20,Apprehended,,1
9510,2025-11-05 23:05:00,Taftan border zone,36,28.867794,61.62667,Inbound,Tip-Off,3,1,3,Apprehended,,3
9511,2025-05-03 19:53:00,Chaman border - Main sector,34,30.873907,66.450784,Inbound,Patrol,5,0,5,Apprehended,,1
9512,2025-01-27 21:28:00,Makran coast - Jiwani,39,25.038925,61.738445,Inbound,Tip-Off,3,0,0,Turned Back,84275,1
9513,2025-11-01 01:24:00,Torkham vicinity - North sector,33,34.054652,71.075258,Inbound,Tip-Off,2,0,0,Turned Back,,3
9514,2025-01-12 15:31:00,Torkham vicinity - South sector,33,34.041686,71.061576,Outbound,Patrol,5,1,0,Escaped,54492,1
9515,2025-01-04 00:19:00,Torkham vicinity - South sector,33,34.069907,71.088931,Outbound,Patrol,8,1,3,Partial Capture,4074,3
9516,2025-11-08 03:26:00,Makran coast - Jiwani,39,25.033301,61.763416,Outbound,Patrol,1,1,1,Apprehended,85518,18
9517,2025-10-26 15:07:00,Torkham vicinity - South sector,33,34.082999,71.12479,Inbound,Other,2,1,0,Turned Back,27453,1
9518,2025-06-04 01:43:00,Khyber Pass - off-road crossing,33,34.007345,71.021335,Inbound,Patrol,3,0,0,Escaped,99811,3
9519,2025-12-23 18:45:00,Chaman border - Main sector,34,30.921091,66.450041,Outbound,Patrol,8,1,8,Apprehended,,3
9520,2025-10-23 06:45:00,Makran coast - Pasni,39,25.2899,63.448172,Outbound,Other,20,1,3,Partial Capture,,21
9521,2025-10-14 04:39:00,Torkham vicinity - South sector,33,34.032716,71.074459,Inbound,Drone,12,1,0,Escaped,47903,1
9522,2025-08-01 19:39:00,Spin Boldak corridor,34,30.942969,66.518048,Outbound,Drone,20,1,20,Apprehended,,3
9523,2025-10-14 02:00:00,Landi Kotal area,33,34.064309,71.109537,Inbound,CCTV,3,0,0,Escaped,124228,1
9524,2025-01-04 21:59:00,Chaman border - Main sector,34,30.938128,66.416265,Outbound,Patrol,5,1,0,Turned Back,96541,3
9525,2025-08-15 22:43:00,Chaman border - Main sector,34,30.947392,66.47847,Inbound,Tip-Off,30,0,18,Partial Capture,,3
9526,2025-03-25 02:32:00,Torkham vicinity - North sector,33,34.054264,71.094473,Inbound,Patrol,5,0,5,Apprehended,,1
9527,2025-01-09 18:42:00,Chaman border - Main sector,34,30.964229,66.460786,Outbound,Patrol,5,0,0,Escaped,,3
9528,2025-01-18 00:52:00,Torkham vicinity - North sector,33,34.084492,71.074659,Inbound,Checkpoint,8,1,0,Turned Back,,3
9529,2025-12-10 22:47:00,Chaman border - Main sector,34,30.913645,66.422897,Outbound,Informant,2,0,0,Escaped,143515,1
9530,2025-12-18 19:08:00,Torkham vicinity - North sector,33,34.064658,71.065776,Outbound,Drone,2,1,2,Apprehended,,3
9531,2025-01-05 17:39:00,Makran coast - Ormara,38,25.202262,64.626054,Outbound,Patrol,3,0,0,Turned Back,36624,4
9532,2025-12-02 22:47:00,Torkham vicinity - South sector,33,34.032137,71.144916,Inbound,Checkpoint,1,0,1,Apprehended,,3
9533,2025-04-05 22:22:00,Torkham vicinity - North sector,33,34.090691,71.093563,Outbound,Patrol,5,0,0,Turned Back,128855,1
9534,2025-03-25 04:14:00,Khunjerab Pass area,37,36.812637,75.403839,Outbound,Drone,2,0,0,Turned Back,29412,5
9535,2025-03-06 12:09:00,Chaman border - Main sector,34,30.931606,66.446331,Outbound,Other,3,1,0,Escaped,47326,1
9536,2025-01-08 21:46:00,Landi Kotal area,33,34.105359,71.100134,Inbound,Tip-Off,2,0,0,Turned Back,,3
9537,2025-11-05 22:09:00,Khyber Pass - off-road crossing,33,34.055534,71.000928,Inbound,Drone,3,0,1,Partial Capture,140456,3
9538,2025-11-23 22:52:00,Chaman border - Western flank,34,30.90255,66.352244,Inbound,Tip-Off,5,0,0,Turned Back,,3
9539,2025-08-10 00:14:00,Chaman border - Western flank,34,30.859902,66.377454,Outbound,Tip-Off,3,0,3,Apprehended,,3
9540,2025-11-04 21:37:00,Kasur sector,35,31.071729,74.480524,Outbound,Patrol,12,1,1,Partial Capture,,2
9541,2025-05-18 16:13:00,Karachi coastal - Ibrahim Hyderi,38,24.812127,67.136568,Outbound,Tip-Off,5,0,5,Apprehended,,1
9542,2025-09-17 21:40:00,Wagah border - Agricultural zone,35,31.577543,74.542267,Inbound,Drone,3,0,3,Apprehended,62986,2
9543,2025-08-05 03:37:00,Wagah border - Agricultural zone,35,31.630492,74.568506,Inbound,Patrol,20,0,20,Apprehended,,1
9544,2025-10-12 01:08:00,Chaman border - Western flank,34,30.844251,66.371264,Outbound,Patrol,2,0,0,Escaped,105273,3
9545,2025-09-12 18:12:00,Khyber Pass - off-road crossing,33,34.020174,71.016509,Inbound,Tip-Off,1,1,1,Apprehended,100323,3
9546,2025-03-27 01:35:00,Landi Kotal area,33,34.06414,71.128674,Inbound,Patrol,1,1,0,Escaped,,1
9547,2025-10-25 02:25:00,Torkham vicinity - North sector,33,34.118976,71.109822,Outbound,Drone,8,1,0,Turned Back,86775,1
9548,2025-03-16 14:45:00,Torkham vicinity - South sector,33,34.061388,71.097708,Inbound,Other,8,0,8,Apprehended,,3
9549,2025-05-03 03:18:00,Makran coast - Jiwani,39,25.0141,61.796024,Inbound,Informant,8,0,0,Turned Back,12803,18
9550,2025-12-02 21:14:00,Makran coast - Pasni,39,25.289583,63.486413,Outbound,Other,3,0,3,Apprehended,,21
9551,2025-01-17 05:11:00,Torkham vicinity - North sector,33,34.045522,71.10322,Inbound,Tip-Off,3,1,0,Turned Back,,1
9552,2025-05-08 00:59:00,Taftan border zone,36,28.862369,61.603576,Outbound,Patrol,5,0,5,Apprehended,,1
9553,2025-04-26 03:35:00,Spin Boldak corridor,34,30.937706,66.461184,Outbound,Tip-Off,5,0,5,Apprehended,,3
9554,2025-02-26 18:54:00,Karachi coastal - Ibrahim Hyderi,38,24.767567,67.12273,Inbound,Drone,2,0,0,Turned Back,,6
9555,2025-02-14 00:39:00,Torkham vicinity - South sector,33,34.075532,71.123753,Inbound,Drone,8,1,0,Escaped,,3
9556,2025-11-03 16:47:00,Makran coast - Jiwani,39,25.002929,61.793057,Outbound,Drone,5,0,5,Apprehended,,4
9557,2025-12-10 01:56:00,Taftan border zone,36,28.85976,61.615919,Inbound,Sensor,3,0,3,Apprehended,,1
9558,2025-08-01 19:33:00,Torkham vicinity - North sector,33,34.061012,71.046029,Inbound,Drone,5,0,0,Escaped,,3
9559,2025-12-17 00:31:00,Torkham vicinity - North sector,33,34.13036,71.080098,Outbound,Tip-Off,12,0,12,Apprehended,,3
9560,2025-02-26 01:23:00,Torkham vicinity - North sector,33,34.056025,71.059115,Outbound,CCTV,3,1,0,Turned Back,,1
9561,2025-09-17 00:39:00,Khyber Pass - off-road crossing,33,34.061136,71.09286,Outbound,Patrol,12,1,12,Apprehended,,3
9562,2025-11-02 21:04:00,Spin Boldak corridor,34,30.951047,66.482915,Inbound,Informant,3,1,3,Apprehended,,3
9563,2025-05-16 02:55:00,Taftan border zone,36,28.880908,61.630574,Outbound,Tip-Off,8,1,0,Turned Back,23540,3
9564,2025-03-19 16:34:00,Makran coast - Jiwani,39,25.096027,61.785623,Outbound,Checkpoint,2,0,1,Partial Capture,,1
9565,2025-09-23 02:22:00,Khyber Pass - off-road crossing,33,34.043485,71.031692,Inbound,Tip-Off,1,0,1,Partial Capture,,3
9566,2025-01-17 18:45:00,Makran coast - Pasni,39,25.274627,63.460928,Inbound,Informant,2,1,1,Partial Capture,,18
9567,2025-08-13 22:02:00,Taftan border zone,36,28.898791,61.62268,Outbound,Sensor,5,0,5,Apprehended,139608,3
9568,2025-10-22 22:02:00,Kasur sector,35,31.121096,74.415096,Outbound,Sensor,5,0,5,Apprehended,,2
9569,2025-07-07 02:03:00,Chaman border - Western flank,34,30.918681,66.370126,Outbound,Sensor,2,0,2,Apprehended,,3
9570,2025-05-08 23:26:00,Torkham vicinity - North sector,33,34.12465,71.038087,Inbound,Patrol,8,1,8,Apprehended,125403,3
9571,2025-03-26 03:30:00,Makran coast - Jiwani,39,25.030084,61.775071,Inbound,Drone,5,0,5,Apprehended,87499,3
9572,2025-07-27 01:29:00,Khyber Pass - off-road crossing,33,34.044716,71.067229,Inbound,Tip-Off,12,1,12,Apprehended,,3
9573,2025-05-14 16:27:00,Torkham vicinity - North sector,33,34.088044,71.051626,Inbound,Sensor,1,0,1,Apprehended,,1
9574,2025-12-08 22:17:00,Torkham vicinity - South sector,33,34.091701,71.065718,Inbound,Checkpoint,8,1,0,Turned Back,,3
9575,2025-05-23 18:00:00,Torkham vicinity - South sector,33,34.032982,71.087666,Inbound,Patrol,1,0,0,Escaped,,1
9576,2025-01-21 22:21:00,Landi Kotal area,33,34.099403,71.158416,Inbound,Patrol,8,0,7,Partial Capture,66840,1
9577,2025-12-27 03:29:00,Spin Boldak corridor,34,30.914566,66.498888,Inbound,Sensor,3,0,0,Turned Back,64484,3
9578,2025-02-28 23:01:00,Spin Boldak corridor,34,30.995292,66.539373,Inbound,Tip-Off,8,1,0,Escaped,,3
9579,2025-03-11 23:11:00,Wagah border - Agricultural zone,35,31.637508,74.622563,Outbound,Patrol,1,1,0,Escaped,,2
9580,2025-04-12 23:45:00,Mashkel desert crossing,36,27.834092,63.03169,Outbound,Drone,3,0,3,Apprehended,41635,3
9581,2025-02-18 02:50:00,Torkham vicinity - North sector,33,34.092585,71.064871,Inbound,Tip-Off,20,0,0,Turned Back,,1
9582,2025-11-05 21:23:00,Torkham vicinity - North sector,33,34.114844,71.060714,Inbound,Patrol,5,0,5,Apprehended,,3
9583,2025-08-13 03:31:00,Torkham vicinity - North sector,33,34.060962,71.091221,Inbound,Drone,8,1,0,Turned Back,,3
9584,2025-02-08 09:20:00,Wagah border - Agricultural zone,35,31.592869,74.548146,Outbound,Patrol,8,1,0,Turned Back,,2
9585,2025-12-07 20:27:00,Torkham vicinity - South sector,33,34.034246,71.124158,Inbound,Other,8,1,8,Apprehended,,3
9586,2025-07-04 22:34:00,Landi Kotal area,33,34.07809,71.114049,Inbound,Sensor,3,0,3,Apprehended,,3
9587,2025-10-18 05:17:00,Chaman border - Main sector,34,30.958622,66.501229,Inbound,Sensor,5,1,5,Apprehended,,1
9588,2025-07-26 19:36:00,Chaman border - Western flank,34,30.833231,66.386345,Outbound,Tip-Off,3,0,3,Apprehended,,3
9589,2025-12-15 20:21:00,Torkham vicinity - North sector,33,34.047889,71.068472,Inbound,Informant,5,1,4,Partial Capture,114069,1
9590,2025-01-13 19:23:00,Torkham vicinity - North sector,33,34.075795,71.109257,Outbound,Checkpoint,8,1,0,Turned Back,,3
9591,2025-08-26 19:53:00,Khyber Pass - off-road crossing,33,34.050525,71.067027,Inbound,Drone,3,0,1,Partial Capture,43233,3
9592,2025-05-10 06:04:00,Torkham vicinity - North sector,33,34.055634,71.084771,Inbound,Checkpoint,3,0,3,Apprehended,,1
9593,2025-10-04 22:45:00,Makran coast - Pasni,39,25.215706,63.454047,Inbound,Patrol,5,0,0,Turned Back,,21
9594,2025-04-28 01:57:00,Kasur sector,35,31.104677,74.481065,Outbound,Drone,5,1,0,Escaped,,2
9595,2025-10-16 17:22:00,Torkham vicinity - North sector,33,34.059615,71.049099,Outbound,Patrol,1,1,1,Apprehended,149553,1
9596,2025-04-08 21:11:00,Chaman border - Main sector,34,30.906156,66.412863,Inbound,Drone,5,0,0,Turned Back,,1
9597,2025-07-09 01:26:00,Chaman border - Main sector,34,30.943147,66.499908,Outbound,Patrol,12,0,0,Escaped,,1
9598,2025-08-18 01:19:00,Chaman border - Western flank,34,30.85972,66.392304,Inbound,Tip-Off,2,1,2,Apprehended,,3
9599,2025-12-16 20:27:00,Torkham vicinity - North sector,33,34.048435,71.06893,Inbound,Patrol,20,1,20,Apprehended,7283,3
9600,2025-08-04 13:35:00,Chaman border - Main sector,34,30.953643,66.46608,Outbound,CCTV,3,0,1,Partial Capture,101805,3
9601,2025-03-13 17:31:00,Makran coast - Pasni,39,25.304127,63.474512,Inbound,Informant,5,0,5,Apprehended,,1
9602,2025-10-24 01:05:00,Torkham vicinity - South sector,33,34.028126,71.128271,Inbound,Informant,1,0,0,Turned Back,,1
9603,2025-05-16 19:50:00,Makran coast - Ormara,38,25.186616,64.681914,Outbound,Patrol,1,0,1,Apprehended,39375,4
9604,2025-12-19 21:49:00,Khyber Pass - off-road crossing,33,34.04019,71.078123,Inbound,Informant,5,0,0,Escaped,144834,3
9605,2025-12-24 01:49:00,Spin Boldak corridor,34,30.902784,66.479156,Outbound,Sensor,12,1,0,Escaped,,3
9606,2025-07-28 03:50:00,Karachi coastal - Ibrahim Hyderi,38,24.773326,67.104566,Inbound,Patrol,3,0,0,Escaped,,22
9607,2025-12-02 06:08:00,Taftan border zone,36,28.864117,61.609623,Inbound,Tip-Off,3,0,3,Apprehended,,3
9608,2025-11-21 14:40:00,Makran coast - Jiwani,39,25.041528,61.781928,Inbound,Informant,5,0,5,Apprehended,,18
9609,2025-06-07 05:52:00,Torkham vicinity - North sector,33,34.053838,71.123667,Outbound,Patrol,3,0,2,Partial Capture,,1
9610,2025-02-06 22:02:00,Spin Boldak corridor,34,30.921206,66.532819,Outbound,Patrol,5,0,3,Partial Capture,128585,3
9611,2025-03-28 20:26:00,Khyber Pass - off-road crossing,33,34.069364,71.069788,Inbound,Drone,2,0,0,Escaped,,3
9612,2025-09-16 06:00:00,Kasur sector,35,31.072419,74.467165,Outbound,Patrol,3,0,3,Apprehended,146084,2
9613,2025-04-14 01:36:00,Taftan border zone,36,28.943212,61.621028,Outbound,CCTV,1,0,0,Escaped,51752,4
9614,2025-04-05 23:51:00,Makran coast - Jiwani,39,25.02219,61.703416,Inbound,Informant,5,0,4,Partial Capture,,1
9615,2025-03-09 22:30:00,Torkham vicinity - North sector,33,34.046533,71.116653,Inbound,Drone,3,1,3,Apprehended,,1
9616,2025-12-11 05:22:00,Chaman border - Western flank,34,30.901011,66.440734,Outbound,Drone,8,1,0,Turned Back,125402,3
9617,2025-09-12 18:15:00,Torkham vicinity - North sector,33,34.06166,71.107181,Inbound,CCTV,1,0,0,Turned Back,27679,1
9618,2025-12-08 04:02:00,Spin Boldak corridor,34,30.915258,66.461048,Inbound,Tip-Off,5,0,3,Partial Capture,,3
9619,2025-07-20 21:06:00,Taftan border zone,36,28.918556,61.590285,Outbound,Patrol,5,0,5,Apprehended,,1
9620,2025-04-26 21:46:00,Torkham vicinity - North sector,33,34.127366,71.071141,Inbound,Sensor,5,0,5,Apprehended,,3
9621,2025-05-04 17:09:00,Khunjerab Pass area,37,36.804574,75.421281,Outbound,Drone,1,0,1,Partial Capture,,43
9622,2025-12-22 20:44:00,Chaman border - Western flank,34,30.915493,66.411522,Inbound,Drone,20,0,20,Apprehended,,3
9623,2025-10-26 14:45:00,Landi Kotal area,33,34.133877,71.115659,Outbound,Sensor,12,1,0,Escaped,,1
9624,2025-03-12 04:24:00,Khyber Pass - off-road crossing,33,34.029767,71.07787,Inbound,Drone,5,0,0,Escaped,31067,3
9625,2025-06-28 00:15:00,Chaman border - Western flank,34,30.897552,66.446984,Inbound,Patrol,5,0,5,Apprehended,113561,3
9626,2025-02-21 22:52:00,Khyber Pass - off-road crossing,33,34.09394,71.035224,Outbound,Drone,12,1,0,Escaped,,3
9627,2025-11-06 04:17:00,Torkham vicinity - North sector,33,34.130812,71.082075,Outbound,Patrol,5,0,0,Escaped,70657,3
