claim_id,traveler_id,filing_date,claim_basis,origin_country_id,status,decision_date,assigned_officer,dependents_count
19380,135556,2025-05-20,Political,1,Filed,,Tahira Mahmood,1
19381,25872,2025-04-19,Other,2,Appealed,2025-08-03,Kamran Akhtar,1
19382,18817,2025-03-09,War,3,Filed,,Amjad Mahmood,2
19383,46213,2025-11-23,War,18,Under Review,,Bilal Bukhari,2
19384,32108,2025-03-09,Political,3,Approved,2025-08-31,Naveed Paracha,3
19385,111066,2025-04-21,Political,3,Filed,,Naveed Gondal,0
19386,47429,2025-02-03,Ethnic,3,Under Review,,Rashid Lodhi,1
19387,47370,2025-08-20,Ethnic,23,Under Review,,Tahira Sethi,1
19388,2556,2025-10-08,Persecution,1,Under Review,,Asad Mahmood,3
19389,73493,2025-12-23,Political,3,Under Review,,Lubna Lodhi,0
19390,94653,2025-10-21,Ethnic,22,Under Review,,Bilal Bukhari,1
19391,26988,2025-08-05,War,3,Interview Scheduled,,Kamran Syed,4
19392,81266,2025-12-14,War,19,Under Review,,Sobia Sethi,2
19393,148028,2025-10-20,Persecution,3,Under Review,,Zafar Chaudhry,1
19394,74003,2025-04-04,Political,3,Approved,2025-08-31,Tariq Riaz,1
19395,143819,2025-10-06,Religious,22,Under Review,,Sobia Bukhari,1
19396,12845,2025-08-10,War,3,Under Review,,Tahira Sethi,6
19397,112648,2025-01-17,Ethnic,3,Approved,2025-04-07,Kamran Bukhari,1
19398,19906,2025-11-11,Gender-Based,6,Appealed,2025-12-24,Naveed Syed,4
19399,50942,2025-05-23,Religious,17,Under Review,,Amjad Chaudhry,2
19400,114125,2025-02-18,War,17,Approved,2025-07-22,Lubna Bukhari,0
19401,104394,2025-01-24,War,3,Interview Scheduled,,Naveed Lodhi,0
19402,85244,2025-11-20,Political,3,Under Review,,Amjad Lodhi,2
19403,79971,2025-04-23,War,3,Approved,2025-09-30,Naveed Sethi,0
19404,83780,2025-08-11,Ethnic,3,Under Review,,Bilal Sethi,3
19405,95646,2025-10-13,War,3,Under Review,,Samina Chaudhry,1
19406,28370,2025-06-13,Persecution,41,Denied,2025-09-08,Saima Lodhi,1
19407,57042,2025-07-18,Other,19,Denied,2025-11-29,Rashid Riaz,0
19408,54943,2025-07-16,Political,1,Under Review,,Naveed Sethi,0
19409,117970,2025-05-14,Ethnic,3,Denied,2025-09-06,Irfan Lodhi,3
19410,39722,2025-02-01,War,23,Denied,2025-05-30,Bilal Gondal,2
19411,90079,2025-07-15,Persecution,22,Filed,,Lubna Riaz,3
19412,60038,2025-07-14,Other,3,Interview Scheduled,,Irfan Chaudhry,4
19413,51138,2025-09-16,Gender-Based,19,Withdrawn,2025-11-23,Amjad Gondal,0
19414,108546,2025-10-04,Persecution,3,Withdrawn,2025-12-03,Samina Riaz,3
19415,116654,2025-06-13,Religious,1,Appealed,2025-11-09,Samina Akhtar,2
19416,111113,2025-02-10,War,3,Under Review,,Nadia Gondal,1
19417,22075,2025-05-10,War,18,Approved,2025-06-15,Waqas Bukhari,1
19418,17772,2025-07-06,War,42,Withdrawn,2025-10-24,Tariq Riaz,3
19419,104977,2025-10-08,War,3,Under Review,,Amjad Bukhari,0
19420,26634,2025-02-23,War,3,Interview Scheduled,,Rashid Mahmood,0
19421,101622,2025-04-03,Ethnic,17,Filed,,Saima Riaz,1
19422,4339,2025-11-21,Political,42,Interview Scheduled,,Hina Paracha,1
19423,2530,2025-07-17,Political,3,Appealed,2025-09-09,Amjad Sethi,3
19424,76185,2025-05-22,Political,3,Approved,2025-09-30,Uzma Mahmood,1
19425,40355,2025-07-24,Ethnic,3,Filed,,Uzma Gondal,0
19426,18365,2025-01-26,Persecution,3,Under Review,,Nadia Syed,0
19427,70908,2025-08-14,Persecution,3,Denied,2025-09-13,Sobia Syed,5
19428,54824,2025-04-13,Persecution,18,Approved,2025-07-05,Sobia Lodhi,2
19429,1661,2025-09-01,Ethnic,6,Approved,2025-11-04,Lubna Akhtar,1
19430,44509,2025-06-14,War,3,Withdrawn,2025-08-09,Saima Gondal,0
19431,30438,2025-06-07,War,3,Interview Scheduled,,Amjad Lodhi,2
19432,82311,2025-07-01,Persecution,3,Under Review,,Uzma Sethi,0
19433,42383,2025-07-13,Ethnic,3,Approved,2025-11-08,Sobia Riaz,2
19434,84107,2025-03-14,Persecution,16,Appealed,2025-04-29,Tahira Riaz,3
19435,35124,2025-10-22,Political,3,Under Review,,Bilal Riaz,4
19436,64528,2025-03-24,Political,18,Denied,2025-05-16,Bilal Syed,1
19437,11879,2025-09-01,Political,19,Under Review,,Hina Bukhari,5
19438,47631,2025-04-12,Gender-Based,3,Interview Scheduled,,Nadia Paracha,3
19439,145496,2025-05-04,War,3,Denied,2025-08-31,Samina Syed,1
19440,130722,2025-01-21,Political,17,Denied,2025-07-08,Tahira Mahmood,3
19441,133424,2025-12-05,Political,3,Interview Scheduled,,Amjad Bukhari,2
19442,38662,2025-01-02,War,42,Withdrawn,2025-06-22,Asad Syed,0
19443,125290,2025-06-23,Ethnic,3,Approved,2025-10-11,Sobia Sethi,1
19444,146938,2025-09-19,Political,16,Approved,2025-10-23,Naveed Chaudhry,2
19445,50942,2025-12-10,Religious,17,Filed,,Zafar Syed,1
19446,25124,2025-12-21,War,48,Under Review,,Saima Akhtar,1
19447,901,2025-02-03,Political,41,Under Review,,Saima Chaudhry,6
19448,71420,2025-01-14,Political,3,Approved,2025-06-02,Tahira Chaudhry,4
19449,64866,2025-02-25,Ethnic,3,Interview Scheduled,,Zafar Lodhi,1
19450,39615,2025-12-01,Persecution,17,Under Review,,Hina Akhtar,5
19451,82494,2025-03-07,Persecution,3,Appealed,2025-07-14,Irfan Mahmood,1
19452,7954,2025-09-15,Political,3,Denied,2025-12-14,Waqas Riaz,1
19453,140623,2025-10-27,Persecution,18,Under Review,,Irfan Paracha,0
19454,128000,2025-08-09,Political,3,Interview Scheduled,,Fahad Akhtar,2
19455,29466,2025-04-10,War,3,Denied,2025-06-28,Asad Akhtar,5
19456,147588,2025-10-18,Political,17,Under Review,,Naveed Riaz,1
19457,16863,2025-01-09,Religious,17,Filed,,Tahira Paracha,0
19458,106122,2025-07-21,Political,3,Under Review,,Kamran Riaz,0
19459,83066,2025-02-22,Persecution,3,Denied,2025-07-27,Rashid Riaz,0
19460,126578,2025-03-22,Political,3,Interview Scheduled,,Fahad Gondal,0
19461,105450,2025-08-06,Persecution,19,Filed,,Tariq Lodhi,0
19462,18701,2025-10-28,War,3,Under Review,,Kamran Akhtar,1
19463,144653,2025-02-09,Ethnic,3,Filed,,Bilal Mahmood,0
19464,38408,2025-01-23,War,3,Approved,2025-06-12,Saima Bukhari,6
19465,50907,2025-03-05,War,3,Withdrawn,2025-06-27,Fahad Mahmood,0
19466,93264,2025-10-05,Ethnic,3,Filed,,Bilal Sethi,0
19467,76017,2025-12-12,Gender-Based,17,Under Review,,Kamran Chaudhry,1
19468,70377,2025-05-24,Religious,3,Denied,2025-10-08,Saima Riaz,3
19469,3428,2025-07-13,Ethnic,2,Withdrawn,2025-11-06,Naveed Gondal,0
19470,40793,2025-03-24,War,16,Under Review,,Saima Chaudhry,1
19471,93306,2025-05-10,War,3,Denied,2025-07-17,Fahad Lodhi,2
19472,32200,2025-10-28,War,16,Under Review,,Nadia Lodhi,3
19473,128186,2025-01-28,War,19,Under Review,,Sobia Bukhari,2
19474,112448,2025-05-15,Ethnic,3,Under Review,,Nadia Sethi,5
19475,3625,2025-10-22,Persecution,3,Under Review,,Bilal Bukhari,2
19476,58066,2025-02-03,War,42,Approved,2025-07-13,Tahira Syed,2
19477,29172,2025-02-15,Ethnic,18,Interview Scheduled,,Lubna Syed,0
19478,52653,2025-09-28,Political,2,Under Review,,Hina Lodhi,2
19479,58066,2025-03-18,Ethnic,42,Approved,2025-04-25,Tariq Lodhi,2
19480,75289,2025-02-24,Persecution,27,Denied,2025-08-02,Nadia Chaudhry,6
19481,130982,2025-03-21,Political,41,Approved,2025-06-22,Saima Chaudhry,2
19482,110453,2025-09-16,War,23,Under Review,,Nadia Mahmood,1
19483,73672,2025-10-11,Persecution,3,Under Review,,Irfan Paracha,0
19484,16111,2025-11-05,Persecution,3,Interview Scheduled,,Rashid Paracha,1
19485,67238,2025-12-19,War,3,Under Review,,Hina Sethi,5
19486,58329,2025-06-09,War,18,Denied,2025-09-25,Irfan Lodhi,2
19487,23190,2025-11-14,Persecution,16,Under Review,,Saima Bukhari,1
19488,91356,2025-09-15,Persecution,18,Denied,2025-10-15,Samina Mahmood,1
19489,5062,2025-02-09,War,3,Under Review,,Tahira Syed,0
19490,125850,2025-08-09,Political,22,Appealed,2025-12-29,Tahira Gondal,0
19491,118415,2025-06-18,Religious,22,Filed,,Saima Paracha,1
19492,7407,2025-12-04,War,22,Under Review,,Sobia Paracha,0
19493,55459,2025-01-13,Persecution,3,Under Review,,Samina Sethi,2
19494,129435,2025-03-15,Political,26,Appealed,2025-06-26,Saima Lodhi,0
19495,97591,2025-11-01,War,3,Under Review,,Waqas Mahmood,1
19496,61593,2025-09-14,Persecution,3,Under Review,,Waqas Sethi,3
19497,29865,2025-04-21,Religious,3,Approved,2025-09-09,Tahira Akhtar,0
19498,141544,2025-01-13,Persecution,3,Filed,,Irfan Gondal,2
19499,60375,2025-12-05,War,19,Under Review,,Amjad Mahmood,3
19500,14738,2025-12-04,Persecution,18,Under Review,,Sobia Riaz,0
19501,48823,2025-02-24,Political,1,Approved,2025-08-22,Bilal Syed,2
19502,1945,2025-03-03,Other,1,Interview Scheduled,,Rashid Paracha,2
19503,73068,2025-02-04,Ethnic,19,Filed,,Fahad Riaz,2
19504,1158,2025-12-21,Political,16,Under Review,,Fahad Syed,1
19505,63492,2025-10-26,Religious,1,Under Review,,Fahad Lodhi,4
19506,145910,2025-04-12,War,3,Under Review,,Waqas Sethi,1
19507,76270,2025-06-15,Political,16,Filed,,Sobia Bukhari,0
19508,64555,2025-06-10,Political,3,Appealed,2025-07-31,Samina Syed,5
19509,130446,2025-09-19,War,16,Interview Scheduled,,Uzma Bukhari,3
19510,92524,2025-11-02,Persecution,3,Under Review,,Rashid Bukhari,1
19511,100990,2025-04-11,Political,3,Appealed,2025-07-30,Waqas Bukhari,2
19512,90742,2025-08-10,War,16,Under Review,,Tariq Bukhari,3
19513,146227,2025-07-06,Gender-Based,3,Withdrawn,2025-10-18,Samina Chaudhry,2
19514,125611,2025-08-06,War,1,Under Review,,Waqas Lodhi,1
19515,85688,2025-01-05,War,19,Interview Scheduled,,Zafar Syed,0
19516,112264,2025-07-11,Religious,3,Under Review,,Asad Sethi,1
19517,78742,2025-03-28,Ethnic,16,Approved,2025-08-08,Irfan Paracha,3
19518,92873,2025-05-23,Political,3,Filed,,Kamran Syed,2
19519,66660,2025-08-03,Political,3,Approved,2025-11-03,Kamran Paracha,0
19520,85699,2025-09-21,Ethnic,17,Under Review,,Amjad Mahmood,4
19521,100560,2025-10-16,Ethnic,23,Under Review,,Sobia Bukhari,0
19522,136952,2025-02-22,War,42,Approved,2025-08-13,Tariq Riaz,0
19523,105792,2025-09-11,Gender-Based,1,Under Review,,Nadia Sethi,5
19524,97511,2025-10-04,Political,22,Under Review,,Kamran Sethi,2
19525,63288,2025-05-16,Political,1,Denied,2025-09-17,Uzma Syed,2
19526,69426,2025-01-25,War,18,Denied,2025-05-19,Saima Sethi,1
19527,84727,2025-04-10,Political,3,Filed,,Tariq Mahmood,0
19528,45484,2025-01-06,War,42,Under Review,,Kamran Chaudhry,1
19529,86579,2025-09-25,War,16,Interview Scheduled,,Sobia Bukhari,2
19530,67438,2025-05-24,Ethnic,3,Filed,,Rashid Mahmood,0
19531,106435,2025-01-23,War,16,Interview Scheduled,,Samina Syed,5
19532,59197,2025-05-28,War,17,Under Review,,Shazia Bukhari,0
19533,28232,2025-03-18,Persecution,22,Approved,2025-07-15,Amjad Paracha,5
19534,13392,2025-01-01,Political,3,Approved,2025-04-26,Rashid Sethi,1
19535,64452,2025-01-03,Political,3,Under Review,,Zafar Gondal,0
19536,20638,2025-08-17,Religious,1,Approved,2025-10-14,Lubna Riaz,1
19537,15994,2025-03-27,Political,3,Appealed,2025-05-14,Asad Lodhi,4
19538,48502,2025-03-27,Persecution,3,Denied,2025-09-06,Sobia Akhtar,2
19539,11741,2025-06-24,Ethnic,3,Approved,2025-10-01,Samina Lodhi,0
19540,68032,2025-09-07,Political,16,Under Review,,Rashid Syed,0
19541,41176,2025-04-08,Persecution,1,Withdrawn,2025-07-22,Zafar Riaz,2
19542,8927,2025-11-14,War,42,Under Review,,Lubna Gondal,2
19543,92476,2025-03-19,Ethnic,3,Under Review,,Tariq Mahmood,0
19544,97152,2025-12-17,War,17,Under Review,,Bilal Riaz,1
19545,54529,2025-05-26,Ethnic,23,Filed,,Bilal Bukhari,0
19546,9975,2025-03-21,Political,30,Filed,,Waqas Syed,5
19547,73621,2025-10-22,War,16,Filed,,Rashid Sethi,0
19548,4370,2025-09-08,War,19,Approved,2025-12-06,Bilal Paracha,0
19549,113061,2025-07-16,Religious,3,Approved,2025-09-01,Fahad Riaz,2
19550,142940,2025-07-24,War,1,Denied,2025-09-16,Hina Riaz,3
19551,44932,2025-11-25,Ethnic,17,Under Review,,Waqas Syed,1
19552,29820,2025-11-14,War,16,Under Review,,Uzma Syed,0
19553,111342,2025-07-09,Religious,3,Denied,2025-10-28,Saima Chaudhry,3
19554,119239,2025-01-27,Political,42,Denied,2025-02-28,Amjad Paracha,0
19555,5413,2025-08-09,Ethnic,19,Interview Scheduled,,Sobia Sethi,2
19556,11480,2025-06-08,Ethnic,3,Under Review,,Asad Bukhari,1
19557,75434,2025-06-13,Religious,3,Approved,2025-11-21,Fahad Gondal,1
19558,115358,2025-09-02,Ethnic,22,Under Review,,Bilal Syed,3
19559,50460,2025-11-08,Political,3,Under Review,,Tariq Mahmood,1
19560,44956,2025-06-23,Political,3,Appealed,2025-10-11,Sobia Chaudhry,4
19561,121395,2025-11-10,War,3,Under Review,,Asad Sethi,6
19562,104188,2025-06-07,Ethnic,3,Denied,2025-08-11,Samina Riaz,4
19563,58280,2025-06-05,Ethnic,3,Approved,2025-09-08,Sobia Chaudhry,0
19564,16889,2025-05-23,Religious,16,Under Review,,Naveed Syed,0
19565,48683,2025-01-19,War,19,Appealed,2025-05-08,Rashid Chaudhry,1
19566,91046,2025-06-16,Religious,1,Approved,2025-10-22,Tahira Gondal,6
19567,28403,2025-02-07,Persecution,43,Approved,2025-04-03,Tariq Riaz,6
19568,35380,2025-10-04,Persecution,3,Under Review,,Hina Gondal,0
19569,5206,2025-03-28,Religious,17,Approved,2025-08-17,Tahira Sethi,0
19570,56716,2025-02-09,Persecution,3,Approved,2025-05-14,Irfan Riaz,0
19571,110759,2025-07-26,War,19,Denied,2025-09-15,Nadia Bukhari,0
19572,6233,2025-12-11,War,3,Under Review,,Uzma Akhtar,0
19573,97489,2025-10-21,War,41,Under Review,,Samina Bukhari,3
19574,6879,2025-12-20,Persecution,22,Under Review,,Kamran Chaudhry,2
19575,60850,2025-04-03,Persecution,16,Appealed,2025-06-16,Shazia Riaz,3
19576,1637,2025-02-04,War,2,Approved,2025-05-03,Rashid Syed,0
19577,17104,2025-01-04,Political,1,Interview Scheduled,,Asad Gondal,5
19578,114696,2025-05-05,Religious,16,Approved,2025-09-30,Kamran Chaudhry,0
19579,124869,2025-11-04,Persecution,1,Under Review,,Tahira Riaz,1
19580,123188,2025-09-06,Religious,3,Under Review,,Irfan Riaz,4
19581,122778,2025-05-05,Ethnic,17,Under Review,,Rashid Akhtar,0
19582,73829,2025-09-26,Ethnic,3,Under Review,,Lubna Syed,1
19583,65218,2025-09-19,War,16,Under Review,,Tahira Chaudhry,3
19584,19983,2025-10-13,War,3,Under Review,,Hina Bukhari,4
19585,87931,2025-12-03,War,3,Filed,,Saima Akhtar,5
19586,11846,2025-07-20,Religious,22,Denied,2025-11-25,Fahad Lodhi,4
19587,42415,2025-12-11,Other,3,Filed,,Fahad Bukhari,2
19588,126091,2025-06-13,Persecution,18,Approved,2025-11-12,Sobia Syed,1
19589,144136,2025-11-26,War,3,Under Review,,Tariq Bukhari,2
19590,104453,2025-10-27,Religious,3,Under Review,,Naveed Syed,0
19591,47966,2025-02-04,War,3,Withdrawn,2025-07-29,Uzma Lodhi,1
19592,146179,2025-02-03,War,23,Interview Scheduled,,Nadia Gondal,0
19593,133730,2025-02-07,Ethnic,3,Filed,,Bilal Gondal,0
19594,104890,2025-03-23,Religious,17,Approved,2025-08-21,Tahira Syed,0
19595,4812,2025-10-05,War,3,Under Review,,Tariq Bukhari,3
19596,2398,2025-09-10,Persecution,18,Denied,2025-11-18,Shazia Sethi,0
19597,43825,2025-10-06,Ethnic,3,Under Review,,Saima Syed,0
19598,60694,2025-09-01,War,1,Denied,2025-11-23,Nadia Bukhari,1
19599,48325,2025-02-18,Ethnic,2,Denied,2025-07-14,Uzma Mahmood,0
19600,141493,2025-04-23,Persecution,16,Filed,,Uzma Paracha,2
19601,43776,2025-04-18,War,3,Interview Scheduled,,Samina Sethi,2
19602,141628,2025-12-04,War,3,Interview Scheduled,,Bilal Syed,1
19603,51191,2025-09-19,Political,3,Appealed,2025-12-15,Bilal Paracha,2
19604,100518,2025-07-14,War,3,Denied,2025-12-06,Zafar Sethi,1
19605,120156,2025-04-16,Religious,18,Denied,2025-10-11,Tariq Syed,0
19606,46663,2025-03-07,War,3,Denied,2025-08-10,Hina Sethi,2
19607,50266,2025-01-12,Persecution,3,Approved,2025-03-29,Kamran Lodhi,1
19608,105281,2025-01-20,Persecution,3,Under Review,,Samina Sethi,3
19609,47588,2025-05-10,War,16,Under Review,,Zafar Paracha,4
19610,17786,2025-01-13,Persecution,18,Appealed,2025-07-11,Rashid Chaudhry,4
19611,74299,2025-08-19,Political,48,Under Review,,Saima Syed,0
19612,58731,2025-02-13,War,3,Under Review,,Samina Akhtar,3
19613,10971,2025-12-13,War,3,Under Review,,Nadia Sethi,0
19614,58971,2025-09-06,Religious,3,Filed,,Zafar Sethi,3
19615,37401,2025-06-20,Political,3,Approved,2025-11-03,Uzma Chaudhry,1
19616,34675,2025-03-01,Political,3,Interview Scheduled,,Kamran Sethi,1
19617,138048,2025-01-16,Persecution,22,Interview Scheduled,,Rashid Lodhi,0
19618,17139,2025-09-15,War,16,Under Review,,Samina Mahmood,2
19619,500,2025-01-10,Political,3,Approved,2025-02-28,Tariq Bukhari,0
19620,115477,2025-03-28,Gender-Based,3,Appealed,2025-07-14,Lubna Riaz,4
19621,74720,2025-11-19,Ethnic,18,Interview Scheduled,,Bilal Gondal,2
19622,134485,2025-12-12,War,3,Under Review,,Uzma Riaz,1
19623,80601,2025-06-09,Political,3,Approved,2025-08-12,Irfan Gondal,2
19624,136880,2025-03-01,Ethnic,3,Appealed,2025-08-05,Naveed Akhtar,2
19625,31335,2025-04-18,Persecution,17,Appealed,2025-07-21,Kamran Lodhi,2
19626,117080,2025-08-04,Ethnic,22,Interview Scheduled,,Fahad Mahmood,1
19627,66690,2025-11-19,War,16,Under Review,,Lubna Sethi,2
19628,67683,2025-11-12,War,17,Under Review,,Waqas Paracha,1
19629,104928,2025-06-10,War,18,Filed,,Rashid Bukhari,1
19630,26144,2025-12-17,War,16,Under Review,,Amjad Lodhi,0
19631,45248,2025-05-05,War,16,Appealed,2025-08-29,Asad Mahmood,2
19632,3730,2025-10-10,Religious,3,Under Review,,Bilal Gondal,1
19633,92626,2025-05-04,Religious,42,Denied,2025-07-07,Lubna Syed,2
19634,12466,2025-08-18,War,3,Under Review,,Hina Bukhari,2
19635,36743,2025-02-26,Political,19,Denied,2025-07-05,Rashid Chaudhry,1
19636,85058,2025-05-12,War,3,Approved,2025-07-02,Naveed Bukhari,1
19637,43304,2025-09-22,War,3,Under Review,,Zafar Bukhari,1
19638,46515,2025-11-17,Gender-Based,42,Under Review,,Amjad Chaudhry,0
19639,58458,2025-06-03,Persecution,3,Under Review,,Zafar Lodhi,0
19640,135126,2025-06-15,Political,48,Under Review,,Irfan Riaz,0
19641,77909,2025-09-26,Political,3,Under Review,,Amjad Syed,2
19642,90746,2025-09-19,Persecution,22,Interview Scheduled,,Tahira Chaudhry,0
19643,44778,2025-12-18,Religious,3,Under Review,,Asad Bukhari,1
19644,90993,2025-06-19,War,3,Denied,2025-09-17,Samina Chaudhry,2
19645,116590,2025-06-01,War,3,Appealed,2025-10-15,Amjad Bukhari,0
19646,136566,2025-05-10,Ethnic,3,Withdrawn,2025-10-23,Hina Syed,3
19647,121874,2025-08-11,War,19,Under Review,,Waqas Akhtar,1
19648,8943,2025-12-05,Persecution,3,Under Review,,Shazia Syed,2
19649,95333,2025-01-22,Persecution,3,Denied,2025-02-21,Asad Syed,1
19650,11432,2025-04-17,Religious,3,Under Review,,Saima Mahmood,3
19651,17515,2025-01-05,Ethnic,17,Denied,2025-05-26,Samina Gondal,4
19652,46463,2025-11-10,Political,3,Under Review,,Tariq Lodhi,3
19653,104924,2025-04-14,Ethnic,3,Withdrawn,2025-10-02,Hina Chaudhry,2
19654,126799,2025-08-06,Persecution,3,Approved,2025-11-01,Kamran Syed,0
19655,138903,2025-04-03,Persecution,3,Approved,2025-07-02,Irfan Syed,4
19656,37996,2025-10-26,War,3,Filed,,Hina Paracha,1
19657,85265,2025-09-22,Political,3,Under Review,,Sobia Gondal,3
19658,42808,2025-04-05,War,3,Denied,2025-05-21,Samina Chaudhry,0
19659,141259,2025-11-10,War,16,Under Review,,Hina Riaz,0
19660,87916,2025-04-18,Political,3,Denied,2025-09-29,Zafar Mahmood,0
19661,81302,2025-01-25,War,3,Under Review,,Sobia Riaz,0
19662,14043,2025-10-05,Political,3,Under Review,,Tariq Bukhari,3
19663,85922,2025-07-08,Persecution,17,Approved,2025-12-16,Tariq Akhtar,3
19664,17935,2025-12-14,Ethnic,3,Under Review,,Irfan Sethi,0
19665,17369,2025-06-04,Ethnic,3,Interview Scheduled,,Tariq Syed,1
19666,135110,2025-09-08,War,42,Under Review,,Saima Riaz,0
19667,32109,2025-02-08,Political,23,Filed,,Hina Riaz,0
19668,34231,2025-10-04,Religious,19,Under Review,,Nadia Lodhi,1
19669,122308,2025-06-03,Gender-Based,22,Filed,,Shazia Syed,1
19670,19057,2025-09-10,Religious,21,Filed,,Tariq Akhtar,3
19671,8806,2025-05-24,Ethnic,1,Filed,,Waqas Akhtar,0
19672,121669,2025-02-20,War,3,Approved,2025-04-05,Waqas Lodhi,0
19673,148816,2025-06-04,Religious,17,Approved,2025-08-09,Uzma Syed,2
19674,146702,2025-05-26,Persecution,17,Denied,2025-07-01,Waqas Chaudhry,4
19675,116970,2025-12-06,Ethnic,3,Under Review,,Samina Sethi,1
19676,19734,2025-03-26,Political,16,Approved,2025-08-29,Zafar Gondal,2
19677,90160,2025-09-26,Ethnic,22,Filed,,Lubna Gondal,0
19678,137631,2025-02-25,War,3,Under Review,,Rashid Sethi,3
19679,113093,2025-04-23,Other,19,Filed,,Kamran Syed,3
19680,123801,2025-11-02,War,3,Under Review,,Saima Gondal,2
19681,5665,2025-05-21,War,3,Denied,2025-06-28,Sobia Sethi,1
19682,41584,2025-01-15,War,18,Approved,2025-03-01,Sobia Akhtar,2
19683,86775,2025-11-08,Religious,3,Approved,2025-12-28,Tariq Riaz,1
19684,88227,2025-04-07,Persecution,19,Approved,2025-06-09,Sobia Gondal,2
19685,126307,2025-07-16,Persecution,1,Under Review,,Rashid Bukhari,3
19686,125306,2025-04-06,Persecution,3,Approved,2025-07-05,Sobia Chaudhry,1
19687,12423,2025-08-21,Political,16,Approved,2025-09-26,Hina Sethi,5
19688,92719,2025-01-12,War,17,Under Review,,Sobia Syed,0
19689,97331,2025-03-11,Religious,3,Appealed,2025-06-13,Bilal Syed,1
19690,77611,2025-11-12,Political,16,Approved,2025-12-17,Zafar Sethi,2
19691,4921,2025-07-16,Persecution,3,Under Review,,Naveed Bukhari,1
19692,76922,2025-01-26,Persecution,1,Denied,2025-04-02,Nadia Syed,2
19693,26093,2025-08-01,Persecution,22,Withdrawn,2025-09-11,Kamran Paracha,0
19694,116734,2025-08-22,War,18,Withdrawn,2025-11-18,Tahira Lodhi,1
19695,72193,2025-04-08,Political,3,Under Review,,Irfan Bukhari,0
19696,15078,2025-01-24,Persecution,3,Approved,2025-06-27,Sobia Riaz,2
19697,134965,2025-09-27,War,3,Filed,,Shazia Mahmood,1
19698,93014,2025-03-03,Persecution,3,Denied,2025-07-15,Tahira Paracha,2
19699,279,2025-09-25,War,16,Under Review,,Fahad Akhtar,0
19700,143626,2025-07-08,Persecution,22,Under Review,,Tahira Akhtar,0
19701,70556,2025-02-21,Persecution,16,Denied,2025-03-27,Rashid Gondal,1
19702,124166,2025-11-06,Persecution,21,Under Review,,Tahira Bukhari,2
19703,108771,2025-12-21,War,28,Under Review,,Tariq Sethi,0
19704,7438,2025-03-24,Persecution,1,Under Review,,Lubna Bukhari,0
19705,113657,2025-06-12,Ethnic,3,Filed,,Shazia Riaz,0
19706,133638,2025-11-02,Gender-Based,19,Under Review,,Bilal Chaudhry,2
19707,120698,2025-11-28,Ethnic,16,Under Review,,Amjad Syed,1
19708,89848,2025-10-11,War,3,Interview Scheduled,,Rashid Akhtar,1
19709,25806,2025-09-15,Gender-Based,1,Approved,2025-12-31,Amjad Riaz,0
19710,8473,2025-04-27,Persecution,18,Under Review,,Fahad Chaudhry,1
19711,63452,2025-10-26,War,3,Under Review,,Waqas Gondal,0
19712,55302,2025-08-18,Political,5,Filed,,Zafar Mahmood,2
19713,123719,2025-08-06,Persecution,3,Approved,2025-11-04,Nadia Akhtar,0
19714,149854,2025-10-15,Persecution,18,Under Review,,Samina Bukhari,1
19715,121425,2025-12-07,War,16,Filed,,Kamran Riaz,1
19716,120885,2025-05-12,Persecution,3,Interview Scheduled,,Tahira Akhtar,3
19717,21258,2025-09-27,War,3,Approved,2025-11-01,Fahad Gondal,0
19718,146230,2025-03-08,Religious,22,Appealed,2025-04-19,Tariq Mahmood,1
19719,18674,2025-09-24,Ethnic,19,Denied,2025-11-24,Sobia Akhtar,2
19720,121283,2025-04-18,War,3,Under Review,,Sobia Riaz,2
19721,109269,2025-04-21,Persecution,3,Appealed,2025-08-25,Asad Paracha,2
19722,33692,2025-03-07,Persecution,3,Filed,,Sobia Lodhi,1
19723,117132,2025-06-12,Political,19,Under Review,,Rashid Paracha,1
19724,8332,2025-08-27,Religious,3,Filed,,Uzma Chaudhry,2
19725,70787,2025-08-08,Political,17,Under Review,,Tariq Paracha,0
19726,36738,2025-06-19,Persecution,18,Under Review,,Waqas Syed,2
19727,137672,2025-11-03,Political,19,Under Review,,Shazia Paracha,4
19728,90585,2025-02-19,Religious,42,Appealed,2025-08-16,Waqas Akhtar,0
19729,79025,2025-04-27,Ethnic,18,Filed,,Asad Akhtar,0
19730,131452,2025-10-11,Religious,42,Under Review,,Bilal Bukhari,2
19731,136232,2025-07-07,Political,3,Denied,2025-09-06,Shazia Akhtar,0
19732,12839,2025-04-12,Persecution,3,Interview Scheduled,,Asad Sethi,2
19733,136153,2025-05-02,Gender-Based,19,Appealed,2025-06-17,Rashid Chaudhry,6
19734,86474,2025-03-25,Political,16,Denied,2025-09-04,Kamran Bukhari,0
19735,107012,2025-08-09,Religious,19,Filed,,Zafar Gondal,1
19736,83151,2025-08-16,War,42,Approved,2025-09-23,Zafar Mahmood,2
19737,123473,2025-07-25,War,16,Approved,2025-11-17,Bilal Chaudhry,2
19738,58810,2025-05-25,Persecution,1,Denied,2025-07-27,Zafar Syed,2
19739,127825,2025-05-08,Political,18,Filed,,Asad Akhtar,0
19740,110955,2025-05-19,War,16,Interview Scheduled,,Zafar Paracha,1
19741,98610,2025-03-20,War,17,Filed,,Sobia Lodhi,0
