detention_id,traveler_id,facility_name,facility_country_id,intake_date,release_date,reason,removal_order_id,status
5633,148364,"Immigration Holding Facility, Islamabad Airport",1,2025-06-20,2025-09-18,Criminal investigation,,Released
5634,41407,"Immigration Holding Facility, Islamabad Airport",1,2025-02-08,2025-02-15,Awaiting removal order,,Deported
5635,115982,"Immigration Holding Facility, Islamabad Airport",1,2025-03-23,2025-03-24,Awaiting removal order,12343,Released
5636,12508,"Immigration Holding Facility, Jinnah Airport",1,2025-05-10,2025-05-17,Pending deportation,11894,Deported
5637,27208,"Immigration Holding Facility, Islamabad Airport",1,2025-10-23,,Security screening,6118,Active
5638,54084,"Immigration Holding Facility, Jinnah Airport",1,2025-08-22,2025-08-25,Awaiting removal order,8348,Released
5639,14129,"FIA Detention Centre, Islamabad",1,2025-10-27,2025-10-28,Awaiting removal order,,Transferred
5640,125726,Chaman Border Detention Facility,1,2025-11-28,,Pending deportation,3004,Active
5641,774,"UNHCR Transit Centre, Peshawar",1,2025-05-06,2025-05-07,Awaiting removal order,5221,Deported
5642,69458,Chaman Border Detention Facility,1,2025-09-12,2025-09-15,Pending deportation,5537,Transferred
5643,4062,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-09-26,2025-09-29,Security screening,775,Released
5644,21853,"Immigration Holding Facility, Islamabad Airport",1,2025-01-23,2025-01-30,Security screening,2756,Deported
5645,93150,"Immigration Holding Facility, Islamabad Airport",1,2025-09-04,2025-09-18,Awaiting removal order,9464,Deported
5646,68758,"Transit Holding Centre, Quetta",1,2025-07-27,2025-08-26,Security screening,14747,Released
5647,87768,"Foreigners Registration Centre, Peshawar",1,2025-04-21,2025-04-28,Trafficking investigation,,Deported
5648,11862,Chaman Border Detention Facility,1,2025-06-08,2025-06-09,Security screening,13277,Deported
5649,22498,"FIA Detention Centre, Karachi",1,2025-09-07,2025-10-07,Awaiting removal order,3458,Released
5650,131173,"Immigration Holding Facility, Islamabad Airport",1,2025-06-23,2025-07-07,Criminal investigation,,Released
5651,32146,"Balochistan Repatriation Centre, Quetta",1,2025-06-27,2025-07-27,Awaiting removal order,5581,Deported
5652,56865,Chaman Border Detention Facility,1,2025-06-05,2025-06-12,Security screening,,Released
5653,21587,"FIA Detention Centre, Karachi",1,2025-09-24,2025-11-23,Unauthorized entry,,Deported
5654,136611,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-09-13,2025-10-13,Awaiting removal order,3585,Transferred
5655,52343,"Balochistan Repatriation Centre, Quetta",1,2025-02-19,2025-03-21,Security screening,4518,Deported
5656,79790,"Immigration Holding Facility, Islamabad Airport",1,2025-08-24,2025-08-27,Security screening,2488,Deported
5657,78366,"FIA Detention Centre, Lahore",1,2025-09-26,,Security screening,4059,Active
5658,91309,"FIA Detention Centre, Karachi",1,2025-04-15,2025-04-22,Security screening,14471,Deported
5659,15652,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-05-28,2025-06-11,Pending deportation,10793,Deported
5660,98418,Torkham Border Detention Facility,1,2025-08-01,,Awaiting removal order,8515,Active
5661,131619,"Immigration Holding Facility, Islamabad Airport",1,2025-09-05,2025-09-08,Security screening,6095,Deported
5662,73119,"Transit Holding Centre, Quetta",1,2025-12-09,2025-12-12,Pending deportation,,Deported
5663,42211,"FIA Detention Centre, Islamabad",1,2025-07-19,2025-08-18,Security screening,7210,Deported
5664,149231,"Balochistan Repatriation Centre, Quetta",1,2025-02-27,2025-02-28,Pending deportation,5093,Released
5665,58662,"FIA Detention Centre, Karachi",1,2025-10-18,2025-10-25,Security screening,194,Deported
5666,129030,"FIA Detention Centre, Karachi",1,2025-06-20,2025-06-27,Security screening,7854,Released
5667,103267,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-03-18,2025-03-21,Pending deportation,7264,Deported
5668,21904,"Immigration Holding Facility, Jinnah Airport",1,2025-11-01,2025-12-01,Pending deportation,14068,Released
5669,138166,Chaman Border Detention Facility,1,2025-03-06,2025-04-05,Security screening,2550,Deported
5670,143740,Torkham Border Detention Facility,1,2025-06-08,,Security screening,760,Active
5671,19462,Chaman Border Detention Facility,1,2025-11-18,2025-12-18,Pending deportation,13437,Released
5672,42945,"FIA Detention Centre, Lahore",1,2025-11-07,2025-11-14,Trafficking investigation,,Deported
5673,26702,"Immigration Holding Facility, Islamabad Airport",1,2025-11-18,2025-11-25,Border apprehension,,Transferred
5674,77662,"FIA Detention Centre, Islamabad",1,2025-05-17,2025-05-18,Awaiting removal order,448,Deported
5675,65975,"Immigration Holding Facility, Islamabad Airport",1,2025-11-07,2025-11-10,Awaiting removal order,9052,Deported
5676,110043,"Balochistan Repatriation Centre, Quetta",1,2025-11-09,2025-11-10,Document verification,,Deported
5677,2684,"Immigration Holding Facility, Islamabad Airport",1,2025-08-24,2025-09-23,Document verification,,Deported
5678,874,Torkham Border Detention Facility,1,2025-05-13,2025-05-16,Pending deportation,11507,Deported
5679,27364,Chaman Border Detention Facility,1,2025-08-28,2025-09-27,Security screening,11755,Deported
5680,31373,"FIA Detention Centre, Islamabad",1,2025-04-13,2025-06-12,Border apprehension,,Transferred
5681,148756,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-09-06,2025-09-07,Security screening,7424,Transferred
5682,121174,"UNHCR Transit Centre, Peshawar",1,2025-10-14,2025-12-13,Security screening,1364,Deported
5683,8590,"Immigration Holding Facility, Jinnah Airport",1,2025-12-12,,Security screening,527,Active
5684,69902,Chaman Border Detention Facility,1,2025-11-28,2025-12-28,Awaiting removal order,13785,Deported
5685,102734,"Foreigners Registration Centre, Peshawar",1,2025-02-14,,Awaiting removal order,7884,Active
5686,59115,"FIA Detention Centre, Islamabad",1,2025-04-17,2025-05-17,Pending deportation,14736,Deported
5687,20486,"Foreigners Registration Centre, Peshawar",1,2025-08-12,2025-09-11,Asylum processing,,Deported
5688,61417,Torkham Border Detention Facility,1,2025-02-09,2025-02-12,Awaiting removal order,13174,Deported
5689,134124,Torkham Border Detention Facility,1,2025-05-11,2025-05-14,Criminal investigation,,Released
5690,8121,"FIA Detention Centre, Lahore",1,2025-01-05,2025-01-06,Awaiting removal order,11337,Released
5691,66395,"Immigration Holding Facility, Jinnah Airport",1,2025-03-05,,Awaiting removal order,14783,Active
5692,134351,"FIA Detention Centre, Islamabad",1,2025-11-01,2025-12-01,Awaiting removal order,224,Released
5693,25037,"FIA Detention Centre, Islamabad",1,2025-05-16,2025-05-19,Pending deportation,14717,Transferred
5694,134228,"Balochistan Repatriation Centre, Quetta",1,2025-02-24,2025-03-10,Awaiting removal order,12352,Released
5695,94232,"Balochistan Repatriation Centre, Quetta",1,2025-07-09,,Awaiting removal order,8879,Active
5696,75442,"Immigration Holding Facility, Islamabad Airport",1,2025-01-21,2025-02-04,Identity verification,,Transferred
5697,140868,"FIA Detention Centre, Lahore",1,2025-01-24,2025-02-23,Identity verification,,Transferred
5698,147899,"Foreigners Registration Centre, Peshawar",1,2025-08-01,2025-08-02,Awaiting removal order,14819,Transferred
5699,30212,Torkham Border Detention Facility,1,2025-10-26,2025-10-29,Document verification,,Released
5700,42328,"Balochistan Repatriation Centre, Quetta",1,2025-10-10,2025-10-13,Security screening,1952,Released
5701,140052,"Foreigners Registration Centre, Peshawar",1,2025-01-14,2025-03-15,Asylum processing,,Deported
5702,148623,"Foreigners Registration Centre, Peshawar",1,2025-04-26,2025-06-25,Pending deportation,14389,Released
5703,124477,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-11-22,2025-11-25,Security screening,14602,Deported
5704,106179,Chaman Border Detention Facility,1,2025-03-24,2025-04-07,Pending deportation,,Released
5705,63628,"Immigration Holding Facility, Islamabad Airport",1,2025-05-19,,Identity verification,,Active
5706,149353,"Balochistan Repatriation Centre, Quetta",1,2025-09-08,2025-09-09,Awaiting removal order,9622,Released
5707,73621,Torkham Border Detention Facility,1,2025-04-09,2025-05-09,Pending deportation,8346,Transferred
5708,136876,"Immigration Holding Facility, Islamabad Airport",1,2025-03-02,2025-03-09,Security screening,6175,Transferred
5709,29123,"FIA Detention Centre, Islamabad",1,2025-03-15,2025-06-13,Pending deportation,3611,Released
5710,27585,"Immigration Holding Facility, Islamabad Airport",1,2025-10-11,2025-10-25,Document verification,,Released
5711,116570,"FIA Detention Centre, Lahore",1,2025-03-19,2025-03-20,Pending deportation,14067,Deported
5712,38834,"UNHCR Transit Centre, Peshawar",1,2025-09-08,,Awaiting removal order,1035,Active
5713,16939,"FIA Detention Centre, Karachi",1,2025-12-15,,Pending deportation,2885,Active
5714,21642,Chaman Border Detention Facility,1,2025-12-01,2025-12-02,Pending deportation,11876,Transferred
5715,83548,"Balochistan Repatriation Centre, Quetta",1,2025-09-17,,Border apprehension,,Active
5716,79289,"Balochistan Repatriation Centre, Quetta",1,2025-08-14,,Security screening,5922,Active
5717,54561,"Transit Holding Centre, Quetta",1,2025-10-03,2025-10-06,Security screening,14261,Released
5718,80438,Torkham Border Detention Facility,1,2025-07-19,,Border apprehension,,Active
5719,132617,"Transit Holding Centre, Quetta",1,2025-04-10,2025-04-13,Security screening,1938,Released
5720,87562,"UNHCR Transit Centre, Peshawar",1,2025-02-01,2025-03-03,Awaiting removal order,549,Deported
5721,38975,"Balochistan Repatriation Centre, Quetta",1,2025-05-10,2025-05-13,Pending deportation,,Deported
5722,88851,"FIA Detention Centre, Lahore",1,2025-02-15,2025-02-22,Security screening,3386,Released
5723,76008,Torkham Border Detention Facility,1,2025-06-03,2025-06-04,Security screening,,Transferred
5724,59485,"Immigration Holding Facility, Jinnah Airport",1,2025-02-28,2025-03-01,Security screening,1921,Deported
5725,121213,Torkham Border Detention Facility,1,2025-03-04,2025-04-03,Unauthorized entry,,Deported
5726,8174,"Balochistan Repatriation Centre, Quetta",1,2025-03-14,2025-03-21,Awaiting removal order,,Deported
5727,16745,"Foreigners Registration Centre, Peshawar",1,2025-10-23,2025-11-06,Pending deportation,9919,Released
5728,82575,"Foreigners Registration Centre, Peshawar",1,2025-07-13,2025-08-12,Awaiting removal order,6487,Deported
5729,92399,"FIA Detention Centre, Lahore",1,2025-08-09,2025-08-12,Awaiting removal order,9687,Released
5730,56612,"Immigration Holding Facility, Jinnah Airport",1,2025-01-20,2025-01-27,Awaiting removal order,13354,Deported
5731,82504,Chaman Border Detention Facility,1,2025-12-01,2025-12-04,Awaiting removal order,4670,Released
5732,119033,Chaman Border Detention Facility,1,2025-09-28,2025-10-12,Pending deportation,8526,Released
5733,68460,Chaman Border Detention Facility,1,2025-12-10,,Awaiting removal order,10584,Active
5734,45256,"Transit Holding Centre, Quetta",1,2025-06-17,2025-08-16,Pending deportation,8391,Released
5735,88798,"Balochistan Repatriation Centre, Quetta",1,2025-01-03,2025-02-02,Security screening,8660,Released
5736,135777,Chaman Border Detention Facility,1,2025-02-03,2025-04-04,Pending deportation,,Deported
5737,137316,Torkham Border Detention Facility,1,2025-10-04,2025-10-18,Border apprehension,,Deported
5738,146958,"Immigration Holding Facility, Islamabad Airport",1,2025-11-06,2025-11-20,Asylum processing,,Released
5739,34876,"UNHCR Transit Centre, Peshawar",1,2025-12-23,2025-12-30,Awaiting removal order,,Deported
5740,3066,Chaman Border Detention Facility,1,2025-12-08,2025-12-11,Security screening,8983,Released
5741,48118,"Foreigners Registration Centre, Peshawar",1,2025-09-21,2025-10-21,Pending deportation,3673,Released
5742,2566,"Transit Holding Centre, Quetta",1,2025-12-07,,Pending deportation,9739,Active
5743,59781,"FIA Detention Centre, Lahore",1,2025-10-01,2025-10-15,Security screening,8399,Released
5744,40833,"Transit Holding Centre, Quetta",1,2025-06-13,2025-06-20,Border apprehension,,Deported
5745,43904,"FIA Detention Centre, Karachi",1,2025-06-01,2025-06-04,Awaiting removal order,14530,Released
5746,55700,"Foreigners Registration Centre, Peshawar",1,2025-10-26,2025-11-25,Security screening,1840,Deported
5747,20920,"Transit Holding Centre, Quetta",1,2025-09-20,2025-09-21,Awaiting removal order,11881,Released
5748,111749,"FIA Detention Centre, Karachi",1,2025-07-07,2025-07-14,Security screening,12572,Deported
5749,26652,"Balochistan Repatriation Centre, Quetta",1,2025-04-18,2025-05-18,Pending deportation,,Transferred
5750,98080,"Balochistan Repatriation Centre, Quetta",1,2025-09-11,2025-09-14,Awaiting removal order,11391,Deported
5751,120395,Torkham Border Detention Facility,1,2025-09-03,2025-10-03,Trafficking investigation,,Transferred
5752,49449,"Transit Holding Centre, Quetta",1,2025-01-25,2025-02-01,Awaiting removal order,3452,Released
5753,40456,Torkham Border Detention Facility,1,2025-02-12,2025-02-13,Document verification,,Transferred
5754,44098,"Foreigners Registration Centre, Peshawar",1,2025-09-26,2025-11-25,Pending deportation,2812,Released
5755,96512,Chaman Border Detention Facility,1,2025-09-08,2025-09-11,Pending deportation,10643,Released
5756,149785,"FIA Detention Centre, Karachi",1,2025-02-01,2025-02-04,Security screening,11446,Transferred
5757,89994,"Transit Holding Centre, Quetta",1,2025-11-16,2025-11-17,Security screening,2006,Deported
5758,114766,"FIA Detention Centre, Karachi",1,2025-11-18,2025-12-02,Pending deportation,,Deported
5759,126202,"Immigration Holding Facility, Jinnah Airport",1,2025-02-21,2025-02-22,Pending deportation,12124,Released
5760,41528,"UNHCR Transit Centre, Peshawar",1,2025-10-05,2025-10-08,Awaiting removal order,13048,Released
5761,112302,"FIA Detention Centre, Karachi",1,2025-03-22,2025-04-21,Pending deportation,14755,Deported
5762,69672,"FIA Detention Centre, Karachi",1,2025-04-28,2025-04-29,Asylum processing,,Deported
5763,130977,"FIA Detention Centre, Lahore",1,2025-07-10,2025-08-09,Criminal investigation,,Released
5764,134464,"FIA Detention Centre, Lahore",1,2025-07-07,2025-08-06,Security screening,6091,Transferred
5765,84259,"FIA Detention Centre, Islamabad",1,2025-06-07,2025-06-14,Security screening,10651,Released
5766,134850,Chaman Border Detention Facility,1,2025-05-23,2025-05-30,Security screening,11201,Deported
5767,2126,"Transit Holding Centre, Quetta",1,2025-10-07,2025-10-14,Pending deportation,7696,Released
5768,132456,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-01-01,2025-01-08,Pending deportation,9232,Deported
5769,76005,"FIA Detention Centre, Islamabad",1,2025-11-07,2025-11-10,Document verification,,Deported
5770,32763,"FIA Detention Centre, Karachi",1,2025-07-22,2025-07-29,Criminal investigation,,Deported
5771,69878,"FIA Detention Centre, Lahore",1,2025-12-12,,Pending deportation,10050,Active
5772,16780,Torkham Border Detention Facility,1,2025-09-26,2025-10-10,Awaiting removal order,1775,Transferred
5773,51257,Chaman Border Detention Facility,1,2025-03-23,2025-04-22,Asylum processing,,Released
5774,47127,"Immigration Holding Facility, Islamabad Airport",1,2025-03-19,2025-04-18,Security screening,704,Transferred
5775,7053,"UNHCR Transit Centre, Peshawar",1,2025-07-27,2025-08-10,Awaiting removal order,10283,Deported
5776,103491,"Balochistan Repatriation Centre, Quetta",1,2025-02-10,2025-02-17,Security screening,763,Deported
5777,89813,"Immigration Holding Facility, Jinnah Airport",1,2025-02-05,2025-04-06,Border apprehension,,Released
5778,99053,"Immigration Holding Facility, Islamabad Airport",1,2025-02-21,2025-02-28,Awaiting removal order,12228,Released
5779,81232,"Immigration Holding Facility, Islamabad Airport",1,2025-02-11,2025-03-13,Asylum processing,,Deported
5780,97736,"Transit Holding Centre, Quetta",1,2025-11-17,2025-12-01,Pending deportation,6628,Released
5781,68638,"UNHCR Transit Centre, Peshawar",1,2025-08-07,2025-09-06,Security screening,14164,Released
5782,9351,"Immigration Holding Facility, Jinnah Airport",1,2025-10-03,2025-12-02,Awaiting removal order,4811,Released
5783,32902,"FIA Detention Centre, Lahore",1,2025-05-05,2025-07-04,Security screening,9657,Released
5784,110425,"Balochistan Repatriation Centre, Quetta",1,2025-10-06,2025-10-13,Awaiting removal order,3422,Deported
5785,116673,"FIA Detention Centre, Karachi",1,2025-10-28,2025-10-29,Pending deportation,4462,Deported
5786,21839,"FIA Detention Centre, Islamabad",1,2025-09-10,2025-09-24,Security screening,8426,Deported
5787,121978,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-07-15,2025-07-22,Pending deportation,8142,Released
5788,54244,"Immigration Holding Facility, Jinnah Airport",1,2025-03-11,2025-03-14,Unauthorized entry,,Transferred
5789,21584,Torkham Border Detention Facility,1,2025-09-27,2025-09-30,Unauthorized entry,,Released
5790,140818,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-06-08,2025-07-08,Pending deportation,3549,Deported
5791,95343,"Transit Holding Centre, Quetta",1,2025-10-12,2025-10-19,Security screening,5736,Released
5792,135552,"Balochistan Repatriation Centre, Quetta",1,2025-09-27,2025-09-28,Awaiting removal order,12934,Deported
5793,2484,"Foreigners Registration Centre, Peshawar",1,2025-12-28,2025-12-31,Document verification,,Released
5794,49532,"FIA Detention Centre, Islamabad",1,2025-05-07,2025-06-06,Awaiting removal order,,Released
5795,97796,"Balochistan Repatriation Centre, Quetta",1,2025-05-19,2025-05-20,Security screening,11586,Deported
5796,117681,"Immigration Holding Facility, Islamabad Airport",1,2025-06-09,2025-06-10,Pending deportation,7434,Released
5797,100685,"UNHCR Transit Centre, Peshawar",1,2025-11-20,2025-11-27,Awaiting removal order,6848,Released
5798,46154,"FIA Detention Centre, Islamabad",1,2025-07-04,2025-09-02,Security screening,9758,Deported
5799,106352,"UNHCR Transit Centre, Peshawar",1,2025-02-08,,Identity verification,,Active
5800,142662,"Balochistan Repatriation Centre, Quetta",1,2025-03-17,2025-04-16,Pending deportation,8863,Deported
5801,142085,"Transit Holding Centre, Quetta",1,2025-02-16,2025-04-17,Unauthorized entry,,Transferred
5802,13631,Chaman Border Detention Facility,1,2025-10-28,2025-12-27,Awaiting removal order,4320,Released
5803,21105,"Foreigners Registration Centre, Peshawar",1,2025-11-28,2025-12-28,Document verification,,Deported
5804,90678,"FIA Detention Centre, Lahore",1,2025-02-26,2025-03-01,Security screening,7814,Transferred
5805,56814,Torkham Border Detention Facility,1,2025-02-05,2025-03-07,Security screening,13025,Transferred
5806,89808,"FIA Detention Centre, Karachi",1,2025-03-11,2025-04-10,Pending deportation,398,Released
5807,41314,"FIA Detention Centre, Lahore",1,2025-06-16,2025-06-30,Security screening,2428,Released
5808,82178,Chaman Border Detention Facility,1,2025-01-14,2025-02-13,Pending deportation,12169,Released
5809,96573,Chaman Border Detention Facility,1,2025-03-06,2025-03-13,Identity verification,,Transferred
5810,73181,Torkham Border Detention Facility,1,2025-11-09,2025-11-12,Pending deportation,4482,Deported
5811,66159,"FIA Detention Centre, Karachi",1,2025-10-05,2025-10-19,Pending deportation,14092,Transferred
5812,119861,Chaman Border Detention Facility,1,2025-04-07,2025-04-10,Awaiting removal order,13895,Released
5813,121362,"Foreigners Registration Centre, Peshawar",1,2025-02-07,2025-02-21,Security screening,14895,Released
5814,144787,"Foreigners Registration Centre, Peshawar",1,2025-02-23,2025-04-24,Pending deportation,13850,Deported
5815,129057,"Immigration Holding Facility, Islamabad Airport",1,2025-12-22,,Unauthorized entry,,Active
5816,74439,"Transit Holding Centre, Quetta",1,2025-12-06,2025-12-09,Pending deportation,10779,Released
5817,15089,Torkham Border Detention Facility,1,2025-03-17,2025-05-16,Pending deportation,12145,Deported
5818,136611,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-06-25,2025-07-09,Pending deportation,3585,Deported
5819,79366,"Foreigners Registration Centre, Peshawar",1,2025-10-14,2025-10-21,Criminal investigation,,Deported
5820,130549,"Transit Holding Centre, Quetta",1,2025-08-01,2025-08-31,Security screening,11361,Deported
5821,140812,"Immigration Holding Facility, Islamabad Airport",1,2025-01-04,2025-01-05,Pending deportation,4968,Released
5822,29975,Torkham Border Detention Facility,1,2025-09-15,2025-09-22,Pending deportation,7836,Released
5823,33134,"Immigration Holding Facility, Islamabad Airport",1,2025-12-04,2025-12-07,Awaiting removal order,,Transferred
5824,127444,"FIA Detention Centre, Islamabad",1,2025-11-25,,Security screening,2610,Active
5825,5965,"UNHCR Transit Centre, Peshawar",1,2025-12-21,2025-12-22,Pending deportation,11052,Released
5826,70142,Torkham Border Detention Facility,1,2025-10-13,2025-10-20,Security screening,14688,Deported
5827,84805,"FIA Detention Centre, Lahore",1,2025-03-14,2025-04-13,Security screening,2188,Deported
5828,131079,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-11-06,2025-12-06,Pending deportation,13760,Released
5829,59762,"FIA Detention Centre, Lahore",1,2025-11-24,2025-12-01,Trafficking investigation,,Deported
5830,93077,"Immigration Holding Facility, Islamabad Airport",1,2025-05-05,2025-08-03,Security screening,11712,Deported
5831,25789,"Immigration Holding Facility, Islamabad Airport",1,2025-09-21,2025-09-24,Security screening,6350,Released
5832,42448,"FIA Detention Centre, Lahore",1,2025-10-11,2025-11-10,Pending deportation,11891,Deported
5833,124983,"FIA Detention Centre, Lahore",1,2025-11-11,2025-11-25,Pending deportation,11613,Deported
5834,111289,"Immigration Holding Facility, Jinnah Airport",1,2025-02-11,2025-04-12,Security screening,6621,Released
5835,36113,"Balochistan Repatriation Centre, Quetta",1,2025-12-20,,Awaiting removal order,3620,Active
5836,49675,"FIA Detention Centre, Karachi",1,2025-04-24,2025-04-27,Security screening,10017,Transferred
5837,16278,"FIA Detention Centre, Lahore",1,2025-06-13,2025-06-16,Pending deportation,136,Transferred
5838,21557,"Immigration Holding Facility, Islamabad Airport",1,2025-09-25,2025-10-25,Awaiting removal order,11016,Deported
5839,43994,"UNHCR Transit Centre, Peshawar",1,2025-06-02,2025-08-31,Security screening,6755,Deported
5840,73172,"UNHCR Transit Centre, Peshawar",1,2025-04-07,2025-04-14,Pending deportation,12707,Deported
5841,125103,"Transit Holding Centre, Quetta",1,2025-03-11,2025-03-25,Criminal investigation,,Deported
5842,97659,"FIA Detention Centre, Lahore",1,2025-03-21,2025-03-28,Awaiting removal order,1444,Released
5843,83020,Chaman Border Detention Facility,1,2025-02-05,2025-02-12,Identity verification,,Deported
5844,145446,"FIA Detention Centre, Karachi",1,2025-11-28,,Pending deportation,13824,Active
5845,74540,Torkham Border Detention Facility,1,2025-12-03,2025-12-10,Pending deportation,8430,Released
5846,13566,"Immigration Holding Facility, Jinnah Airport",1,2025-08-04,2025-08-18,Unauthorized entry,,Released
5847,123480,Torkham Border Detention Facility,1,2025-08-09,2025-08-23,Security screening,8667,Deported
5848,14418,"FIA Detention Centre, Islamabad",1,2025-12-14,2025-12-28,Pending deportation,4123,Released
5849,117992,"Transit Holding Centre, Quetta",1,2025-01-13,2025-01-14,Awaiting removal order,,Deported
5850,149754,"Transit Holding Centre, Quetta",1,2025-01-26,,Security screening,7488,Active
5851,56461,"Balochistan Repatriation Centre, Quetta",1,2025-08-06,2025-08-20,Awaiting removal order,14252,Transferred
5852,93652,"FIA Detention Centre, Lahore",1,2025-09-14,2025-10-14,Pending deportation,3349,Released
5853,139996,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-18,2025-09-01,Pending deportation,6832,Transferred
5854,12788,"Balochistan Repatriation Centre, Quetta",1,2025-09-25,2025-09-28,Pending deportation,2537,Released
5855,107120,Chaman Border Detention Facility,1,2025-04-12,2025-04-26,Awaiting removal order,9372,Deported
5856,79072,Torkham Border Detention Facility,1,2025-08-19,2025-09-18,Identity verification,,Released
5857,87422,"Foreigners Registration Centre, Peshawar",1,2025-11-13,2025-12-13,Trafficking investigation,,Transferred
5858,121653,"FIA Detention Centre, Karachi",1,2025-07-02,2025-07-03,Unauthorized entry,,Deported
5859,34056,"Immigration Holding Facility, Jinnah Airport",1,2025-02-19,2025-03-05,Awaiting removal order,5946,Deported
5860,135204,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-05-15,2025-05-16,Awaiting removal order,12423,Deported
5861,86853,Chaman Border Detention Facility,1,2025-03-20,,Document verification,,Active
5862,124529,"Transit Holding Centre, Quetta",1,2025-04-09,2025-04-12,Trafficking investigation,,Released
5863,50846,"Balochistan Repatriation Centre, Quetta",1,2025-08-28,2025-08-31,Pending deportation,5964,Deported
5864,46966,"Balochistan Repatriation Centre, Quetta",1,2025-09-03,2025-09-04,Trafficking investigation,,Transferred
5865,14841,"Immigration Holding Facility, Islamabad Airport",1,2025-12-05,,Security screening,7658,Active
5866,142647,"Foreigners Registration Centre, Peshawar",1,2025-01-11,2025-03-12,Awaiting removal order,10066,Deported
5867,103458,Torkham Border Detention Facility,1,2025-11-23,2025-11-26,Awaiting removal order,6914,Deported
5868,37926,"FIA Detention Centre, Lahore",1,2025-05-16,2025-05-30,Security screening,7883,Deported
5869,51038,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-06-12,2025-06-15,Pending deportation,5780,Released
5870,132358,"Foreigners Registration Centre, Peshawar",1,2025-01-14,2025-02-13,Pending deportation,3918,Transferred
5871,11675,"FIA Detention Centre, Islamabad",1,2025-06-07,2025-06-14,Awaiting removal order,12941,Released
5872,118877,"FIA Detention Centre, Islamabad",1,2025-02-04,2025-03-06,Security screening,11620,Deported
5873,33024,Torkham Border Detention Facility,1,2025-07-02,2025-07-16,Border apprehension,,Deported
5874,98387,"UNHCR Transit Centre, Peshawar",1,2025-02-23,2025-03-25,Security screening,11998,Deported
5875,94736,Chaman Border Detention Facility,1,2025-09-26,,Awaiting removal order,10322,Active
5876,87435,"Immigration Holding Facility, Islamabad Airport",1,2025-03-25,2025-03-28,Security screening,7982,Deported
5877,50128,"Immigration Holding Facility, Jinnah Airport",1,2025-07-15,2025-09-13,Awaiting removal order,14792,Deported
5878,96492,Chaman Border Detention Facility,1,2025-03-14,2025-03-28,Security screening,2147,Deported
5879,50806,"Balochistan Repatriation Centre, Quetta",1,2025-06-13,2025-06-27,Asylum processing,,Released
5880,5641,"Immigration Holding Facility, Islamabad Airport",1,2025-05-28,2025-07-27,Awaiting removal order,,Released
5881,78038,"Balochistan Repatriation Centre, Quetta",1,2025-02-26,2025-03-01,Awaiting removal order,13042,Transferred
5882,9181,"FIA Detention Centre, Islamabad",1,2025-09-01,2025-09-08,Awaiting removal order,2009,Deported
5883,80177,"UNHCR Transit Centre, Peshawar",1,2025-07-24,,Security screening,11978,Active
5884,120808,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-09-06,2025-09-20,Awaiting removal order,11399,Released
5885,146638,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-12,2025-08-19,Asylum processing,,Deported
5886,109758,"UNHCR Transit Centre, Peshawar",1,2025-05-16,2025-05-30,Pending deportation,3817,Transferred
5887,35366,"Foreigners Registration Centre, Peshawar",1,2025-10-16,,Document verification,,Active
5888,136833,"FIA Detention Centre, Islamabad",1,2025-07-23,2025-08-06,Pending deportation,2337,Released
5889,96309,"UNHCR Transit Centre, Peshawar",1,2025-03-28,2025-04-27,Awaiting removal order,369,Transferred
5890,133156,"FIA Detention Centre, Islamabad",1,2025-10-21,2025-10-24,Awaiting removal order,13372,Deported
5891,10333,Torkham Border Detention Facility,1,2025-12-09,2025-12-12,Pending deportation,9453,Released
5892,140685,"UNHCR Transit Centre, Peshawar",1,2025-10-27,,Pending deportation,6117,Active
5893,127365,"FIA Detention Centre, Karachi",1,2025-04-20,2025-05-20,Pending deportation,179,Deported
5894,135007,Chaman Border Detention Facility,1,2025-08-08,2025-09-07,Security screening,,Deported
5895,144717,Chaman Border Detention Facility,1,2025-12-15,2025-12-22,Pending deportation,2699,Deported
5896,9351,"FIA Detention Centre, Lahore",1,2025-07-07,2025-07-14,Awaiting removal order,1710,Released
5897,67498,"Immigration Holding Facility, Islamabad Airport",1,2025-11-11,2025-11-25,Criminal investigation,,Transferred
5898,22676,Torkham Border Detention Facility,1,2025-11-04,,Awaiting removal order,,Active
5899,88937,"Immigration Holding Facility, Islamabad Airport",1,2025-01-13,2025-03-14,Security screening,3667,Deported
5900,149619,Chaman Border Detention Facility,1,2025-11-20,2025-11-23,Pending deportation,13411,Released
