offload_id,traveler_id,offload_date,port_id,reason,airline,flight_number,destination_country_id,linked_alert_id,linked_ecl_id
4260,82106,2025-05-09,6,Airline Refusal,Emirates,EK-121,8,,
4261,3857,2025-09-25,2,Invalid Documents,Saudi Airlines,SV-785,12,,
4262,146920,2025-12-01,6,ECL Match,Air Arabia,G9-161,32,,1924
4263,67376,2025-12-27,3,Court Order,flyJinnah,9P-812,13,4068,
4264,76293,2025-04-05,3,Watchlist Hit,flydubai,FZ-551,32,5834,
4265,67537,2025-07-11,3,Watchlist Hit,British Airways,BA-117,7,3835,
4266,71537,2025-02-16,2,Other,flydubai,FZ-187,9,,
4267,25256,2025-05-17,4,ECL Match,Qatar Airways,QR-737,9,,467
4268,35632,2025-03-06,1,ECL Match,Kuwait Airways,KU-541,8,,213
4269,96551,2025-05-25,4,Airline Refusal,Kuwait Airways,KU-972,32,,
4270,42226,2025-07-18,2,Interpol Alert,Saudi Airlines,SV-598,9,,
4271,98780,2025-06-10,2,Airline Refusal,Gulf Air,GF-752,32,,
4272,104732,2025-02-16,5,Court Order,PIA,PK-688,34,827,
4273,122774,2025-05-06,2,Interpol Alert,Etihad Airways,EY-976,7,,
4274,119463,2025-04-03,3,Court Order,Turkish Airlines,TK-940,10,2820,
4275,49073,2025-09-02,4,ECL Match,Etihad Airways,EY-811,11,,1498
4276,81401,2025-12-16,1,Court Order,British Airways,BA-176,10,,
4277,63667,2025-10-10,1,Interpol Alert,Etihad Airways,EY-408,33,1671,
4278,101465,2025-08-07,8,Incomplete Travel Docs,flyJinnah,9P-232,5,,
4279,18244,2025-01-02,8,Invalid Documents,British Airways,BA-903,32,,
4280,14515,2025-12-07,3,Watchlist Hit,Air Arabia,G9-337,10,405,
4281,29624,2025-08-26,6,ECL Match,Emirates,EK-992,31,,2152
4282,14655,2025-04-08,3,Airline Refusal,AirBlue,PA-231,12,,
4283,65818,2025-02-10,5,Incomplete Travel Docs,Kuwait Airways,KU-915,34,,
4284,123432,2025-02-12,2,Watchlist Hit,Gulf Air,GF-788,9,876,
4285,59763,2025-02-04,3,Interpol Alert,Air Arabia,G9-681,15,,
4286,139635,2025-07-12,2,Interpol Alert,PIA,PK-814,31,,
4287,145734,2025-03-14,8,Watchlist Hit,British Airways,BA-843,32,5435,
4288,8817,2025-06-01,2,ECL Match,Turkish Airlines,TK-223,7,,2219
4289,145546,2025-05-24,3,Interpol Alert,Qatar Airways,QR-236,10,,
4290,59401,2025-10-16,6,ECL Match,Oman Air,WY-115,9,,1817
4291,106479,2025-08-26,2,ECL Match,flydubai,FZ-140,10,,1354
4292,83415,2025-06-23,1,Watchlist Hit,Qatar Airways,QR-844,9,4503,
4293,58404,2025-01-28,1,Watchlist Hit,Emirates,EK-493,32,5959,
4294,87990,2025-04-03,1,ECL Match,Etihad Airways,EY-704,10,,748
4295,117847,2025-03-22,5,Other,Emirates,EK-137,10,,
4296,48897,2025-09-03,3,Watchlist Hit,flydubai,FZ-489,8,6305,
4297,116187,2025-02-16,3,Interpol Alert,Qatar Airways,QR-532,10,2003,
4298,58428,2025-03-21,2,ECL Match,Qatar Airways,QR-729,31,,644
4299,28791,2025-09-04,1,ECL Match,Etihad Airways,EY-153,31,,2602
4300,145331,2025-07-18,3,Watchlist Hit,Emirates,EK-778,11,685,
4301,125381,2025-01-19,3,Airline Refusal,Saudi Airlines,SV-898,15,,
4302,18858,2025-12-02,5,ECL Match,Gulf Air,GF-297,8,,1888
4303,19343,2025-06-21,2,Court Order,flydubai,FZ-228,13,,
4304,7072,2025-12-25,2,Incomplete Travel Docs,Etihad Airways,EY-873,9,,
4305,21399,2025-02-11,1,ECL Match,flyJinnah,9P-576,31,,959
4306,27627,2025-07-24,2,Invalid Documents,British Airways,BA-337,9,,
4307,89847,2025-06-03,4,Incomplete Travel Docs,Kuwait Airways,KU-521,9,,
4308,111237,2025-11-14,2,ECL Match,Gulf Air,GF-212,35,,124
4309,104136,2025-03-15,8,Incomplete Travel Docs,Oman Air,WY-680,15,,
4310,49545,2025-07-12,4,Watchlist Hit,Etihad Airways,EY-888,7,7314,
4311,61951,2025-11-25,6,Incomplete Travel Docs,Emirates,EK-247,11,,
4312,26426,2025-02-14,1,Court Order,Air Arabia,G9-993,33,,
4313,59401,2025-02-17,3,ECL Match,Air Arabia,G9-118,15,,1817
4314,933,2025-02-22,2,ECL Match,British Airways,BA-726,10,,736
4315,126481,2025-08-08,3,Watchlist Hit,flydubai,FZ-931,12,1402,
4316,53852,2025-08-03,2,Watchlist Hit,Air Arabia,G9-873,9,4776,
4317,87295,2025-07-26,3,Incomplete Travel Docs,Gulf Air,GF-836,9,,
4318,97281,2025-07-22,4,ECL Match,Air Arabia,G9-271,35,,2310
4319,93546,2025-12-24,2,ECL Match,Saudi Airlines,SV-540,7,,1622
4320,101359,2025-11-02,5,Interpol Alert,flydubai,FZ-284,10,6491,
4321,77222,2025-02-07,3,ECL Match,Qatar Airways,QR-681,11,,271
4322,47695,2025-07-21,1,Suspicious Behavior,Serene Air,ER-101,10,,
4323,38793,2025-11-07,2,Other,Emirates,EK-580,12,,
4324,111064,2025-05-24,3,ECL Match,Oman Air,WY-170,15,,1738
4325,40473,2025-08-20,3,Watchlist Hit,Air Arabia,G9-943,32,7655,
4326,103479,2025-01-20,1,Watchlist Hit,Air Arabia,G9-585,5,2468,
4327,143555,2025-05-20,1,Watchlist Hit,flydubai,FZ-278,9,465,
4328,129972,2025-03-21,2,ECL Match,Emirates,EK-160,11,,2091
4329,85752,2025-04-16,1,ECL Match,flyJinnah,9P-955,31,,2625
4330,17768,2025-01-03,3,Watchlist Hit,Emirates,EK-155,10,4633,
4331,79904,2025-01-03,2,ECL Match,Gulf Air,GF-457,11,,9
4332,95188,2025-11-13,1,Watchlist Hit,Serene Air,ER-430,31,6377,
4333,43697,2025-11-18,1,Watchlist Hit,Emirates,EK-625,9,7500,
4334,67955,2025-03-18,5,Court Order,flyJinnah,9P-369,15,,
4335,135215,2025-10-08,3,Incomplete Travel Docs,Air Arabia,G9-233,8,,
4336,110766,2025-09-04,2,Interpol Alert,British Airways,BA-444,31,,
4337,7350,2025-01-01,1,ECL Match,Serene Air,ER-636,7,,831
4338,72294,2025-06-17,1,Watchlist Hit,AirBlue,PA-859,9,4452,
4339,42756,2025-03-06,1,Suspicious Behavior,Kuwait Airways,KU-864,8,,
4340,120930,2025-07-22,4,ECL Match,Serene Air,ER-208,9,,2042
4341,17956,2025-06-17,1,Suspicious Behavior,Turkish Airlines,TK-954,35,,
4342,40256,2025-10-04,2,ECL Match,Serene Air,ER-270,8,,672
4343,16461,2025-11-01,4,Invalid Documents,Saudi Airlines,SV-535,12,,
4344,10550,2025-03-06,3,ECL Match,flyJinnah,9P-776,5,,2747
4345,60337,2025-12-07,1,Watchlist Hit,Saudi Airlines,SV-284,13,1412,
4346,143875,2025-03-04,2,ECL Match,Serene Air,ER-766,12,,994
4347,92795,2025-04-03,8,Other,Kuwait Airways,KU-996,32,,
4348,11843,2025-07-20,2,Interpol Alert,British Airways,BA-932,10,5605,
4349,23840,2025-10-12,2,ECL Match,Kuwait Airways,KU-449,11,,2750
4350,122347,2025-02-10,3,Interpol Alert,Etihad Airways,EY-925,31,4750,
4351,113602,2025-11-15,1,Invalid Documents,Serene Air,ER-622,5,,
4352,146947,2025-04-25,6,ECL Match,PIA,PK-804,9,,1089
4353,97083,2025-05-27,3,Watchlist Hit,PIA,PK-920,32,2581,
4354,130645,2025-12-28,5,Suspicious Behavior,Turkish Airlines,TK-872,8,,
4355,87990,2025-10-03,5,ECL Match,PIA,PK-499,10,,748
4356,12487,2025-12-20,1,Invalid Documents,Serene Air,ER-143,10,,
4357,25169,2025-03-13,3,ECL Match,Kuwait Airways,KU-662,12,,1007
4358,76471,2025-03-04,3,Invalid Documents,Qatar Airways,QR-852,10,,
4359,25297,2025-04-04,5,Invalid Documents,Kuwait Airways,KU-969,33,,
4360,18508,2025-03-09,3,Invalid Documents,Kuwait Airways,KU-445,32,,
4361,141609,2025-05-26,8,ECL Match,Serene Air,ER-451,35,,240
4362,8130,2025-08-21,1,Other,Air Arabia,G9-660,15,,
4363,27321,2025-01-19,1,Court Order,Qatar Airways,QR-182,31,,
4364,20038,2025-02-21,6,Incomplete Travel Docs,British Airways,BA-403,10,,
4365,48471,2025-02-22,3,Watchlist Hit,Oman Air,WY-278,7,440,
4366,120173,2025-03-04,2,Watchlist Hit,Serene Air,ER-147,9,1384,
4367,86810,2025-12-12,2,ECL Match,Saudi Airlines,SV-809,10,,1326
4368,15675,2025-10-16,2,Court Order,flyJinnah,9P-573,9,,
4369,55784,2025-09-06,1,Invalid Documents,Oman Air,WY-939,31,,
4370,55714,2025-07-13,1,ECL Match,Qatar Airways,QR-249,11,,2442
4371,73223,2025-08-10,6,Watchlist Hit,flydubai,FZ-666,7,6316,
4372,122583,2025-02-03,4,Incomplete Travel Docs,British Airways,BA-476,34,,
4373,63003,2025-10-23,2,Court Order,Kuwait Airways,KU-804,8,,
4374,146001,2025-10-21,2,Invalid Documents,AirBlue,PA-372,31,,
4375,95229,2025-01-07,4,ECL Match,Oman Air,WY-349,33,,932
4376,26074,2025-08-28,1,Interpol Alert,Gulf Air,GF-841,5,,
4377,129641,2025-09-14,1,Watchlist Hit,flydubai,FZ-442,10,738,
4378,103615,2025-03-27,2,ECL Match,Air Arabia,G9-973,8,,323
4379,18395,2025-10-12,6,ECL Match,Gulf Air,GF-516,33,,702
4380,144162,2025-07-17,1,ECL Match,Saudi Airlines,SV-247,31,,2390
4381,56937,2025-03-17,3,Watchlist Hit,flydubai,FZ-201,10,4381,
4382,88977,2025-04-07,1,ECL Match,Emirates,EK-868,10,,113
4383,122033,2025-03-28,2,ECL Match,Etihad Airways,EY-399,35,,139
4384,143966,2025-09-26,3,ECL Match,Kuwait Airways,KU-186,9,,135
4385,76471,2025-11-16,1,Watchlist Hit,British Airways,BA-803,9,197,
4386,53862,2025-10-10,2,ECL Match,PIA,PK-333,11,,2946
4387,79072,2025-12-13,8,Watchlist Hit,Qatar Airways,QR-856,33,5937,
4388,90697,2025-03-24,1,Interpol Alert,Etihad Airways,EY-924,35,,
4389,93153,2025-09-11,2,Court Order,PIA,PK-971,13,4164,
4390,62681,2025-01-27,3,Watchlist Hit,Saudi Airlines,SV-228,7,1444,
4391,103193,2025-10-05,4,ECL Match,Qatar Airways,QR-216,31,,2637
4392,94221,2025-06-12,1,Watchlist Hit,Serene Air,ER-876,15,3982,
4393,130532,2025-01-21,2,Interpol Alert,Etihad Airways,EY-280,32,,
4394,82855,2025-03-28,3,Watchlist Hit,Saudi Airlines,SV-469,31,4802,
4395,134785,2025-12-22,8,Court Order,Emirates,EK-273,7,,
4396,98435,2025-02-27,1,Watchlist Hit,Oman Air,WY-622,32,7959,
4397,145122,2025-07-12,4,Suspicious Behavior,Air Arabia,G9-677,33,,
4398,63106,2025-06-16,3,ECL Match,Etihad Airways,EY-627,31,,2631
4399,63646,2025-01-10,1,ECL Match,Air Arabia,G9-671,7,,290
4400,24318,2025-02-01,2,Watchlist Hit,Oman Air,WY-813,34,1066,
4401,10854,2025-03-14,2,Other,Serene Air,ER-406,7,,
4402,134806,2025-05-08,1,ECL Match,Turkish Airlines,TK-854,32,,104
4403,98792,2025-03-26,1,ECL Match,PIA,PK-269,5,,2379
4404,10318,2025-05-19,8,Other,Emirates,EK-659,9,,
4405,90534,2025-11-22,3,ECL Match,Etihad Airways,EY-508,5,,2785
4406,39237,2025-05-07,3,ECL Match,Air Arabia,G9-165,9,,1297
4407,1189,2025-03-12,2,ECL Match,flydubai,FZ-241,33,,343
4408,125020,2025-06-02,3,ECL Match,Gulf Air,GF-441,31,,1757
4409,81602,2025-12-11,3,Watchlist Hit,Turkish Airlines,TK-668,9,7913,
4410,59041,2025-04-01,4,Watchlist Hit,Gulf Air,GF-725,10,2944,
4411,90726,2025-07-21,6,Court Order,flydubai,FZ-493,10,,
4412,97407,2025-12-26,4,ECL Match,Gulf Air,GF-483,9,,2758
4413,147117,2025-01-13,2,Watchlist Hit,Air Arabia,G9-824,9,5980,
4414,134203,2025-11-11,1,Incomplete Travel Docs,Etihad Airways,EY-172,9,,
4415,33171,2025-06-02,3,Watchlist Hit,Air Arabia,G9-829,8,3244,
4416,105970,2025-02-22,6,Watchlist Hit,Emirates,EK-906,10,4209,
4417,69297,2025-07-19,1,ECL Match,Serene Air,ER-436,32,,2706
4418,1189,2025-08-27,2,ECL Match,Turkish Airlines,TK-395,31,,343
4419,32116,2025-10-22,4,ECL Match,Qatar Airways,QR-545,7,,631
4420,62234,2025-10-27,2,ECL Match,Gulf Air,GF-885,8,,2734
4421,44901,2025-02-01,1,ECL Match,Gulf Air,GF-483,9,,2523
4422,4262,2025-02-16,3,ECL Match,Oman Air,WY-593,9,,1739
4423,76400,2025-03-28,2,Incomplete Travel Docs,Air Arabia,G9-327,9,,
4424,66269,2025-12-01,1,Invalid Documents,flydubai,FZ-264,34,,
4425,7185,2025-06-13,3,Court Order,Qatar Airways,QR-222,9,1944,
4426,67674,2025-03-21,6,Court Order,PIA,PK-754,8,3245,
4427,59430,2025-11-08,8,Other,Kuwait Airways,KU-870,9,,
4428,8488,2025-04-08,4,Airline Refusal,Serene Air,ER-869,32,,
4429,146714,2025-06-23,3,Incomplete Travel Docs,flydubai,FZ-618,8,,
4430,7576,2025-01-24,2,ECL Match,flydubai,FZ-586,10,,2115
4431,25237,2025-10-03,1,Interpol Alert,Emirates,EK-754,9,,
4432,65647,2025-03-23,3,ECL Match,Saudi Airlines,SV-789,9,,539
4433,32404,2025-01-11,2,Watchlist Hit,Etihad Airways,EY-848,32,3717,
4434,37298,2025-01-18,1,ECL Match,Turkish Airlines,TK-206,31,,599
4435,80518,2025-06-17,2,Invalid Documents,Air Arabia,G9-487,10,,
4436,33437,2025-05-24,3,Watchlist Hit,AirBlue,PA-502,10,2243,
4437,45455,2025-04-01,6,Watchlist Hit,flydubai,FZ-935,10,5753,
4438,142261,2025-05-12,8,Interpol Alert,PIA,PK-133,33,2611,
4439,79762,2025-09-18,6,Interpol Alert,British Airways,BA-213,10,6306,
4440,50316,2025-02-04,3,Watchlist Hit,Air Arabia,G9-974,31,7765,
4441,15042,2025-04-16,3,ECL Match,Gulf Air,GF-946,12,,1662
4442,43629,2025-11-18,2,ECL Match,British Airways,BA-733,13,,2153
4443,78650,2025-09-13,3,Invalid Documents,Turkish Airlines,TK-378,11,,
4444,123806,2025-10-13,3,Airline Refusal,flydubai,FZ-706,7,,
4445,105696,2025-04-10,4,Incomplete Travel Docs,Qatar Airways,QR-514,9,,
4446,29896,2025-07-27,8,Interpol Alert,Gulf Air,GF-835,9,,
4447,58274,2025-05-21,2,Interpol Alert,Etihad Airways,EY-709,7,7138,
4448,30683,2025-05-14,6,ECL Match,Saudi Airlines,SV-255,10,,2981
4449,49017,2025-11-13,2,Court Order,Gulf Air,GF-178,31,,
4450,85372,2025-02-05,3,ECL Match,Gulf Air,GF-933,13,,1594
4451,131218,2025-11-08,3,Interpol Alert,Turkish Airlines,TK-237,8,,
4452,125409,2025-06-19,2,Watchlist Hit,flyJinnah,9P-707,10,1288,
4453,2637,2025-07-26,8,Suspicious Behavior,PIA,PK-271,9,,
4454,46106,2025-01-04,3,ECL Match,flydubai,FZ-778,9,,112
4455,82746,2025-12-03,4,Airline Refusal,Etihad Airways,EY-634,10,,
4456,1771,2025-01-03,1,Watchlist Hit,Kuwait Airways,KU-272,33,866,
4457,67612,2025-10-13,2,Invalid Documents,Kuwait Airways,KU-615,32,,
4458,34701,2025-06-28,3,Court Order,Oman Air,WY-326,9,7391,
4459,127382,2025-11-11,3,Incomplete Travel Docs,Emirates,EK-681,8,,
4460,114264,2025-09-04,1,Interpol Alert,British Airways,BA-786,35,2580,
4461,115799,2025-07-24,2,Airline Refusal,Saudi Airlines,SV-652,32,,
4462,62153,2025-03-20,3,ECL Match,British Airways,BA-770,7,,1638
4463,36325,2025-04-21,4,ECL Match,British Airways,BA-686,9,,440
4464,71736,2025-05-19,1,Invalid Documents,Air Arabia,G9-633,8,,
4465,45385,2025-07-18,1,Watchlist Hit,Oman Air,WY-520,15,1067,
4466,139286,2025-11-14,1,ECL Match,flyJinnah,9P-177,34,,46
4467,113662,2025-09-11,8,Court Order,Emirates,EK-983,10,,
4468,35215,2025-04-28,5,Interpol Alert,Air Arabia,G9-969,35,,
4469,112845,2025-07-17,3,ECL Match,Air Arabia,G9-591,9,,2365
4470,108302,2025-05-28,1,ECL Match,Serene Air,ER-727,12,,2030
4471,15077,2025-04-09,6,Suspicious Behavior,Serene Air,ER-874,12,,
4472,47308,2025-08-28,5,ECL Match,PIA,PK-354,10,,1444
4473,134802,2025-05-23,2,Watchlist Hit,Emirates,EK-398,9,7173,
4474,70123,2025-10-08,1,ECL Match,Turkish Airlines,TK-104,35,,2039
4475,10078,2025-10-09,3,ECL Match,Kuwait Airways,KU-480,32,,2068
4476,92634,2025-12-25,6,ECL Match,AirBlue,PA-499,13,,140
4477,120496,2025-11-14,2,Incomplete Travel Docs,Air Arabia,G9-324,8,,
4478,102578,2025-05-22,2,ECL Match,Oman Air,WY-125,34,,2066
4479,101942,2025-09-07,1,Invalid Documents,Saudi Airlines,SV-397,15,,
4480,107465,2025-05-11,2,Incomplete Travel Docs,PIA,PK-934,32,,
4481,134617,2025-07-04,6,Incomplete Travel Docs,Saudi Airlines,SV-799,31,,
4482,75976,2025-05-17,3,Invalid Documents,British Airways,BA-421,32,,
4483,88399,2025-02-06,1,Watchlist Hit,Turkish Airlines,TK-569,13,2865,
4484,33888,2025-04-23,3,Invalid Documents,Saudi Airlines,SV-558,9,,
4485,48550,2025-05-21,2,ECL Match,Saudi Airlines,SV-281,10,,1876
4486,22919,2025-06-02,5,Airline Refusal,Turkish Airlines,TK-966,7,,
4487,59276,2025-02-19,1,Watchlist Hit,Qatar Airways,QR-452,31,6134,
4488,99145,2025-03-25,3,ECL Match,Air Arabia,G9-829,15,,2284
4489,21088,2025-12-11,4,ECL Match,Gulf Air,GF-379,9,,2067
4490,46207,2025-09-11,1,ECL Match,flyJinnah,9P-168,5,,773
4491,102584,2025-03-18,6,Court Order,Serene Air,ER-510,10,,
4492,90700,2025-03-22,3,Other,Serene Air,ER-576,10,,
4493,49970,2025-08-04,2,Invalid Documents,Gulf Air,GF-323,8,,
4494,99844,2025-10-20,1,Court Order,Gulf Air,GF-537,13,2955,
4495,57504,2025-10-17,3,Watchlist Hit,Emirates,EK-420,34,6364,
4496,22212,2025-08-12,1,ECL Match,Air Arabia,G9-456,8,,1637
4497,131463,2025-07-27,2,ECL Match,Emirates,EK-109,8,,638
4498,91149,2025-08-03,8,Suspicious Behavior,Serene Air,ER-850,9,,
4499,106261,2025-11-05,1,ECL Match,Air Arabia,G9-856,31,,1829
4500,48638,2025-01-23,1,ECL Match,flydubai,FZ-207,35,,890
4501,113364,2025-03-28,6,Court Order,Air Arabia,G9-590,9,,
4502,35642,2025-09-13,3,Interpol Alert,Etihad Airways,EY-384,5,5659,
4503,147411,2025-05-10,3,ECL Match,Etihad Airways,EY-900,12,,1382
4504,121883,2025-06-06,1,Watchlist Hit,AirBlue,PA-252,12,1332,
4505,81469,2025-05-17,1,ECL Match,British Airways,BA-891,5,,957
4506,95150,2025-06-18,3,Watchlist Hit,AirBlue,PA-400,11,3363,
4507,129666,2025-12-24,2,Airline Refusal,flydubai,FZ-456,15,,
4508,4558,2025-08-28,1,Interpol Alert,Emirates,EK-927,9,,
4509,104390,2025-09-20,3,ECL Match,Oman Air,WY-925,9,,2329
4510,83606,2025-10-19,1,ECL Match,Turkish Airlines,TK-578,31,,1075
4511,100920,2025-12-22,4,Watchlist Hit,Saudi Airlines,SV-701,13,4448,
4512,123053,2025-02-17,4,Invalid Documents,Gulf Air,GF-431,9,,
4513,102154,2025-09-03,3,Watchlist Hit,Kuwait Airways,KU-313,10,3450,
4514,40053,2025-09-06,3,Court Order,Emirates,EK-790,10,3904,
4515,78208,2025-08-06,1,Court Order,Emirates,EK-294,8,,
4516,87059,2025-11-19,3,Invalid Documents,PIA,PK-543,8,,
4517,121950,2025-05-26,2,Watchlist Hit,flydubai,FZ-293,9,1568,
4518,146677,2025-09-24,5,Watchlist Hit,Qatar Airways,QR-628,9,579,
4519,19859,2025-02-22,2,Interpol Alert,flydubai,FZ-397,10,,
4520,1321,2025-03-18,1,Watchlist Hit,British Airways,BA-285,9,5331,
4521,17887,2025-11-07,1,ECL Match,Turkish Airlines,TK-148,33,,695
4522,127821,2025-08-23,2,ECL Match,Qatar Airways,QR-415,15,,2367
4523,31378,2025-03-19,2,ECL Match,Serene Air,ER-413,35,,912
4524,32093,2025-07-22,3,ECL Match,Qatar Airways,QR-719,31,,1880
4525,127342,2025-06-13,3,Watchlist Hit,flyJinnah,9P-692,9,1440,
4526,145584,2025-10-09,1,ECL Match,Kuwait Airways,KU-616,8,,2188
4527,108926,2025-04-14,1,Incomplete Travel Docs,AirBlue,PA-903,12,,
4528,63092,2025-03-21,1,Incomplete Travel Docs,flyJinnah,9P-555,31,,
4529,20983,2025-03-12,4,Watchlist Hit,Emirates,EK-138,9,6577,
4530,124719,2025-11-03,5,Suspicious Behavior,Qatar Airways,QR-174,10,,
4531,5723,2025-09-04,2,Airline Refusal,Turkish Airlines,TK-628,9,,
4532,144990,2025-07-24,8,Court Order,AirBlue,PA-906,9,2690,
4533,149448,2025-05-27,1,Interpol Alert,flydubai,FZ-541,31,1736,
4534,84123,2025-11-05,3,Court Order,Air Arabia,G9-907,13,,
4535,11192,2025-05-21,3,Watchlist Hit,Oman Air,WY-673,12,6154,
4536,139681,2025-05-23,6,Invalid Documents,Kuwait Airways,KU-125,5,,
4537,129519,2025-03-20,3,Watchlist Hit,Gulf Air,GF-664,7,7633,
4538,125275,2025-11-16,2,Airline Refusal,Serene Air,ER-567,34,,
4539,54846,2025-09-20,1,ECL Match,flydubai,FZ-761,35,,808
4540,104239,2025-08-05,1,ECL Match,flyJinnah,9P-911,9,,1203
4541,125455,2025-03-08,2,Watchlist Hit,flyJinnah,9P-954,10,335,
4542,95931,2025-02-19,2,Watchlist Hit,Air Arabia,G9-914,33,2373,
4543,27592,2025-08-04,4,ECL Match,Etihad Airways,EY-861,9,,2987
4544,56673,2025-03-19,1,Incomplete Travel Docs,Qatar Airways,QR-905,9,,
4545,120780,2025-07-19,3,ECL Match,Gulf Air,GF-434,34,,2984
4546,128247,2025-10-09,2,Airline Refusal,Kuwait Airways,KU-858,10,,
4547,34138,2025-10-18,3,Invalid Documents,British Airways,BA-477,31,,
4548,132903,2025-03-09,1,ECL Match,Saudi Airlines,SV-361,11,,1480
4549,45605,2025-01-09,8,Watchlist Hit,Saudi Airlines,SV-218,32,2217,
4550,134137,2025-05-23,4,Incomplete Travel Docs,PIA,PK-791,15,,
4551,124070,2025-06-20,1,ECL Match,Emirates,EK-816,10,,2656
4552,147792,2025-09-21,5,Other,flydubai,FZ-644,5,,
4553,107586,2025-07-23,2,ECL Match,Emirates,EK-866,33,,2122
4554,91591,2025-05-09,1,Airline Refusal,PIA,PK-826,8,,
4555,125951,2025-03-15,1,Interpol Alert,Air Arabia,G9-694,10,129,
4556,64380,2025-01-28,1,Watchlist Hit,Saudi Airlines,SV-814,32,5225,
4557,115371,2025-05-22,1,Suspicious Behavior,Turkish Airlines,TK-755,8,,
4558,127345,2025-01-25,3,ECL Match,PIA,PK-106,12,,1209
4559,25808,2025-07-20,2,Invalid Documents,Qatar Airways,QR-572,15,,
4560,47740,2025-10-19,2,Invalid Documents,PIA,PK-481,31,,
4561,47646,2025-01-20,1,Airline Refusal,Qatar Airways,QR-800,35,,
4562,29408,2025-05-13,1,Watchlist Hit,AirBlue,PA-451,7,5732,
4563,86224,2025-02-25,5,ECL Match,Serene Air,ER-416,9,,1945
4564,10576,2025-06-08,3,Interpol Alert,Turkish Airlines,TK-725,15,,
4565,137846,2025-11-07,2,ECL Match,Oman Air,WY-491,9,,2366
4566,135883,2025-11-22,2,Incomplete Travel Docs,Air Arabia,G9-375,9,,
4567,84030,2025-02-05,3,ECL Match,flydubai,FZ-742,10,,2895
4568,25454,2025-03-05,3,Suspicious Behavior,flydubai,FZ-405,9,,
4569,531,2025-11-03,6,ECL Match,Turkish Airlines,TK-430,11,,544
4570,128168,2025-09-10,8,Airline Refusal,Gulf Air,GF-508,32,,
4571,125956,2025-07-02,2,ECL Match,Emirates,EK-843,9,,86
4572,79090,2025-05-07,3,Watchlist Hit,Serene Air,ER-376,31,7186,
4573,49398,2025-01-16,1,Invalid Documents,AirBlue,PA-756,9,,
4574,40021,2025-08-15,8,Other,Turkish Airlines,TK-303,7,,
4575,118883,2025-10-12,1,Watchlist Hit,flyJinnah,9P-875,33,7382,
4576,123696,2025-12-09,5,Invalid Documents,PIA,PK-725,9,,
4577,126949,2025-02-20,3,Watchlist Hit,flyJinnah,9P-588,15,3268,
4578,34697,2025-03-19,3,ECL Match,Gulf Air,GF-279,32,,2460
4579,12883,2025-06-06,3,Incomplete Travel Docs,Serene Air,ER-778,31,,
4580,3651,2025-06-05,5,ECL Match,Turkish Airlines,TK-397,8,,2955
4581,106025,2025-11-10,3,Interpol Alert,Saudi Airlines,SV-480,9,,
4582,4730,2025-07-04,2,ECL Match,Gulf Air,GF-981,11,,796
4583,68508,2025-09-10,2,ECL Match,Qatar Airways,QR-494,9,,2728
4584,64344,2025-01-17,2,Invalid Documents,Qatar Airways,QR-653,32,,
4585,98662,2025-07-13,1,Watchlist Hit,Turkish Airlines,TK-706,10,6491,
4586,34656,2025-12-16,2,Court Order,Gulf Air,GF-641,9,,
4587,2765,2025-12-05,1,Airline Refusal,British Airways,BA-920,10,,
4588,108158,2025-10-28,1,Watchlist Hit,Kuwait Airways,KU-279,35,1170,
4589,55475,2025-05-22,2,Incomplete Travel Docs,Oman Air,WY-844,15,,
4590,38655,2025-09-09,2,Watchlist Hit,PIA,PK-701,10,6058,
4591,52207,2025-03-17,3,ECL Match,Kuwait Airways,KU-634,32,,576
4592,123641,2025-12-22,3,Invalid Documents,Gulf Air,GF-577,35,,
4593,64796,2025-06-04,5,Court Order,Saudi Airlines,SV-753,33,,
4594,56971,2025-03-28,3,ECL Match,Saudi Airlines,SV-623,12,,1224
4595,51720,2025-10-08,1,Watchlist Hit,PIA,PK-324,10,6110,
4596,6977,2025-06-09,4,ECL Match,Turkish Airlines,TK-428,10,,2328
4597,16282,2025-10-04,1,ECL Match,Emirates,EK-844,13,,1904
4598,102209,2025-05-07,5,Court Order,Kuwait Airways,KU-879,13,1438,
4599,61629,2025-04-03,1,Airline Refusal,Saudi Airlines,SV-602,35,,
4600,16774,2025-01-05,1,Incomplete Travel Docs,Gulf Air,GF-365,12,,
4601,98963,2025-06-27,6,Watchlist Hit,flydubai,FZ-889,9,1564,
4602,74475,2025-10-08,3,Interpol Alert,Etihad Airways,EY-716,10,,
4603,91365,2025-03-28,3,ECL Match,Saudi Airlines,SV-488,34,,391
4604,31606,2025-08-07,2,Incomplete Travel Docs,Air Arabia,G9-186,33,,
4605,131010,2025-09-15,8,Watchlist Hit,Oman Air,WY-748,13,1803,
4606,75538,2025-04-22,3,ECL Match,British Airways,BA-110,5,,2265
4607,131618,2025-09-02,3,Watchlist Hit,Gulf Air,GF-887,8,7792,
4608,109851,2025-03-11,1,Watchlist Hit,flydubai,FZ-300,10,1181,
4609,67479,2025-11-20,6,Suspicious Behavior,Emirates,EK-944,10,,
4610,100768,2025-03-07,2,Airline Refusal,Serene Air,ER-654,32,,
4611,80344,2025-09-14,2,Watchlist Hit,flyJinnah,9P-673,32,4729,
4612,14382,2025-10-18,1,Invalid Documents,Kuwait Airways,KU-515,9,,
